"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","d_gs","date","number","site","opp","wl","gametype","box"
"BLS193010051","casem101","BLS","1","9","value","27","0","1","0","0","0","","","","","1","19301005","1","BAL13","ASB","w","exhibition","y"
"BLS193210230","casem101","BLS","1","2","value","27","4","0","0","0","0","0","","","","1","19321023","0","BAL14","ASB","w","exhibition","y"
"PH5193409110","casem101","PH5","1","2","value","","6","0","0","0","0","0","","","","1","19340911","0","PHI16","CAG","l","lcs","y"
"CAG193409162","casem101","PH5","1","2","value","27","","","0","","0","","","","","1","19340916","2","CHI09","CAG","w","lcs",""
"CAG193409170","casem101","PH5","1","2","value","24","","","0","","0","","","","","1","19340917","0","CHI09","CAG","l","lcs",""
"PH5193409270","casem101","PH5","1","9","value","27","0","1","0","0","0","","","","","1","19340927","0","PHI16","CAG","w","lcs","y"
"PH5193409290","casem101","PH5","1","9","value","27","1","0","0","0","0","","","","","1","19340929","0","PHI16","CAG","w","lcs","y"
"PTC193409301","casem101","PH5","1","9","value","24","2","0","0","0","0","0","","","","1","19340930","1","NYC16","PTC","l","exhibition","y"
"PH5193410010","casem101","PH5","1","9","value","27","2","0","0","0","0","","","","","1","19341001","0","PHI16","CAG","t","lcs","y"
"PH5193410020","casem101","PH5","1","2","value","27","7","0","0","0","0","0","0","0","0","1","19341002","0","PHI16","CAG","w","lcs","y"
"ASD193510140","casem101","NNS","1","2","value","27","10","0","0","0","0","0","","","","1","19351014","0","YOR01","ASD","w","exhibition","y"
"PH5193609170","casem101","PH5","1","2","value","27","9","1","0","0","0","0","","","","1","19360917","0","PHI17","WEG","l","championship","y"
"WBS193805220","casem101","WBS","1","2","value","27","1","1","0","0","0","1","0","2","","","19380522","0","WAS09","NY5","l","regular","y"
"HOM193805291","casem101","WBS","1","2","value","24","","","0","","","","","","","1","19380529","1","CLE07","HOM","l","regular","y"
"HOM193805301","casem101","WBS","1","2","value","15","2","0","","","","","","","","1","19380530","1","PIT09","HOM","l","regular","y"
"HOM193805302","casem101","WBS","1","2","value","18","","","","","","","","","","1","19380530","2","PIT09","HOM","l","regular",""
"PH5193806041","casem101","WBS","1","5","value","24","3","1","0","","","","","","","","19380604","1","PHI17","PH5","l","regular","y"
"PH5193806060","casem101","WBS","1","2","value","21","4","0","0","","","","","4","","1","19380606","0","CHE02","PH5","l","regular","y"
"WBS193806191","casem101","WBS","2","2","value","","0","","0","","","","","","","","19380619","1","WAS09","PTC","l","regular","y"
"WBS193806192","casem101","WBS","1","2","value","21","","","0","0","","","","","","","19380619","2","WAS09","PTC","w","regular","y"
"WBS193807020","casem101","WBS","1","2","value","","4","2","0","","","","","","","","19380702","0","WAS09","NW2","l","regular","y"
"WBS193807031","casem101","WBS","1","2","value","27","6","0","","","","","","","","","19380703","1","WAS09","PH5","l","regular","y"
"BLG193807160","casem101","WBS","1","2","value","23","4","","","","","","","","","","19380716","0","BAL14","BLG","w","regular","y"
"HOM193808050","casem101","NW2","1","2","value","24","","","0","","","","","","","1","19380805","0","BUT01","HOM","l","regular",""
"HOM193808062","casem101","NW2","1","2","value","21","","","0","","","","","","","","19380806","2","MSN01","HOM","w","regular",""
"PH5193808201","casem101","PH5","1","2","value","27","3","1","0","","","","","","","1","19380820","1","PHI17","NY5","w","exhibition","y"
"PH5193808202","casem101","PH5","1","2","value","21","5","","0","","","","","","","1","19380820","2","PHI17","NY5","w","exhibition","y"
"PH5193809130","casem101","PTC","1","2","value","18","","","","","","","","","","1","19380913","0","PHI17","PH5","l","championship",""
"NW2193905281","casem101","NY6","1","2","value","24","0","0","0","0","0","0","0","0","0","1","19390528","1","NWK04","NW2","l","regular","y"
"NW2193905282","casem101","NY6","1","2","value","18","0","0","0","0","0","0","0","0","0","1","19390528","2","NWK04","NW2","l","regular","y"
"HOM193905302","casem101","NY6","1","2","value","24","","","0","","0","","","","","1","19390530","2","PIT06","HOM","l","regular",""
"PH5193906031","casem101","NY6","1","2","value","24","5","0","0","0","0","0","","","","1","19390603","1","PHI17","PH5","l","regular","y"
