"gid","id","team","b_lp","b_seq","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"NYL191307180","petwb101","CAG","","","value","","","","","","","","","","","","","","","","","","","","","","","19130718","0","NYC22","NYL","l","championship",""
"NYL191307190","petwb101","CAG","","","value","","","","","","","","","","","","","","","","","","","","","","","19130719","0","NYC22","NYL","t","championship",""
"NYL191307201","petwb101","CAG","6","1","value","4","4","0","1","0","0","0","","0","","0","0","","","1","","","","","","","","19130720","1","NYC22","NYL","l","championship","y"
"NYL191307202","petwb101","CAG","6","1","value","4","3","1","1","0","0","0","","0","","0","1","","","0","","","","","","","","19130720","2","NYC22","NYL","w","championship","y"
"CAG191307270","petwb101","CAG","1","1","value","4","3","0","1","0","0","0","0","0","0","0","1","0","","0","0","0","0","0","","","","19130727","0","CHI09","NYL","l","championship","y"
"CAG191307280","petwb101","CAG","1","1","value","4","4","1","3","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","","","","19130728","0","CHI09","NYL","l","championship","y"
"CAG191307290","petwb101","CAG","1","1","value","5","5","2","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","","","","19130729","0","CHI09","NYL","w","championship","y"
"CAG191307300","petwb101","CAG","1","1","value","5","5","2","3","1","0","0","1","0","0","0","0","0","1","1","0","0","0","0","","","","19130730","0","CHI09","NYL","w","championship","y"
"CAG191307310","petwb101","CAG","1","1","value","4","4","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","","","","19130731","0","CHI09","NYL","w","championship","y"
"CAG191308022","petwb101","CAG","1","1","value","5","5","0","2","0","0","0","0","0","","0","0","","","0","","","","","","","","19130802","2","CHI09","NYL","l","championship","y"
"CAG191308090","petwb101","CAG","1","1","value","5","4","1","0","0","0","0","","0","","0","1","","","0","","","","","","","","19130809","0","CHI09","NYL","l","championship","y"
"CAG191308121","petwb101","CAG","1","1","value","4","4","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","19130812","1","CHI09","NYL","l","championship","y"
"CAG191308130","petwb101","CAG","1","1","value","5","5","1","3","1","0","0","0","0","0","0","0","0","","0","0","0","0","0","","","","19130813","0","CHI09","NYL","l","championship","y"
"CAG191608270","petwb101","CAG","7","1","value","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","19160827","0","CHI09","IN4","w","exhibition","y"
"CAG191608280","petwb101","CAG","7","1","value","4","1","0","0","0","0","0","1","0","1","1","1","0","0","1","0","0","0","0","","","","19160828","0","CHI09","IN4","w","exhibition","y"
"DT1192105070","petwb101","DT1","8","1","value","4","4","2","1","0","0","1","2","0","0","0","0","0","1","0","0","0","0","1","","","","19210507","0","DET07","ACY","w","exhibition","y"
"DT1192106060","petwb101","DT1","8","1","value","4","3","0","0","0","0","0","0","1","","0","0","","","0","","","","","","","","19210606","0","DET07","CNN","w","regular","y"
"CB1192107090","petwb101","DT1","7","1","value","4","3","1","1","0","0","0","","0","","0","1","","","0","","","","","","","","19210709","0","COL04","CB1","l","regular","y"
"KCM192107250","petwb101","DT1","2","1","value","4","4","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19210725","0","KAN02","KCM","l","regular","y"
"HIL192109052","petwb101","DT1","8","1","value","3","3","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19210905","2","DAR01","HIL","l","exhibition","y"
"DT1192408180","petwb101","DT1","9","3","value","1","0","1","0","0","0","0","","0","","0","1","","","0","","","0","","","","","19240818","0","DET07","CAG","l","regular","y"
