"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","date","number","site","opp","wl","gametype","box"
"CUX190309140","cartk101","PHG","1","1","value","24","0","1","1","0","0","0","19030914","0","TRE02","CUX","L","championship","y"
"CUX190309140","cartk101","PHG","1","1","lower","24","0","1","1","0","0","0","19030914","0","TRE02","CUX","L","championship","y"
"CUX190309140","cartk101","PHG","1","1","upper","24","0","1","1","0","0","0","19030914","0","TRE02","CUX","L","championship","y"
"PHG190309150","cartk101","PHG","1","1","value","27","1","1","0","0","0","0","19030915","0","CAM02","CUX","W","championship","y"
"PHG190309150","cartk101","PHG","1","1","lower","27","1","1","0","0","0","0","19030915","0","CAM02","CUX","W","championship","y"
"PHG190309150","cartk101","PHG","1","1","upper","27","1","1","0","0","0","0","19030915","0","CAM02","CUX","W","championship","y"
"CUX190309180","cartk101","PHG","1","1","value","9","0","2","1","0","0","0","19030918","0","HRB01","CUX","L","championship","y"
"CUX190309180","cartk101","PHG","1","1","lower","9","0","2","1","0","0","0","19030918","0","HRB01","CUX","L","championship","y"
"CUX190309180","cartk101","PHG","1","1","upper","9","0","2","1","0","0","0","19030918","0","HRB01","CUX","L","championship","y"
"PHG190309250","cartk101","PHG","1","1","value","27","2","4","0","0","0","0","19030925","0","CAM02","CUX","L","championship","y"
"PHG190309250","cartk101","PHG","1","1","lower","27","2","4","0","0","0","0","19030925","0","CAM02","CUX","L","championship","y"
"PHG190309250","cartk101","PHG","1","1","upper","27","2","4","0","0","0","0","19030925","0","CAM02","CUX","L","championship","y"
