"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"NY6193509150","taylj108","NY6","1","value","27","0","36","8","1","2","1","3","2","1","0","5","0","0","0","0","0","0","0","0","","1","","1","","1","19350915","0","NYC25","PTC","l","lcs","y"
"PTC193509200","taylj108","NY6","2","value","12","","17","3","","","0","1","","2","","","0","0","0","0","","","","","","","","","","","19350920","0","PHI17","PTC","l","lcs","y"
"NY6193509210","taylj108","NY6","2","value","12","","17","4","","","0","4","","1","","","0","0","0","0","","","","","","1","","","1","","19350921","0","PHI17","PTC","l","lcs","y"
"NY6193509221","taylj108","NY6","3","value","9","","11","1","0","0","0","0","","1","0","1","0","0","0","1","0","","","","","","","","1","","19350922","1","NYC16","NSH","l","exhibition","y"
"NNS193510131","taylj108","NNS","1","value","21","","32","10","","","0","3","","3","","8","0","0","0","0","","","","","","1","","1","","","19351013","1","NYC16","ASD","l","exhibition","y"
"NNS193709190","taylj108","NNS","1","value","27","","29","0","0","0","0","0","0","5","","5","0","0","0","0","","","","","1","","","1","","1","19370919","0","NYC14","SDO","w","exhibition","y"
"NNS193709261","taylj108","NNS","1","value","15","","24","8","0","0","1","7","7","2","0","7","0","0","0","","0","","","","","1","","1","","","19370926","1","NYC16","SDO","l","exhibition","y"
"BLG193806020","taylj108","PTC","1","value","","","","","","","","","","","","","","","","","","","","","1","","","","","","19380602","0","BAL14","BLG","w","regular",""
"PTC193806051","taylj108","PTC","1","value","27","","","8","","","","5","5","","","6","","","","","","","","","1","","","1","","1","19380605","1","CUM01","NY5","w","regular",""
"PH5193806300","taylj108","PTC","1","value","24","","","5","","","","4","","","","16","","","","","","","","","1","","","1","","1","19380630","0","PHI17","PH5","w","regular",""
"PTC193807042","taylj108","PTC","1","value","21","","","11","","","2","8","","","","","","","","","","","","","","1","","1","","1","19380704","2","PIT09","HOM","l","regular",""
"BLG193807171","taylj108","PTC","1","value","27","","","","","","","5","","","","","","","","","","","","","1","","","1","","1","19380717","1","BAL14","BLG","w","regular",""
"ASW193808210","taylj108","ASE","3","value","6","0","10","3","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","","","","","1","","19380821","0","CHI10","ASW","l","allstar","y"
"BLG193808240","taylj108","PTC","1","value","24","","","","","","","4","","","","","","","","","","","","","","1","","1","","1","19380824","0","IND10","BLG","l","exhibition",""
"HOM193808290","taylj108","PTC","1","value","6","2","","","","","2","7","","","","","","","","","","","","","","1","","1","","","19380829","0","PHI17","HOM","l","regular",""
"HOM193809041","taylj108","PTC","1","value","27","","","","","","","","","","","","","","","","","","","","1","","","1","","1","19380904","1","COL05","HOM","w","regular",""
"PH5193809130","taylj108","PTC","2","value","2","","","","","","","5","","","","","","","","","","","","","","","","","","","19380913","0","PHI17","PH5","l","championship",""
"NNL193809250","taylj108","NNL","2","value","9","0","14","1","0","0","1","2","2","4","0","5","0","0","0","0","0","0","0","1","","","","","","","19380925","0","NYC14","NAL","w","allstar","y"
"PH5193905301","taylj108","TLC","3","value","16","","21","4","","","0","3","","","","","0","0","0","","","","","","","","","","1","","19390530","1","PHI17","PH5","l","regular","y"
"CV9194004170","taylj108","NW2","3","value","6","","6","0","0","0","0","0","","0","0","3","0","0","0","","0","","","","","","","","1","","19400417","0","JKV01","CV9","l","exhibition","y"
"HOM194005121","taylj108","NY6","1","value","12","","21","7","0","0","0","5","","2","0","4","0","0","0","2","0","","","","","1","","1","","","19400512","1","WAS09","HOM","l","regular","y"
"NY5194005191","taylj108","NY6","1","value","24","","34","9","2","1","1","4","","1","","6","0","0","0","2","","","","","","1","","1","","1","19400519","1","NYC16","NY5","l","regular","y"
"NY6194005260","taylj108","NY6","1","value","27","","44","9","1","0","3","8","","6","","5","1","0","0","0","","","","","","1","","1","","1","19400526","0","HAR02","NW2","l","regular","y"
"NY6194006161","taylj108","NY6","2","value","31","","41","7","0","0","0","2","","6","0","6","0","0","0","1","0","","","","","1","","","1","","19400616","1","NYC16","BLG","l","regular","y"
"NW2194006231","taylj108","NY6","1","value","27","","35","6","3","0","1","3","","5","","7","0","0","0","0","","","","","1","","","1","","1","19400623","1","NWK04","NW2","w","regular","y"
"NW2194006270","taylj108","NY6","2","value","14","","21","6","0","0","0","4","","2","0","5","0","0","0","","0","","","","","","","","1","","19400627","0","NWK04","NW2","l","regular","y"
"NY6194007071","taylj108","NY6","1","value","1","","2","0","0","0","0","1","1","1","0","0","0","0","0","0","0","","","","","1","","1","","","19400707","1","NYC16","PH5","l","regular","y"
"HOM194008041","taylj108","NY6","1","value","18","","27","7","0","0","0","4","","2","0","2","0","0","0","1","0","","","","","","","1","","","19400804","1","WAS09","HOM","l","regular","y"
"HOM194008090","taylj108","NY6","1","value","24","","38","8","0","0","0","9","","7","","6","0","1","0","0","","","","","","1","","1","","1","19400809","0","IND10","HOM","l","regular","y"
"HOM194008130","taylj108","NY6","1","value","24","","","8","","","1","7","","","","","","","","","","","","","","1","","1","","1","19400813","0","DAY03","HOM","l","regular",""
"BLG194008250","taylj108","NY6","1","value","18","6","36","12","0","0","0","10","7","5","0","3","0","0","0","1","0","","","","","1","","1","","","19400825","0","BAL09","BLG","l","regular","y"
"HOM194009060","taylj108","NY6","1","value","39","","","5","","","","2","","","","","","","","","","","","","","","","1","","1","19400906","0","DAY03","HOM","t","exhibition",""
"NY6194009082","taylj108","NY6","1","value","27","","34","8","2","0","1","3","2","1","","4","0","0","0","1","","","","","","1","","1","","1","19400908","2","NYC16","BLG","l","regular","y"
"CAG194108130","taylj108","NY6","1","value","24","","43","10","0","0","0","11","","4","","","0","0","0","0","","","","","","1","","1","","1","19410813","0","POR02","CAG","l","exhibition","y"
"NY6194408271","taylj108","NY6","1","value","19","","26","9","0","0","0","1","1","0","0","","0","0","0","","0","","","","","","","1","","","19440827","1","NYC16","BIR","w","exhibition","y"
"NY6194409170","taylj108","NY6","1","value","27","","35","5","1","0","0","0","0","3","","5","0","0","0","0","","","","","1","","","1","","1","19440917","0","NYC14","NW2","w","exhibition","y"
"NY6194505302","taylj108","NY6","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19450530","2","NYC14","HOM","l","regular",""
"NY6194506060","taylj108","NY6","2","value","","","","","","","","","","","","","","","","","","","","","","","","","","","19450606","0","NYC14","NW2","l","regular",""
"NY6194506242","taylj108","NY6","1","value","15","","","","","","","2","","","","","","","","","","","","","","1","","1","","","19450624","2","NYC14","BIR","l","exhibition",""
"NY6194507120","taylj108","NY6","1","value","17","","27","8","0","0","1","4","","1","0","1","0","0","0","","0","","","","1","","","1","","","19450712","0","NYC14","CIA","w","exhibition","y"
"NY6194507292","taylj108","NY6","1","value","12","","","3","","","","2","0","","","","","","","","","","","","","","","1","","","19450729","2","NYC14","CVB","w","exhibition",""
"HOM194508192","taylj108","NY6","1","value","18","","","5","","1","","2","","","","","","","","","","","","","","1","","1","","1","19450819","2","WAS09","HOM","l","regular",""
"NY6194509162","taylj108","NY6","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19450916","2","NYC14","PH5","w","exhibition",""
