"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"NNL193709261","welmr101","NNL","3","value","7","","12","1","","","0","1","","3","","1","0","0","0","1","","","1","","","","","19370926","1","BAL09","NAL","L","allstar","y"
"NNL193709261","welmr101","NNL","3","lower","7","","","1","","","","1","","3","","1","0","0","0","","","","","","","","","19370926","1","BAL09","NAL","L","allstar","y"
"NNL193709261","welmr101","NNL","3","upper","7","","","1","","","","5","","3","","1","0","0","0","","","","","","","","","19370926","1","BAL09","NAL","L","allstar","y"
"NAL193709270","welmr101","NNL","2","value","","","","","","","","","","","","","","","","","","","","","","","","19370927","0","NYC23","NAL","W","allstar",""
"NAL193709270","welmr101","NNL","2","lower","","","","","","","","","","","","","","","","","","","","","","","","19370927","0","NYC23","NAL","W","allstar",""
"NAL193709270","welmr101","NNL","2","upper","","","","","","","","","","","","","","","","","","","","","","","","19370927","0","NYC23","NAL","W","allstar",""
"ATN193804240","welmr101","HOM","1","value","10","0","13","5","0","0","0","1","1","1","0","0","0","0","0","0","0","","","","1","","","19380424","0","ATL04","ATN","W","exhibition","y"
"ATN193804240","welmr101","HOM","1","lower","10","","13","5","0","0","0","1","1","1","0","0","0","0","0","0","0","","","","","","","19380424","0","ATL04","ATN","W","exhibition","y"
"ATN193804240","welmr101","HOM","1","upper","10","","13","5","0","0","0","1","1","1","0","0","0","0","0","0","0","","","","","","","19380424","0","ATL04","ATN","W","exhibition","y"
"HOM193909090","welmr101","PH5","1","value","","","","","","","","","","","","","","","","","","","","","1","","","19390909","0","HOM01","HOM","W","divisionseries",""
"HOM193909090","welmr101","PH5","1","lower","","","","","","","","","","","","","","","","","","","","","","","","19390909","0","HOM01","HOM","W","divisionseries",""
"HOM193909090","welmr101","PH5","1","upper","","","","","","","","","","","","","","","","","","1","","","","","","19390909","0","HOM01","HOM","W","divisionseries",""
"PH5193909130","welmr101","PH5","1","value","27","","37","5","","","1","3","","5","","11","0","0","0","0","","1","","","1","","1","19390913","0","PHI17","HOM","W","divisionseries","y"
"PH5193909130","welmr101","PH5","1","lower","27","","32","5","","","1","3","","","","","0","0","0","0","","","","","","","","19390913","0","PHI17","HOM","W","divisionseries","y"
"PH5193909130","welmr101","PH5","1","upper","27","","37","5","","","1","3","","","","","0","0","0","0","","","","","","","","19390913","0","PHI17","HOM","W","divisionseries","y"
"PH5194005110","welmr101","PH5","1","value","24","0","38","9","4","1","0","8","4","2","0","3","0","1","0","0","0","","","","1","","","19400511","0","PHI17","BLG","L","regular","y"
"PH5194005110","welmr101","PH5","1","lower","24","0","38","9","4","1","0","8","4","2","0","3","0","1","0","0","0","","","","","","","19400511","0","PHI17","BLG","L","regular","y"
"PH5194005110","welmr101","PH5","1","upper","24","0","38","9","4","1","0","8","4","2","0","3","0","1","0","0","0","","","","","","","19400511","0","PHI17","BLG","L","regular","y"
"PH5194005181","welmr101","PH5","1","value","7","0","14","5","1","1","1","6","4","0","0","0","0","0","0","0","0","","","","1","","","19400518","1","PHI17","NW2","W","regular","y"
"PH5194005181","welmr101","PH5","1","lower","7","0","14","5","1","1","1","6","4","0","0","0","0","0","0","0","0","","","","","","","19400518","1","PHI17","NW2","W","regular","y"
"PH5194005181","welmr101","PH5","1","upper","7","0","14","5","1","1","1","6","4","0","0","0","0","0","0","0","0","","","","","","","19400518","1","PHI17","NW2","W","regular","y"
"NW2194005192","welmr101","PH5","1","value","21","","29","7","0","0","1","3","3","1","","10","0","0","0","1","","1","","","1","","1","19400519","2","NWK04","NW2","W","regular","y"
"NW2194005192","welmr101","PH5","1","lower","21","","28","7","0","0","1","3","3","1","","10","0","0","0","1","","","","","","","","19400519","2","NWK04","NW2","W","regular","y"
"NW2194005192","welmr101","PH5","1","upper","21","","29","7","0","0","1","3","3","1","","10","0","0","0","1","","","","","","","","19400519","2","NWK04","NW2","W","regular","y"
"HOM194005261","welmr101","PH5","1","value","4","","10","5","","","0","5","","0","","0","0","0","0","","","","1","","1","","","19400526","1","NYC16","HOM","L","regular","y"
"HOM194005261","welmr101","PH5","1","lower","4","","","5","","","0","5","","0","","0","0","0","0","","","","","","","","","19400526","1","NYC16","HOM","L","regular","y"
"HOM194005261","welmr101","PH5","1","upper","4","","","5","","","0","5","","0","","0","0","0","0","","","","","","","","","19400526","1","NYC16","HOM","L","regular","y"
"PH5194006012","welmr101","PH5","2","value","21","0","29","6","0","0","0","2","1","1","0","7","0","0","0","0","0","","","","","1","","19400601","2","PHI17","HOM","L","regular","y"
"PH5194006012","welmr101","PH5","2","lower","21","0","29","6","0","0","0","2","1","1","0","7","0","0","0","0","0","","","","","","","19400601","2","PHI17","HOM","L","regular","y"
"PH5194006012","welmr101","PH5","2","upper","21","0","29","6","0","0","0","2","1","1","0","7","0","0","0","0","0","","","","","","","19400601","2","PHI17","HOM","L","regular","y"
"PH5194006060","welmr101","PH5","3","value","3","","4","1","0","0","0","0","","0","","0","0","0","0","0","","","","","","1","","19400606","0","PHI17","HOM","L","regular","y"
"PH5194006060","welmr101","PH5","3","lower","3","","","1","0","0","0","0","","0","","0","0","0","0","","","","","","","","","19400606","0","PHI17","HOM","L","regular","y"
"PH5194006060","welmr101","PH5","3","upper","3","","","1","0","0","0","0","","0","","0","0","0","0","","","","","","","","","19400606","0","PHI17","HOM","L","regular","y"
"PH5194006081","welmr101","PH5","2","value","13","0","15","1","0","0","0","0","0","1","0","1","0","0","0","1","0","","","","","1","","19400608","1","PHI17","BLG","W","regular","y"
"PH5194006081","welmr101","PH5","2","lower","13","0","15","1","0","0","0","0","0","1","0","1","0","0","0","1","0","","","","","","","19400608","1","PHI17","BLG","W","regular","y"
"PH5194006081","welmr101","PH5","2","upper","13","0","15","1","0","0","0","0","0","1","0","1","0","0","0","1","0","","","","","","","19400608","1","PHI17","BLG","W","regular","y"
"PH5194006151","welmr101","PH5","1","value","3","","10","4","","0","0","5","","3","","","0","0","0","","","","1","","1","","","19400615","1","PHI17","NW2","L","regular","y"
"PH5194006151","welmr101","PH5","1","lower","","","","","","0","0","","","","","","0","0","0","","","","","","","","","19400615","1","PHI17","NW2","L","regular","y"
"PH5194006151","welmr101","PH5","1","upper","","","","","","0","0","","","","","","0","0","0","","","","","","","","","19400615","1","PHI17","NW2","L","regular","y"
"PH5194006152","welmr101","PH5","2","value","3","","3","0","0","0","0","0","","0","","","0","0","0","","","1","","","","1","","19400615","2","PHI17","NW2","W","regular","y"
"PH5194006152","welmr101","PH5","2","lower","3","","","","0","0","0","0","","","","","0","0","0","","","","","","","","","19400615","2","PHI17","NW2","W","regular","y"
"PH5194006152","welmr101","PH5","2","upper","3","","","","0","0","0","0","","","","","0","0","0","","","","","","","","","19400615","2","PHI17","NW2","W","regular","y"
"NY5194204240","welmr101","HOM","1","value","18","","24","3","0","0","0","0","0","3","","3","0","0","0","1","","1","","","1","","","19420424","0","GRE01","NY5","W","exhibition","y"
"NY5194204240","welmr101","HOM","1","lower","18","","","3","0","0","0","0","0","","","3","0","0","0","","","","","","","","","19420424","0","GRE01","NY5","W","exhibition","y"
"NY5194204240","welmr101","HOM","1","upper","18","","","3","0","0","0","0","0","","","3","0","0","0","","","","","","","","","19420424","0","GRE01","NY5","W","exhibition","y"
"KCM194204262","welmr101","HOM","2","value","","","","","","","1","","","","","","","","","","","","","","","1","","19420426","2","NOL01","KCM","W","exhibition",""
"KCM194204262","welmr101","HOM","2","lower","","","","","","","1","","","","","","","","","","","","","","","","","19420426","2","NOL01","KCM","W","exhibition",""
"KCM194204262","welmr101","HOM","2","upper","","","","","","","1","","","","","","","","","","","1","","","","","","19420426","2","NOL01","KCM","W","exhibition",""
"HOM194205110","welmr101","HOM","1","value","10","","22","9","","0","1","8","2","0","","0","0","0","0","","","","1","","1","","","19420511","0","ALT02","BLG","L","exhibition","y"
"HOM194205110","welmr101","HOM","1","lower","10","","","9","","0","1","8","2","0","","0","0","0","0","","","","","","","","","19420511","0","ALT02","BLG","L","exhibition","y"
"HOM194205110","welmr101","HOM","1","upper","10","","","9","","0","1","8","2","0","","0","0","0","0","","","","","","","","","19420511","0","ALT02","BLG","L","exhibition","y"
"HOM194205120","welmr101","HOM","2","value","6","","10","3","","0","0","2","","0","","1","0","0","0","","","","","","","","","19420512","0","AKR01","BLG","W","exhibition","y"
"HOM194205120","welmr101","HOM","2","lower","6","","","1","","0","","2","","0","","1","0","0","0","","","","","","","","","19420512","0","AKR01","BLG","W","exhibition","y"
"HOM194205120","welmr101","HOM","2","upper","6","","","1","","0","","2","","0","","1","0","0","0","","","","","","","","","19420512","0","AKR01","BLG","W","exhibition","y"
"HOM194205172","welmr101","HOM","1","value","21","","28","7","2","0","0","2","1","0","","5","0","0","0","0","1","1","","","1","","1","19420517","2","WAS09","BLG","W","regular","y"
"HOM194205172","welmr101","HOM","1","lower","21","","28","7","2","0","0","2","1","0","","5","0","0","0","0","1","","","","","","","19420517","2","WAS09","BLG","W","regular","y"
"HOM194205172","welmr101","HOM","1","upper","21","","29","7","2","0","0","2","1","0","","5","0","0","0","0","1","","","","","","","19420517","2","WAS09","BLG","W","regular","y"
"NY5194205242","welmr101","HOM","1","value","21","","29","8","","0","0","3","","1","","3","0","0","0","2","","","1","","1","","","19420524","2","NYC16","NY5","L","regular","y"
"NY5194205242","welmr101","HOM","1","lower","21","","","","","0","0","3","","1","","3","0","0","0","","","","","","","","","19420524","2","NYC16","NY5","L","regular","y"
"NY5194205242","welmr101","HOM","1","upper","21","","","","","0","0","3","","1","","3","0","0","0","","","","","","","","","19420524","2","NYC16","NY5","L","regular","y"
"PH5194206040","welmr101","HOM","1","value","24","","35","4","0","0","1","4","4","2","","","0","0","0","0","","","1","","1","","1","19420604","0","PHI17","PH5","L","regular","y"
"PH5194206040","welmr101","HOM","1","lower","24","","34","3","0","0","1","4","4","1","","","0","0","0","0","","","","","","","","19420604","0","PHI17","PH5","L","regular","y"
"PH5194206040","welmr101","HOM","1","upper","24","","35","3","0","0","1","4","4","2","","","0","0","0","0","","","","","","","","19420604","0","PHI17","PH5","L","regular","y"
"HOM194206150","welmr101","HOM","1","value","27","","38","10","2","1","0","2","","3","","2","0","0","0","0","","1","","","1","","1","19420615","0","WAP01","NW2","W","exhibition","y"
"HOM194206150","welmr101","HOM","1","lower","27","","36","10","2","1","0","2","","3","","2","0","0","0","0","","","","","","","","19420615","0","WAP01","NW2","W","exhibition","y"
"HOM194206150","welmr101","HOM","1","upper","27","","38","10","2","1","0","2","","3","","2","0","0","0","0","","","","","","","","19420615","0","WAP01","NW2","W","exhibition","y"
"PH5194206200","welmr101","HOM","1","value","27","","38","7","2","0","0","2","","2","","","0","0","0","1","","1","","","1","","1","19420620","0","PHI17","PH5","W","regular","y"
"PH5194206200","welmr101","HOM","1","lower","27","","38","7","2","0","0","2","","1","","","0","0","0","1","","","","","","","","19420620","0","PHI17","PH5","W","regular","y"
"PH5194206200","welmr101","HOM","1","upper","27","","38","7","2","0","0","2","","2","","","0","0","0","1","","","","","","","","19420620","0","PHI17","PH5","W","regular","y"
"HOM194206272","welmr101","HOM","1","value","15","","26","8","","0","0","7","","3","","0","0","0","0","","","","1","","1","","","19420627","2","PIT06","NW2","L","regular","y"
"HOM194206272","welmr101","HOM","1","lower","15","","","","","0","0","7","","3","","0","0","0","0","","","","","","","","","19420627","2","PIT06","NW2","L","regular","y"
"HOM194206272","welmr101","HOM","1","upper","15","","","","","0","0","7","","3","","0","0","0","0","","","","","","","","","19420627","2","PIT06","NW2","L","regular","y"
"PH5194207041","welmr101","HOM","1","value","24","","33","9","4","0","0","4","","4","","","0","0","0","0","1","","1","","1","","1","19420704","1","PHI17","PH5","L","regular","y"
"PH5194207041","welmr101","HOM","1","lower","24","","30","9","4","0","0","4","","","","","0","0","0","0","1","","","","","","","19420704","1","PHI17","PH5","L","regular","y"
"PH5194207041","welmr101","HOM","1","upper","24","","33","9","4","0","0","4","","","","","0","0","0","0","1","","","","","","","19420704","1","PHI17","PH5","L","regular","y"
"HOM194207080","welmr101","HOM","1","value","27","","35","9","2","1","0","3","","1","","6","0","0","0","0","1","1","","","1","","1","19420708","0","SCR01","PH5","W","exhibition","y"
