"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","d_gs","date","number","site","opp","wl","gametype","box"
"KCM192404272","bobow101","SSN","1","3","value","23","5","0","0","1","0","","","","","","19240427","2","KAN05","KCM","l","regular","y"
"KCM192508110","bobow101","SSN","1","3","value","27","12","0","0","1","0","","","","","","19250811","0","KAN05","KCM","w","regular","y"
"SSN192509190","bobow101","SSN","1","3","value","27","13","0","0","2","0","","","","","1","19250919","0","STL12","KCM","l","lcs","y"
"SSN192509200","bobow101","SSN","1","3","value","27","9","0","0","0","0","","","","","1","19250920","0","STL12","KCM","w","lcs","y"
"SSN192509230","bobow101","SSN","1","3","value","27","12","0","1","0","0","","","","","1","19250923","0","STL12","KCM","w","lcs","y"
"KCM192509260","bobow101","SSN","1","3","value","25","10","0","0","0","0","","","","","1","19250926","0","CHI09","KCM","l","lcs","y"
"KCM192509270","bobow101","SSN","1","3","value","24","8","1","1","0","0","","","","","1","19250927","0","CHI09","KCM","w","lcs","y"
"KCM192509281","bobow101","SSN","1","3","value","24","14","0","1","0","0","","","","","1","19250928","1","CHI09","KCM","l","lcs","y"
"KCM192509282","bobow101","SSN","1","3","value","21","8","0","0","0","0","","","","","1","19250928","2","CHI09","KCM","l","lcs","y"
"SSN192707300","bobow101","SSN","1","3","value","27","15","1","0","2","1","","","","","","19270730","0","STL12","CAG","w","regular","y"
"NSH193011020","bobow101","NSH","1","3","value","27","11","0","0","1","0","","","","","1","19301102","0","LOS05","PIR","w","exhibition","y"
"NSH193012072","bobow101","NSH","1","3","value","21","0","","0","1","1","","","","","1","19301207","2","LOS05","PIR","l","exhibition","y"
