"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"CHM193410140","browb107","KCM","4","value","5","0","6","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","","","","","1","","19341014","0","CHI15","CHM","l","exhibition","y"
"ASW193708080","browb107","ASE","2","value","9","0","13","2","0","0","1","1","1","2","0","0","0","0","0","0","0","0","0","0","","","","","","","19370808","0","CHI10","ASW","w","allstar","y"
"WBS193805220","browb107","NY5","1","value","27","","40","10","2","0","0","2","","1","","4","","0","","2","","0","","1","1","","","1","","1","19380522","0","WAS09","WBS","w","regular","y"
"PTC193806051","browb107","NY5","1","value","24","","","17","","","","10","","","","","","","","","","","","","","1","","1","","1","19380605","1","CUM01","PTC","l","regular",""
"HOM193807172","browb107","NY5","1","value","21","","25","5","","","","0","0","1","","","0","","","1","","","","","1","","","1","","1","19380717","2","CLE06","HOM","w","regular","y"
"HOM193807200","browb107","NY5","1","value","24","","","4","3","0","0","4","","","","","","","","","","","","","","1","","1","","1","19380720","0","TOL05","HOM","l","regular",""
"HOM193807200","browb107","NY5","1","lower","24","","","4","3","0","0","4","","1","","","","","","","","","","","","1","","1","","1","19380720","0","TOL05","HOM","l","regular",""
"ASW193808210","browb107","ASE","2","value","9","0","10","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","","","19380821","0","CHI10","ASW","l","allstar","y"
"NNL193809250","browb107","NNL","3","value","12","0","18","4","1","0","0","2","0","2","0","1","0","0","0","1","0","0","0","0","1","","","","1","","19380925","0","NYC14","NAL","w","allstar","y"
"BLG194205100","browb107","PH5","3","value","17","","28","4","0","0","0","2","","7","0","3","0","1","0","1","0","","","","","1","","","","","19420510","0","BAL10","BLG","l","regular","y"
"PH5194205140","browb107","PH5","1","value","24","","29","5","0","0","0","0","0","2","","","0","0","0","0","","","","","1","","","1","","1","19420514","0","CAM02","NY6","w","exhibition","y"
"NW2194205171","browb107","PH5","1","value","3","","","","","","","7","","","","","","","","","","","","","","1","","1","","","19420517","1","NOR02","NW2","l","regular",""
"NW2194205172","browb107","PH5","1","value","24","","","1","1","","","0","0","2","1","","","","","","","","","","1","","","1","","1","19420517","2","NOR02","NW2","w","regular",""
"PH5194205231","browb107","PH5","1","value","27","","44","10","2","0","0","6","","3","","","0","0","0","0","","","","","1","","","1","","1","19420523","1","PHI17","NY6","w","regular","y"
"PH5194205311","browb107","PH5","1","value","27","","38","8","1","0","0","5","1","1","","2","0","0","0","3","","","","","","1","","1","","1","19420531","1","NYC16","BLG","l","regular","y"
"PH5194206040","browb107","PH5","1","value","27","","33","5","1","0","1","2","1","1","","","0","0","0","0","1","","","","1","","","1","","1","19420604","0","PHI17","HOM","w","regular","y"
"PH5194206071","browb107","PH5","1","value","27","","40","11","4","0","1","6","","1","","","0","0","0","0","","","","","","1","","1","","1","19420607","1","PHI17","NW2","l","regular","y"
"PH5194206110","browb107","PH5","1","value","27","","35","9","1","0","0","3","2","0","","8","0","0","0","0","1","","","","1","","","1","","1","19420611","0","PHI17","BLG","w","regular","y"
"PH5194206180","browb107","PH5","2","value","18","","22","2","0","0","0","1","","0","0","7","0","0","0","","0","","","","1","","","","1","","19420618","0","PHI17","BLG","w","regular","y"
"PH5194206211","browb107","PH5","1","value","27","","35","8","0","1","1","3","3","2","","2","0","0","0","2","1","","","","","1","","1","","1","19420621","1","NYC16","HOM","l","regular","y"
"NY6194206281","browb107","PH5","1","value","27","","34","6","0","0","0","0","0","1","","4","0","1","0","1","","","","","1","","","1","","1","19420628","1","NYC16","NY6","w","regular","y"
"PH5194207041","browb107","PH5","1","value","27","","32","3","0","0","0","0","0","2","","","0","0","0","0","","","","","1","","","1","","1","19420704","1","PHI17","HOM","w","regular","y"
"PH5194207121","browb107","PH5","1","value","27","","34","6","2","0","0","1","","","","","0","0","0","0","","","","","1","","","1","","1","19420712","1","PHI17","HOM","w","regular","y"
"PH5194207122","browb107","PH5","3","value","7","","10","3","0","0","0","2","","","0","","0","0","0","","0","","","","","","","","","","19420712","2","PHI17","HOM","l","regular","y"
"PH5194207191","browb107","PH5","1","value","27","","","7","","","2","5","","","","","","","","","","","","","1","","","1","","1","19420719","1","BUF06","NW2","w","regular",""
"PH5194207230","browb107","PH5","1","value","20","","36","12","0","0","0","9","3","3","0","","0","0","0","","0","","","","","1","","1","","","19420723","0","PHI17","BLG","l","regular","y"
"PH5194208021","browb107","PH5","2","value","12","","20","4","0","0","1","3","","3","0","3","0","0","0","","0","","","","","","","","1","","19420802","1","NYC16","BLG","w","regular","y"
"PH5194208060","browb107","PH5","1","value","21","","36","12","0","0","0","9","","1","0","6","0","0","0","","0","","","","","1","","1","","","19420806","0","PHI17","KCM","l","exhibition","y"
"ASW194208160","browb107","ASE","3","value","2","0","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","19420816","0","CHI10","ASW","w","allstar","y"
"HOM194208230","browb107","PH5","1","value","24","","40","9","3","0","0","7","","5","","7","0","0","0","1","","","","","","1","","1","","1","19420823","0","WAS09","HOM","l","regular","y"
"KCM194208301","browb107","PH5","1","value","18","2","30","10","3","0","2","8","7","1","0","5","0","0","0","0","0","1","1","0","","1","","1","","","19420830","1","CHI10","KCM","l","regular","y"
"BLG194209061","browb107","PH5","2","value","1","","3","1","0","0","0","0","0","1","0","1","0","0","0","0","0","","","","","","","","1","","19420906","1","BAL14","BLG","l","regular","y"
"BLG194209062","browb107","PH5","4","value","3","","4","1","0","0","0","0","0","0","0","1","0","0","0","","0","","","","","","1","","1","","19420906","2","BAL14","BLG","w","regular","y"
