"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"BIR194204160","hoskd101","CAG","1","value","12","","23","7","0","0","0","5","","2","0","3","0","0","0","","0","","","","","1","","1","","","19420416","0","BIR01","BIR","l","exhibition","y"
"HOM194404232","hoskd101","HOM","1","value","15","","","","","","","1","","","","","","","","","","","","","1","","","1","","1","19440423","2","WAS09","NW2","w","exhibition",""
"NY5194404302","hoskd101","HOM","1","value","21","","","1","","","","0","0","","","","","","","","","","","","1","","","1","","1","19440430","2","NYC16","NY5","w","exhibition",""
"HOM194405072","hoskd101","HOM","1","value","21","","","6","","","","3","","","","","","","","","","","","","1","","","1","","1","19440507","2","WAS09","NY5","w","regular",""
"BLG194405142","hoskd101","HOM","1","value","","","","","","","","","","","","","","","","","","","","","1","","","1","","","19440514","2","BAL14","BLG","w","regular",""
"HOM194405282","hoskd101","HOM","1","value","","","","","","","","0","","","","","","","","","","","","","","","","1","","","19440528","2","WAS09","BLG","w","regular",""
"HOM194406020","hoskd101","HOM","3","value","5","","8","3","0","0","0","2","","1","0","0","0","0","0","0","0","","","","","","","","1","","19440602","0","WAS09","NY6","l","regular","y"
"HOM194406112","hoskd101","HOM","1","value","24","","37","10","2","1","0","3","","2","","2","0","1","0","1","","","","","1","","","1","","1","19440611","2","WAS09","BIR","w","exhibition","y"
"HOM194406200","hoskd101","HOM","2","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19440620","0","WAS09","NW2","l","regular",""
"HOM194406290","hoskd101","HOM","1","value","27","","","10","1","1","","7","","","","3","","","","","1","","","","1","","","1","","1","19440629","0","NOR02","KCM","w","exhibition",""
"HOM194407120","hoskd101","HOM","1","value","27","","39","10","4","0","0","7","","0","","5","0","0","0","0","","","","","1","","","1","","1","19440712","0","HRB01","NY6","w","regular","y"
"HOM194407210","hoskd101","HOM","2","value","9","","","4","","","","2","","","","","","","","","","","","","","","","","1","","19440721","0","NOR02","NY6","l","regular",""
"HOM194407310","hoskd101","HOM","1","value","27","","37","11","3","0","0","4","4","0","","2","1","1","0","0","","","","","1","","","1","","1","19440731","0","ALT02","NY5","w","regular","y"
"HOM194408080","hoskd101","HOM","1","value","27","","32","6","0","0","0","0","0","1","","2","0","0","0","0","","","","","1","","","1","","1","19440808","0","ALT02","BLG","w","regular","y"
"HOM194408260","hoskd101","HOM","2","value","10","","13","1","0","0","0","0","0","3","0","2","0","0","0","0","0","","","","1","","","","1","","19440826","0","ALT02","NW2","w","regular","y"
"HOM194408300","hoskd101","HOM","1","value","27","","","5","","","","0","0","","","","","","","","","","","","1","","","1","","1","19440830","0","POR01","NW2","w","regular",""
"HOM194409030","hoskd101","HOM","1","value","6","","14","6","0","0","0","4","","3","0","0","0","0","0","","0","","","","","1","","1","","","19440903","0","WAS09","PH5","l","regular","y"
"NY6194505302","hoskd101","HOM","2","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19450530","2","NYC14","NY6","w","regular",""
"HOM194507240","hoskd101","HOM","1","value","30","","42","6","1","0","0","3","","3","","11","0","0","0","1","","","","","1","","","1","","1","19450724","0","WIL04","BLG","w","regular","y"
"HOM194508280","hoskd101","HOM","2","value","6","","8","1","0","0","0","0","0","1","0","3","0","0","0","","0","","","","","","","","1","","19450828","0","WIL04","NY6","l","regular","y"
"NY6194508290","hoskd101","HOM","3","value","10","","12","2","0","0","0","0","","0","0","","0","0","0","","0","","","","1","","","","1","","19450829","0","NYC14","NY6","w","regular","y"
"HOM194509032","hoskd101","HOM","2","value","","","","","","","","","","","","","","","","","","","","","","","1","","1","","19450903","2","WAS09","BLG","w","regular",""
"NY6194509190","hoskd101","HOM","1","value","24","","36","11","5","1","0","4","4","2","","11","1","0","0","0","","","","","","1","","1","","1","19450919","0","NYC14","NY6","l","exhibition","y"
"NY6194509260","hoskd101","HOM","1","value","24","","36","11","4","1","0","4","","2","","11","1","0","0","0","","","","","","1","","1","","1","19450926","0","NYC14","NY6","l","exhibition","y"
"NY6194604050","hoskd101","HOM","3","value","","","","2","","","","","","","","","","","","","","","","","","","","","1","","19460405","0","NOL01","NY6","l","exhibition",""
"NY6194604050","hoskd101","HOM","3","upper","","","","10","","","","","","","","","","","","","","","","","","1","","","","","19460405","0","NOL01","NY6","l","exhibition",""
"BLG194605051","hoskd101","HOM","1","value","9","","18","8","0","0","0","5","","2","0","2","0","0","0","","0","","","","","","","1","","","19460505","1","BAL14","BLG","w","regular","y"
"BLG194605052","hoskd101","HOM","3","value","2","","4","2","0","0","0","1","","0","0","0","0","0","0","","0","","","","","1","","","1","","19460505","2","BAL14","BLG","l","regular","y"
"PH5194606060","hoskd101","HOM","2","value","6","","10","2","0","0","0","1","","","0","","0","0","0","","0","","","","","","","","1","","19460606","0","PHI17","PH5","l","regular","y"
"NW2194606280","hoskd101","HOM","1","value","24","","40","11","3","0","0","11","","4","","","0","0","0","0","","","","","","1","","1","","1","19460628","0","NWK04","NW2","l","regular","y"
"NY6194607141","hoskd101","HOM","1","value","19","","27","4","0","0","0","4","","1","0","0","2","0","0","0","0","","","","","","","1","","","19460714","1","NYC14","NY6","l","regular","y"
"HOM194607260","hoskd101","HOM","2","value","20","","32","12","0","0","1","9","","2","0","3","0","0","0","0","0","","","","","","","","1","","19460726","0","WIL04","NW2","l","regular","y"
