"gid","id","team","b_lp","b_seq","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"CUE192705090","yancb101","HIL","8","1","value","4","4","1","4","0","0","0","","0","","0","0","0","","1","","","0","","","","","19270509","0","RIC03","CUE","l","regular","y"
"NYL192906061","yancb101","NYL","8","1","value","3","3","0","1","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19290606","1","NYC24","BLS","w","regular","y"
"NYL192906062","yancb101","NYL","8","1","value","4","4","0","0","0","0","0","","0","","0","0","0","","1","","","0","","","","","19290606","2","NYC24","BLS","w","regular","y"
"NYL192909011","yancb101","NYL","8","1","value","5","3","1","1","0","1","0","","0","","0","2","","","0","","","0","","","","","19290901","1","NYC24","HIL","w","regular","y"
"NYL192909012","yancb101","NYL","8","1","value","4","3","0","2","0","0","0","","0","","0","1","","","0","","","0","","","","","19290901","2","NYC24","HIL","w","regular","y"
"NYL192910131","yancb101","NYL","7","1","value","4","2","0","0","0","0","0","","1","","0","1","","","0","","","","","","","","19291013","1","NYC24","ASL","w","exhibition","y"
"NYL192910132","yancb101","NYL","","","value","","","","1","1","","","2","","","","","","","","","","","","","","","19291013","2","NYC24","ASL","l","exhibition",""
"NYL192910132","yancb101","NYL","","","lower","","1","","1","1","","","2","","","","","","","","","","","","","","","19291013","2","NYC24","ASL","l","exhibition",""
"NYL193007051","yancb101","NYL","8","1","value","5","4","0","0","0","0","0","","1","","0","0","","","0","","","","","","","","19300705","1","NYC16","BLS","w","exhibition","y"
"NYL193007052","yancb101","NYL","8","1","value","4","4","0","0","0","0","0","","0","","0","0","","","0","","","","","","","","19300705","2","NYC16","BLS","l","exhibition","y"
"HOM193009201","yancb101","NYL","8","1","value","4","3","0","2","0","0","0","","0","","0","1","","","0","","","","","","","","19300920","1","PIT06","HOM","l","championship","y"
"HOM193009202","yancb101","NYL","8","1","value","5","5","2","1","0","0","0","","0","","0","0","","","0","","","","","","","","19300920","2","PIT06","HOM","l","championship","y"
"NYL193009211","yancb101","NYL","8","1","value","3","3","0","1","0","0","0","","0","","0","0","","","0","","","","","","","","19300921","1","NYC16","HOM","w","championship","y"
"NYL193009212","yancb101","NYL","8","1","value","2","2","0","0","0","0","0","","0","","0","0","","","0","","","","","","","","19300921","2","NYC16","HOM","l","championship","y"
"NYL193009250","yancb101","NYL","8","1","value","4","4","0","0","0","0","0","0","0","","0","0","","","0","","","","","","","","19300925","0","PHI17","HOM","l","championship","y"
"NYL193009271","yancb101","NYL","8","1","value","4","2","1","1","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","","","","19300927","1","NYC16","HOM","w","exhibition","y"
"NYL193009272","yancb101","NYL","8","1","value","3","3","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","","","","19300927","2","NYC16","HOM","l","exhibition","y"
"NYL193009281","yancb101","NYL","8","1","value","4","3","0","0","0","0","0","","1","","0","0","","","0","","","","","","","","19300928","1","NYC16","HOM","w","championship","y"
"NYL193009282","yancb101","NYL","8","1","value","2","1","0","0","0","0","0","","1","","0","0","","","0","","","","","","","","19300928","2","NYC16","HOM","l","championship","y"
"MLS193110030","yancb101","HIL","8","1","value","4","4","0","0","0","0","0","","0","","0","0","","","0","","","","","","","","19311003","0","PHI09","MLS","w","exhibition","y"
"MLS193110040","yancb101","HIL","2","1","value","5","5","0","0","0","0","0","","0","","0","0","","","0","","","","","","","","19311004","0","FAI01","MLS","w","exhibition","y"
"HIL193110101","yancb101","HIL","8","1","value","3","3","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19311010","1","DAR01","MLS","w","exhibition","y"
"HIL193110102","yancb101","HIL","8","1","value","3","3","0","1","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19311010","2","DAR01","MLS","w","exhibition","y"
"MLS193110111","yancb101","HIL","2","1","value","4","4","0","0","0","0","0","","0","","0","0","","","0","","","","","","","","19311011","1","FAI01","MLS","l","exhibition","y"
"MLS193110112","yancb101","HIL","2","1","value","2","2","0","0","0","0","0","","0","","0","0","","","0","","","","","","","","19311011","2","FAI01","MLS","l","exhibition","y"
"PTC193207082","yancb101","NY5","7","1","value","3","3","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19320708","2","PIT09","PTC","l","exhibition","y"
"NY5193409091","yancb101","NY5","7","1","value","4","4","1","1","0","0","0","1","0","","0","","","","0","","","0","","","","","19340909","1","NYC16","CAG","l","exhibition","y"
"NY5193409302","yancb101","NY5","7","1","value","3","2","0","0","0","0","0","1","0","","0","1","","","0","","","0","","","","","19340930","2","NYC16","CAG","w","exhibition","y"
"BKB193410170","yancb101","NY5","2","1","value","5","4","0","0","0","0","0","0","0","","0","1","","","0","","","","","","","","19341017","0","NYC23","BKB","w","exhibition","y"
"PH5193609170","yancb101","PH5","8","1","value","4","3","1","1","0","0","0","","0","","0","1","","","0","","","","","","","","19360917","0","PHI17","WEG","l","championship","y"
