"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","d_gs","date","number","site","opp","wl","gametype","box"
"CAG192405180","harng101","CAG","1","1","value","11","0","1","0","0","0","","","","","0","19240518","0","CHI09","CUW","w","regular","y"
"KCM192609190","harng101","CAG","1","1","value","16","0","5","1","0","0","","","","","1","19260919","0","KAN05","KCM","l","lcs","y"
"CAG192609250","harng101","CAG","1","1","value","4","0","1","0","0","0","","","","","0","19260925","0","CHI09","KCM","l","lcs","y"
"CAG192609280","harng101","CAG","1","1","value","27","0","2","0","0","0","","","","","1","19260928","0","CHI09","KCM","w","lcs","y"
"ACY192610020","harng101","CAG","1","1","value","16","0","1","1","0","0","","","","","1","19261002","0","ACY01","ACY","w","championship","y"
"CAG192610100","harng101","CAG","1","1","value","27","0","7","0","0","0","","","","","1","19261010","0","CHI09","ACY","l","championship","y"
"PRG192610230","harng101","PRG","1","1","value","27","","","0","","0","0","","","","","19261023","0","LOS05","PIR","w","exhibition",""
"PRG192611130","harng101","PRG","1","1","value","27","0","2","0","0","0","","","","","","19261113","0","LOS05","PIR","w","exhibition","y"
"PRG192611140","harng101","PRG","1","1","value","16","0","0","0","0","0","","","","","","19261114","0","LOS05","PIR","w","exhibition","y"
"PRG192612051","harng101","PRG","1","1","value","27","0","2","0","0","0","","","","","","19261205","1","LOS05","PIR","w","exhibition","y"
"PRG192612052","harng101","PRG","1","1","value","15","0","0","0","0","0","","","","","","19261205","2","LOS05","PIR","l","exhibition","y"
"PRG192612190","harng101","PRG","1","1","value","27","0","4","0","0","0","","","","","","19261219","0","LOS05","PIR","w","exhibition","y"
"PRG192612250","harng101","PRG","1","1","value","3","0","0","0","0","0","","","","","","19261225","0","LOS05","PIR","t","exhibition","y"
"BIR192709200","harng101","CAG","1","1","value","5","0","0","0","0","0","","","","","","19270920","0","BIR01","BIR","w","lcs","y"
"BIR192709210","harng101","CAG","1","1","value","18","2","3","0","0","0","","","","","","19270921","0","BIR01","BIR","l","lcs","y"
"CAG192710030","harng101","CAG","1","1","value","27","1","2","0","0","0","","","","","1","19271003","0","CHI09","ACY","w","championship","y"
"ACY192710100","harng101","CAG","1","1","value","11","0","1","0","0","0","","","","","0","19271010","0","ACY01","ACY","t","championship","y"
"ACY192710110","harng101","CAG","1","1","value","24","0","1","1","0","0","","","","","1","19271011","0","ACY01","ACY","l","championship","y"
"SSN192810040","harng101","CAG","1","1","value","","","","0","","0","0","","","","","19281004","0","STL12","SSN","l","lcs",""
"CAG192910150","harng101","CAG","1","1","value","9","0","2","0","0","0","","","","","","19291015","0","CHI09","ALS","w","exhibition","y"
"CAG193010030","harng101","CAG","1","1","value","12","","","0","","0","0","","","","","19301003","0","CHI09","ALS","w","exhibition",""
"CAG193010060","harng101","CAG","1","1","value","3","","","0","","0","0","","","","","19301006","0","CHI09","ALS","w","exhibition",""
