"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"BIR194605100","hollc104","BIR","1","value","27","","","9","","","1","3","","","","","","","","","","1","","","1","","1","19460510","0","BIR01","CVB","W","regular",""
"BIR194605100","hollc104","BIR","1","lower","27","","","9","","","1","3","","","","","","","","","","","","","","","","19460510","0","BIR01","CVB","W","regular",""
"BIR194605100","hollc104","BIR","1","upper","27","","","9","","","1","3","","","","","","","","","","","","","","","","19460510","0","BIR01","CVB","W","regular",""
"MEM194605160","hollc104","BIR","2","value","","","","","","","","","","","","","","","","","","","","","","1","","19460516","0","MEM03","MEM","L","regular",""
"MEM194605160","hollc104","BIR","2","lower","","","","","","","","","","","","","","","","","","","","","","","","19460516","0","MEM03","MEM","L","regular",""
"MEM194605160","hollc104","BIR","2","upper","","","","","","","","","","","","","","","","","","","1","","","","","19460516","0","MEM03","MEM","L","regular",""
"BIR194605270","hollc104","BIR","1","value","","","","","","","","","","","","","","","","","","","","","1","","","19460527","0","MTG01","MEM","L","regular",""
"BIR194605270","hollc104","BIR","1","lower","","","","","","","","","","","","","","","","","","","","","","","","19460527","0","MTG01","MEM","L","regular",""
"BIR194605270","hollc104","BIR","1","upper","","","","","","","","","","","","","","","","","","","1","","","","","19460527","0","MTG01","MEM","L","regular",""
"IN9194606050","hollc104","BIR","2","value","","","","","","","","","","","","","","","","","","","","","","","","19460605","0","IND10","IN9","W","regular",""
"IN9194606050","hollc104","BIR","2","lower","","","","","","","","","","","","","","","","","","","","","","","","19460605","0","IND10","IN9","W","regular",""
"IN9194606050","hollc104","BIR","2","upper","","","","","","","","","","","","","","","","","","1","","","","","","19460605","0","IND10","IN9","W","regular",""
"KCM194607010","hollc104","BIR","3","value","6","","10","3","","0","0","0","","1","","","0","0","0","","","","","","","1","","19460701","0","KAN05","KCM","L","regular","y"
"KCM194607010","hollc104","BIR","3","lower","6","","","3","","0","0","0","","","","","0","0","0","","","","","","","","","19460701","0","KAN05","KCM","L","regular","y"
"KCM194607010","hollc104","BIR","3","upper","6","","","3","","0","0","0","","","","","0","0","0","","","","","","","","","19460701","0","KAN05","KCM","L","regular","y"
"BIR194607040","hollc104","BIR","2","value","","","","","","","","","","","","","","","","","","","","","","","","19460704","0","BIR01","KCM","L","regular",""
"BIR194607040","hollc104","BIR","2","lower","","","","","","","","","","","","","","","","","","","","","","","","19460704","0","BIR01","KCM","L","regular",""
"BIR194607040","hollc104","BIR","2","upper","","","","","","","","","","","","","","","","","","","1","","","","","19460704","0","BIR01","KCM","L","regular",""
"BIR194608080","hollc104","BIR","2","value","","","","","","","","","","","","","","","","","","","","","","","","19460808","0","BIR01","CAG","L","regular",""
"BIR194608080","hollc104","BIR","2","lower","","","","","","","","","","","","","","","","","","","","","","","","19460808","0","BIR01","CAG","L","regular",""
