"gid","id","team","b_lp","b_seq","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"MEM194704170","colaj101","MEM","5","1","value","4","4","0","0","0","0","0","2","0","","0","0","0","","0","","","0","","","","","19470417","0","OKC02","IN9","w","exhibition","y"
"MEM194705150","colaj101","MEM","6","1","value","5","5","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19470515","0","GRE01","CAG","l","regular","y"
"CVB194705181","colaj101","MEM","6","1","value","5","4","0","0","0","0","0","1","0","","0","1","","","0","","","0","","","","","19470518","1","CLE06","CVB","l","regular","y"
"CVB194705182","colaj101","MEM","","","value","","","1","","","","","0","","","","","","","","","","","","","","","19470518","2","CLE06","CVB","l","regular",""
"CVB194705182","colaj101","MEM","","","lower","","1","1","","","","","0","","","","","","","","","","","","","","","19470518","2","CLE06","CVB","l","regular",""
"KCM194705251","colaj101","MEM","6","1","value","4","4","0","1","0","0","0","1","0","","0","0","0","","0","","","0","","","","","19470525","1","KAN05","KCM","l","regular","y"
"KCM194705252","colaj101","MEM","6","1","value","3","2","1","1","0","0","0","1","0","","0","1","","","0","","","0","","","","","19470525","2","KAN05","KCM","l","regular","y"
"KCM194705260","colaj101","MEM","6","1","value","6","5","2","3","0","1","0","2","1","","0","0","0","","0","","","0","","","","","19470526","0","WIC01","KCM","w","regular","y"
"KCM194705270","colaj101","MEM","6","1","value","5","4","2","3","0","0","0","0","0","","0","1","","","0","","","0","","","","","19470527","0","WIC01","KCM","l","regular","y"
"KCM194705301","colaj101","MEM","6","1","value","5","4","2","1","1","0","0","1","0","","0","1","","","0","","","0","","","","","19470530","1","KAN05","KCM","l","regular","y"
"KCM194705302","colaj101","MEM","6","1","value","4","4","1","1","1","0","0","","0","","0","0","0","","0","","","0","","","","","19470530","2","KAN05","KCM","l","regular","y"
"MEM194706010","colaj101","MEM","","","value","","","","1","1","","","1","","","","","","","","","","","","","","","19470601","0","MEM02","IN9","l","regular",""
"MEM194706010","colaj101","MEM","","","lower","1","1","","1","1","","","1","","","","","","","","","","","","","","","19470601","0","MEM02","IN9","l","regular",""
"MEM194706120","colaj101","MEM","6","1","value","3","3","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19470612","0","OKC02","CAG","l","regular","y"
"KCM194706260","colaj101","MEM","6","1","value","5","4","1","0","0","0","0","2","0","","0","1","","","0","","","0","","","","","19470626","0","OKC02","KCM","w","regular","y"
"CAG194706291","colaj101","MEM","","","value","","","","","","","","","","","","","","","","","","","","","","","19470629","1","CHI10","CAG","w","regular",""
"CAG194706291","colaj101","MEM","","","lower","","1","","","","","","","","","","","","","","","","","1","","","","19470629","1","CHI10","CAG","w","regular",""
"MEM194707080","colaj101","MEM","6","1","value","4","4","0","1","0","0","0","0","0","","0","0","0","","1","","","0","","","","","19470708","0","OKC02","NY5","l","exhibition","y"
"HOM194707140","colaj101","MEM","2","1","value","5","4","2","3","3","0","0","","0","","0","1","","","1","","","0","","","","","19470714","0","HRB01","HOM","w","exhibition","y"
"BLG194707150","colaj101","MEM","2","1","value","4","3","0","0","0","0","0","","1","","0","0","0","","0","","","0","","","","","19470715","0","BAL14","BLG","l","exhibition","y"
"ASW194707270","colaj101","ASW","6","1","value","4","4","0","2","0","0","0","2","0","0","0","0","0","","0","0","0","0","0","","","","19470727","0","CHI10","ASE","w","allstar","y"
"ASE194707290","colaj101","ASW","6","1","value","5","5","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","","","","19470729","0","NYC14","ASE","w","allstar","y"
"NY5194708100","colaj101","MEM","6","1","value","6","6","0","1","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19470810","0","NYC16","NY5","t","exhibition","y"
"NY6194708120","colaj101","MEM","5","1","value","5","5","1","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19470812","0","WIL04","NY6","w","exhibition","y"
"MEM194708172","colaj101","MEM","","","value","","","1","1","","","1","1","","","","","","","","","","","","","","","19470817","2","MEM02","BIR","w","regular",""
"MEM194708172","colaj101","MEM","","","lower","1","1","1","1","","","1","1","","","","","","","","","","","","","","","19470817","2","MEM02","BIR","w","regular",""
"KCM194708280","colaj101","MEM","3","1","value","3","3","0","1","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19470828","0","STL07","KCM","l","regular","y"
"KCM194709141","colaj101","MEM","6","1","value","5","5","2","3","0","0","0","1","0","","0","0","0","","0","","","0","","","","","19470914","1","KAN05","KCM","w","regular","y"
"KCM194709142","colaj101","MEM","6","1","value","3","3","1","2","0","1","0","1","0","","0","0","0","","0","","","0","","","","","19470914","2","KAN05","KCM","w","regular","y"
"MEM194805020","colaj101","MEM","","","value","","","1","1","","","1","1","","","","","","","","","","","","","","","19480502","0","MEM02","KCM","l","regular",""
"MEM194805020","colaj101","MEM","","","lower","","1","1","1","","","1","1","","","","","","","","","","","","","","","19480502","0","MEM02","KCM","l","regular",""
