"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"HOM194107120","greev101","NY6","1","value","24","","32","8","0","0","0","1","1","1","","3","0","0","0","1","","","","","","1","","1","","1","19410712","0","ALT02","HOM","l","regular","y"
"BLG194107280","greev101","NY6","1","value","27","","","4","","","","3","","1","","6","","","","","","","","","1","","","1","","1","19410728","0","BAL14","BLG","w","exhibition",""
"NW2194108090","greev101","NY6","1","value","9","","17","6","0","0","0","3","","3","0","1","0","0","0","0","0","","","","","","","1","","","19410809","0","PAT01","NW2","w","regular","y"
"PH5194109012","greev101","NY6","1","value","15","","24","9","0","0","0","3","","","0","","0","0","0","","0","","","","","","","1","","","19410901","2","PHI17","PH5","w","regular","y"
"NY6194109200","greev101","NY6","1","value","27","","","9","1","","","4","4","2","","7","","1","","","1","","","","1","","","1","","1","19410920","0","PHI17","HOM","w","championship",""
"BIR194404170","greev101","NY6","1","value","21","","27","5","0","0","0","2","2","2","0","3","0","0","0","","0","","","","1","","","1","","","19440417","0","MTG01","BIR","w","exhibition","y"
"KCM194404302","greev101","NY6","2","value","","","","","","","","","","","","","","","","","","","","","","1","","","1","","19440430","2","HOU04","KCM","l","exhibition",""
"PH5194405200","greev101","NY6","4","value","3","","3","0","0","0","0","0","0","0","0","0","0","0","0","","0","","","","","","1","","1","","19440520","0","PHI17","PH5","w","regular","y"
"HOM194406020","greev101","NY6","2","value","0","","2","0","0","0","0","1","","2","0","0","0","0","0","0","0","","","","","","","","","","19440602","0","WAS09","HOM","w","regular","y"
"HOM194406031","greev101","NY6","1","value","15","","21","1","0","0","1","2","","5","0","","0","0","0","","0","","","","","1","","1","","","19440603","1","PIT06","HOM","l","regular","y"
"NY6194406150","greev101","NY6","1","value","27","","","15","","","","9","","","","","","","","","","","","","","1","","1","","1","19440615","0","COL05","NW2","l","regular",""
"NY6194407022","greev101","NY6","1","value","33","","45","9","3","1","0","2","","1","","5","1","0","0","1","1","","","","1","","","1","","1","19440702","2","NYC15","KCM","w","exhibition","y"
"HOM194407120","greev101","NY6","3","value","20","","29","8","0","0","0","1","","2","0","4","0","0","0","","0","","","","","","","","1","","19440712","0","HRB01","HOM","l","regular","y"
"NY6194407231","greev101","NY6","1","value","27","","41","12","0","0","0","2","","3","","2","0","0","0","2","","","","","1","","","1","","1","19440723","1","NYC16","PH5","w","regular","y"
"NY6194407302","greev101","NY6","1","value","15","","","","","","","1","","","","","","","","","","","","","","1","","1","","","19440730","2","NYC16","NW2","l","regular",""
"NY6194407302","greev101","NY6","1","upper","18","","","","","","","4","","","","","","","","","","","","","","","","","","","19440730","2","NYC16","NW2","l","regular",""
"NY6194408132","greev101","NY6","1","value","21","","","9","","","","5","","","","","","","","","","","","","1","","","1","","1","19440813","2","NYC14","BLG","w","exhibition",""
"HOM194409041","greev101","NY6","2","value","3","","","","","","","0","","","","","","","","","","","","","","","1","","1","","19440904","1","DET04","HOM","w","regular",""
"CIA194409072","greev101","NY6","1","value","21","","","6","","","","2","","","","","","","","","","","","","1","","","1","","1","19440907","2","IND10","CIA","w","exhibition",""
"BIR194409130","greev101","NY6","1","value","27","","","8","","","","4","","","","","","","","","","","","","1","","","1","","1","19440913","0","BIR01","BIR","w","exhibition",""
