"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"HIL192410050","bellw101","KCM","1","value","36","0","55","11","5","0","0","6","5","9","0","4","1","0","0","5","0","0","0","0","","","","1","","","19241005","0","BAL13","HIL","t","championship","y"
"KCM192410120","bellw101","KCM","1","value","24","1","36","11","1","1","0","5","5","2","1","2","0","0","0","0","0","2","0","0","1","","","1","","","19241012","0","KAN05","HIL","w","championship","y"
"KCM192410190","bellw101","KCM","1","value","12","3","22","8","1","0","0","2","1","2","1","0","0","0","0","1","0","0","0","0","","","","1","","","19241019","0","CHI09","HIL","l","championship","y"
"SSN192509230","bellw101","KCM","1","value","24","0","32","4","0","0","1","3","2","3","0","5","0","1","0","1","0","0","0","0","","1","","1","","1","19250923","0","STL12","SSN","l","lcs","y"
"KCM192509281","bellw101","KCM","1","value","27","0","36","7","0","0","0","3","1","1","0","1","0","0","0","1","0","0","0","0","1","","","1","","1","19250928","1","CHI09","SSN","w","lcs","y"
"KCM192510020","bellw101","KCM","2","value","2","0","5","2","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","","","1","","1","","19251002","0","KAN05","HIL","w","championship","y"
"KCM192510030","bellw101","KCM","1","value","21","3","32","8","2","0","0","0","0","4","0","3","0","0","0","1","0","1","0","0","","","","1","","","19251003","0","KAN05","HIL","l","championship","y"
"HIL192510100","bellw101","KCM","1","value","24","0","39","9","3","0","1","5","2","4","0","1","0","0","0","0","0","0","0","0","","1","","1","","1","19251010","0","PHI09","HIL","l","championship","y"
"KCM192609190","bellw101","KCM","1","value","15","0","24","7","1","1","0","5","4","1","0","4","0","0","0","0","1","3","1","0","","","","1","","","19260919","0","KAN05","CAG","w","lcs","y"
"CAG192609280","bellw101","KCM","1","value","24","2","32","5","1","0","0","4","2","3","0","0","0","0","0","1","0","0","0","0","","1","","1","","","19260928","0","CHI09","CAG","l","lcs","y"
"HOM193007192","bellw101","KCM","1","value","27","","38","10","0","1","1","4","","2","","3","0","0","0","0","1","","","","1","","","1","","1","19300719","2","PIT06","HOM","w","exhibition","y"
"WSW193207250","bellw101","PTC","1","value","27","","35","8","1","0","0","1","","3","","2","0","0","0","0","1","","","","1","","","1","","1","19320725","0","WAS09","WSW","w","regular","y"
"PTC193209190","bellw101","PTC","1","value","24","","35","7","1","0","0","5","","8","0","4","0","0","0","","0","","","","","1","","1","","","19320919","0","PIT09","HOM","l","exhibition","y"
"PTC193209270","bellw101","PTC","1","value","27","","38","10","","","0","2","","2","","4","0","0","0","0","","","","","1","","","1","","1","19320927","0","YOR01","NLS","w","exhibition","y"
"PTC193209300","bellw101","PTC","2","value","4","","5","1","","","0","0","0","0","","0","0","0","0","0","","","","","","","","","1","","19320930","0","ALT02","NLS","w","exhibition","y"
"PTC193210012","bellw101","PTC","1","value","6","","10","4","","","0","3","","0","","1","0","0","0","0","","","","","","1","","1","","","19321001","2","PIT09","NLS","l","exhibition","y"
"PTC193210021","bellw101","PTC","2","value","3","","3","0","","","0","0","0","0","","0","0","0","0","0","","","","","1","","","","1","","19321002","1","CLE07","NLS","w","exhibition","y"
"PTC193210022","bellw101","PTC","2","value","9","","11","3","","","0","0","0","0","","2","0","0","0","1","","","","","1","","","","1","","19321002","2","CLE07","NLS","w","exhibition","y"
"PTC193307232","bellw101","PTC","1","value","9","","21","11","","","0","9","","0","","1","0","0","0","1","","","","","","","","1","","","19330723","2","CLE06","CAG","w","regular","y"
"PTC193609122","bellw101","NW2","2","value","12","","15","3","","","0","1","","0","","0","0","0","0","1","","","","","","","","","1","","19360912","2","PIT09","PTC","t","championship","y"
"PTC193609131","bellw101","NW2","1","value","24","","36","10","","","0","6","","4","","4","0","0","0","0","","","","","","1","","1","","1","19360913","1","TOL05","PTC","l","championship","y"
