"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"CAG192609250","powew101","CAG","3","value","12","0","16","4","0","0","0","1","1","2","0","4","0","0","0","0","0","2","0","0","","","","","1","","19260925","0","CHI09","KCM","l","lcs","y"
"ACY192610050","powew101","CAG","2","value","10","0","14","2","1","0","0","1","1","1","0","3","0","0","0","0","0","1","0","0","","","","","1","","19261005","0","PHI09","ACY","l","championship","y"
"ACY192610060","powew101","CAG","1","value","24","0","39","12","3","1","0","6","5","2","0","2","0","0","0","3","0","0","0","0","","1","","1","","1","19261006","0","ACY01","ACY","l","championship","y"
"CAG192610130","powew101","CAG","1","value","27","0","34","6","0","0","0","0","0","1","0","1","1","0","0","1","0","2","1","0","1","","","1","","1","19261013","0","CHI09","ACY","w","championship","y"
"CAG192708140","powew101","CAG","1","value","27","","29","0","0","0","0","0","0","3","","7","0","0","0","0","","","","","1","","","1","","1","19270814","0","CHI09","MEM","w","regular","y"
"BIR192709200","powew101","CAG","1","value","19","","30","9","","","0","5","","3","","4","0","0","0","1","","","","","","","","1","","","19270920","0","BIR01","BIR","w","lcs","y"
"CAG192709250","powew101","CAG","1","value","27","","31","4","","","0","2","","3","","1","0","0","0","0","","","","","1","","","1","","1","19270925","0","CHI09","BIR","w","lcs","y"
"CAG192710020","powew101","CAG","1","value","27","0","33","4","1","0","0","1","1","3","0","5","0","0","0","0","0","0","2","0","1","","","1","","1","19271002","0","CHI09","ACY","w","championship","y"
"ACY192710100","powew101","CAG","1","value","18","2","26","6","0","0","1","1","1","2","0","4","0","0","0","2","0","0","0","1","","","","1","","","19271010","0","ACY01","ACY","t","championship","y"
"ACY192710130","powew101","CAG","1","value","3","3","7","0","0","0","0","1","1","2","0","1","0","0","0","0","0","0","0","0","","","","1","","","19271013","0","ACY01","ACY","w","championship","y"
"CAG192809230","powew101","CAG","1","value","27","","33","3","","","0","0","","3","","8","0","0","0","0","","","","","1","","","1","","1","19280923","0","CHI09","SSN","w","lcs","y"
"DT1193008270","powew101","DT1","2","value","6","","7","1","","","0","0","","0","","0","0","0","0","0","","","","","","","","","1","","19300827","0","DET06","HOM","w","championship","y"
"SSN193009150","powew101","DT1","1","value","19","","28","7","","","1","6","","4","","","0","0","0","1","","","","","1","","","1","","","19300915","0","STL12","SSN","w","lcs","y"
"DT1193009200","powew101","DT1","2","value","12","0","14","3","","","2","2","","0","","0","0","0","0","0","","","","","1","","","","1","","19300920","0","DET06","SSN","w","lcs","y"
"CAG193209030","powew101","CAG","2","value","3","","","1","","","","0","","","","","","","","","","","","","","","","","1","","19320903","0","CHI09","NSH","l","lcs",""
"CAG193209030","powew101","CAG","2","upper","3","","","0","","","","0","","","","","","","","","","","","","","","","","","","19320903","0","CHI09","NSH","l","lcs",""
"CAG193209041","powew101","CAG","1","value","45","","","9","1","","","3","","","","","","","","","","","","","","1","","1","","1","19320904","1","CHI09","NSH","l","lcs",""
"NSH193209211","powew101","CAG","1","value","24","","","","","","","5","","","","","","","","","","","","","","1","","1","","1","19320921","1","NSH02","NSH","l","lcs",""
"PTC193307232","powew101","CAG","2","value","19","","26","5","","","1","4","","1","","1","0","0","0","1","","","","","","1","","","1","","19330723","2","CLE06","PTC","l","regular","y"
