"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"KCM194004210","bryaa101","KCM","1","value","9","","10","2","0","0","0","0","0","0","0","","0","0","0","","0","","","","","","","1","","","19400421","0","ATL04","IN8","w","exhibition","y"
"HOM194004281","bryaa101","KCM","2","value","7","","8","1","0","0","0","1","","0","0","1","0","0","0","","0","","","","","","","","1","","19400428","1","NOL01","HOM","l","exhibition","y"
"MEM194005200","bryaa101","KCM","2","value","","","","","","","","","","","","","","","","","","","","","","","","","","","19400520","0","MEM02","MEM","l","regular",""
"KCM194005240","bryaa101","KCM","2","value","3","","9","2","0","0","0","2","","3","0","","0","0","0","","0","","","","","","","","","","19400524","0","WIC01","MEM","w","regular","y"
"CV9194006030","bryaa101","KCM","2","value","11","","17","3","2","0","1","3","","1","0","3","0","0","0","0","0","","","","","","","","1","","19400603","0","WAR02","CV9","l","regular","y"
"KCM194006092","bryaa101","KCM","1","value","14","","18","4","0","0","0","2","","0","0","3","0","0","0","2","0","","","","","","","1","","","19400609","2","KAN05","CAG","l","regular","y"
"PH5194006221","bryaa101","KCM","2","value","8","","11","3","0","1","0","1","1","0","0","","0","0","0","","0","","","","","","","","","","19400622","1","PHI17","PH5","l","exhibition","y"
"IN8194006270","bryaa101","KCM","1","value","12","","17","4","0","0","0","2","","2","0","1","0","0","0","","0","","","","","","","1","","","19400627","0","IND10","IN8","l","regular","y"
"IN8194006280","bryaa101","KCM","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19400628","0","IND10","IN8","l","regular",""
"KCM194105220","bryaa101","KCM","2","value","","","","","","","1","","","","","","","","","","","","","","","","","","1","","19410522","0","OKC02","MEM","l","regular",""
"PH5194107172","bryaa101","KCM","1","value","21","","25","4","0","0","0","0","0","2","","2","0","0","0","0","","","","","1","","","1","","1","19410717","2","PHI17","PH5","w","exhibition","y"
"KCM194107272","bryaa101","KCM","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19410727","2","LOU05","JAX","l","exhibition",""
"SNO194108031","bryaa101","KCM","1","value","9","","16","5","0","0","0","3","3","1","0","0","0","1","0","0","0","","","","","","","1","","","19410803","1","CLE06","SNO","w","regular","y"
"KCM194108070","bryaa101","KCM","1","value","25","","34","8","0","0","0","8","","1","0","8","1","0","0","0","0","","","","","","","1","","","19410807","0","DCT02","SNO","w","regular","y"
"KCM194108120","bryaa101","KCM","2","value","18","","28","8","0","0","0","6","5","2","0","5","0","0","0","0","0","","","","","1","","","1","","19410812","0","DAV01","SNO","l","regular","y"
"KCM194604040","bryaa101","KCM","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19460404","0","HOU04","CCR","w","exhibition",""
"KCM194604120","bryaa101","KCM","1","value","15","","","3","","","","3","","","","7","","","","","","","","","1","","","1","","","19460412","0","HOU04","CCR","w","exhibition",""
"KCM194604190","bryaa101","KCM","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19460419","0","FTW01","CCR","w","exhibition",""
"KCM194605020","bryaa101","KCM","1","value","19","","28","7","0","0","0","6","","1","0","6","0","1","0","1","0","","","","","","","1","","","19460502","0","OKC02","IN9","w","exhibition","y"
"CCR194605290","bryaa101","KCM","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19460529","0","IND10","CCR","l","exhibition",""
"MEM194606060","bryaa101","KCM","1","value","12","","","","","","","","","","","","","","","","","","","","","1","","1","","","19460606","0","LRK02","MEM","l","regular",""
"CVB194606100","bryaa101","KCM","2","value","12","","","","","","","","","","","","","","","","","","","","","","","","1","","19460610","0","COL05","CVB","w","regular",""
"CVB194606110","bryaa101","KCM","2","value","15","","","","","","","","","","","","","","","","","","","","","","","","","","19460611","0","TOL05","CVB","t","regular",""
"CVB194607020","bryaa101","MEM","1","value","26","","40","9","4","0","0","5","","4","","8","1","0","0","2","","","","","","1","","1","","1","19460702","0","ERI01","CVB","l","regular","y"
"MEM194607072","bryaa101","MEM","2","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19460707","2","MEM03","CVB","l","regular",""
"MEM194607080","bryaa101","MEM","1","value","27","","","8","","","","5","","","","","","","","","","","","","","1","","1","","1","19460708","0","LRK02","CVB","l","regular",""
"CCR194607110","bryaa101","MEM","1","value","17","","30","14","0","0","1","8","","1","0","4","0","0","0","0","0","","","","1","","","1","","","19460711","0","SPR03","CCR","w","exhibition","y"
"MEM194607212","bryaa101","MEM","1","value","21","","","6","","","","2","","","","","","","","","","","","","1","","","1","","1","19460721","2","MEM03","CCR","w","exhibition",""
