"gid","id","team","b_lp","b_seq","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"KCM192508110","wellw101","SSN","2","1","value","4","3","0","1","0","0","0","","1","","0","0","0","","0","","","0","","","","","19250811","0","KAN05","KCM","w","regular","y"
"SSN192509190","wellw101","SSN","2","1","value","4","4","2","2","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","","","","19250919","0","STL12","KCM","l","lcs","y"
"SSN192509200","wellw101","SSN","2","1","value","5","3","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","","","","19250920","0","STL12","KCM","w","lcs","y"
"SSN192509230","wellw101","SSN","2","1","value","4","2","0","0","0","0","0","0","1","0","0","1","0","","0","0","0","0","0","","","","19250923","0","STL12","KCM","w","lcs","y"
"KCM192509260","wellw101","SSN","2","1","value","4","4","1","2","0","0","0","0","0","0","0","0","0","","0","1","0","0","0","","","","19250926","0","CHI09","KCM","l","lcs","y"
"KCM192509270","wellw101","SSN","2","1","value","4","4","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","","","","19250927","0","CHI09","KCM","w","lcs","y"
"KCM192509281","wellw101","SSN","2","1","value","4","4","0","1","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","","","","19250928","1","CHI09","KCM","l","lcs","y"
"KCM192509282","wellw101","SSN","2","1","value","4","3","0","0","0","0","0","0","1","0","0","0","0","","0","0","0","0","0","","","","19250928","2","CHI09","KCM","l","lcs","y"
"PRG192610240","wellw101","PRG","2","1","value","5","4","0","1","0","0","0","","1","","0","0","","","1","","","","","","","","19261024","0","LOS05","PIR","w","exhibition","y"
"PRG192611130","wellw101","PRG","8","1","value","3","3","0","0","0","0","0","","0","","0","0","","","0","","","","","","","","19261113","0","LOS05","PIR","w","exhibition","y"
"PRG192611140","wellw101","PRG","8","1","value","5","4","0","1","0","1","0","","1","","0","0","","","0","","","","","","","","19261114","0","LOS05","PIR","w","exhibition","y"
"PRG192612051","wellw101","PRG","7","1","value","3","3","1","1","1","0","0","","0","","0","0","","","0","","","","","","","","19261205","1","LOS05","PIR","w","exhibition","y"
"PRG192612052","wellw101","PRG","7","1","value","3","2","0","1","1","0","0","","0","","0","1","","","0","","","","","","","","19261205","2","LOS05","PIR","l","exhibition","y"
"PRG192612190","wellw101","PRG","6","1","value","3","1","2","0","0","0","0","","0","","1","1","","","0","","","","","","","","19261219","0","LOS05","PIR","w","exhibition","y"
