"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"NY5193907042","cozah101","NW2","2","value","13","","24","7","1","3","0","7","","2","","0","1","1","0","3","","","","","","","","","","","19390704","2","NYC23","NY5","l","regular","y"
"NW2193907092","cozah101","NW2","1","value","21","","27","4","0","0","0","3","","3","","4","0","0","0","0","","","","","","1","","1","","1","19390709","2","NWK04","HOM","l","regular","y"
"NW2193907162","cozah101","NW2","1","value","2","0","7","2","0","0","0","3","3","3","0","0","0","0","0","0","0","0","0","0","","1","","1","","","19390716","2","NWK04","NY5","l","regular","y"
"BLG193907250","cozah101","NW2","1","value","27","","","12","","","","5","","","","","","","","","","","","","1","","","1","","1","19390725","0","EAS01","BLG","w","exhibition",""
"HOM193908010","cozah101","NW2","1","value","27","","","10","","","","3","","","","","","","","","","","","","1","","","1","","1","19390801","0","BUF06","HOM","w","regular",""
"NW2193908050","cozah101","NW2","1","value","30","","","13","","","","9","","","","","","","","","","","","","1","","","1","","1","19390805","0","COL05","HOM","w","regular",""
"PH5193908121","cozah101","NW2","2","value","12","2","16","3","","0","0","1","","1","","","0","0","0","1","","","","","","1","","","1","","19390812","1","PHI17","PH5","l","regular","y"
"NW2193908132","cozah101","NW2","1","value","6","","6","0","0","0","0","0","0","0","0","0","0","0","0","","0","","","","","","","1","","","19390813","2","NWK04","PH5","l","regular","y"
"NW2193908170","cozah101","NW2","1","value","27","","34","6","0","0","0","2","","4","","","0","0","0","0","","","","","1","","","1","","1","19390817","0","NWK04","NY6","w","regular","y"
"NW2193908290","cozah101","NW2","1","value","27","","","9","","","1","6","","","","","","","","","","","","","1","","","1","","1","19390829","0","WIL07","HOM","w","exhibition",""
"BLG193909101","cozah101","NW2","1","value","24","0","37","10","2","0","1","7","7","4","0","4","0","0","0","0","1","1","0","0","","1","","1","","1","19390910","1","BAL10","BLG","l","divisionseries","y"
"NW2194405212","cozah101","NW2","3","value","15","","20","5","0","0","0","3","","0","0","2","1","1","0","2","0","","","","","","","","1","","19440521","2","NYC15","HOM","l","regular","y"
"NW2194405281","cozah101","NW2","2","value","12","","13","1","0","0","0","0","0","1","0","4","0","0","0","","0","","","","","","","","1","","19440528","1","NWK04","NY5","w","regular","y"
"PH5194406010","cozah101","NW2","1","value","6","","10","3","0","0","1","4","","1","0","1","0","0","0","","0","","","","","1","","1","","","19440601","0","PHI17","PH5","l","regular","y"
"NY6194406150","cozah101","NW2","1","value","24","","","7","","","","3","","","","","","","","","","","","","1","","","1","","","19440615","0","COL05","NY6","w","regular",""
"BIR194604142","cozah101","IN9","1","value","18","","","6","","","","3","","","","","","","","","","","","","","1","","1","","1","19460414","2","BIR01","BIR","l","exhibition",""
