"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","date","number","site","opp","wl","gametype","box"
"SSN192707300","zompc101","SSN","1","5","value","","0","2","0","0","0","0","19270730","0","STL12","CAG","W","regular","y"
"SSN192707300","zompc101","SSN","1","5","lower","","0","2","0","0","0","0","19270730","0","STL12","CAG","W","regular","y"
"SSN192707300","zompc101","SSN","1","5","upper","","0","2","0","0","0","0","19270730","0","STL12","CAG","W","regular","y"
"CV6193106170","zompc101","CV6","1","4","value","","0","3","0","0","0","0","19310617","0","CLE11","LS4","W","regular","y"
"CV6193106170","zompc101","CV6","1","4","lower","","0","3","0","0","0","0","19310617","0","CLE11","LS4","W","regular","y"
"CV6193106170","zompc101","CV6","1","4","upper","","0","3","0","0","0","0","19310617","0","CLE11","LS4","W","regular","y"
"SSN193110010","zompc101","SSN","1","4","value","27","0","0","0","0","0","0","19311001","0","STL12","ASC","W","exhibition","y"
"SSN193110010","zompc101","SSN","1","4","lower","27","0","0","0","0","0","0","19311001","0","STL12","ASC","W","exhibition","y"
"SSN193110010","zompc101","SSN","1","4","upper","27","0","0","0","0","0","0","19311001","0","STL12","ASC","W","exhibition","y"
"SSN193110020","zompc101","SSN","1","4","value","27","2","2","0","0","0","0","19311002","0","STL12","ASC","W","exhibition","y"
"SSN193110020","zompc101","SSN","1","4","lower","27","2","2","0","0","0","0","19311002","0","STL12","ASC","W","exhibition","y"
"SSN193110020","zompc101","SSN","1","4","upper","27","2","2","0","0","0","0","19311002","0","STL12","ASC","W","exhibition","y"
