"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","d_gs","date","number","site","opp","wl","gametype","box"
"PH5194406030","kellw103","NY5","1","2","value","24","0","4","0","0","0","0","","","","1","19440603","0","PHI17","PH5","l","regular","y"
"NY5194406042","kellw103","NY5","1","2","value","21","6","1","0","0","0","0","","","","1","19440604","2","NYC16","BIR","l","exhibition","y"
"PH5194406150","kellw103","NY5","1","2","value","24","8","1","0","0","0","0","","","","1","19440615","0","PHI17","PH5","l","regular","y"
"NW2194407150","kellw103","NY5","1","2","value","27","","","0","0","0","0","","","","1","19440715","0","TRE01","NW2","w","regular","y"
"BLG194407210","kellw103","NY5","1","2","value","24","","","0","0","0","0","","","","1","19440721","0","BAL14","BLG","l","regular","y"
"BLG194407231","kellw103","NY5","1","2","value","24","","","1","0","0","0","","","","1","19440723","1","BAL14","BLG","l","regular","y"
"NY6194407280","kellw103","NY5","1","3","value","","9","0","1","0","0","","","","","1","19440728","0","HRB01","NY6","l","regular","y"
"NY6194407280","kellw103","NY5","2","2","value","","","","0","0","0","2","","","","1","19440728","0","HRB01","NY6","l","regular","y"
"HOM194407301","kellw103","NY5","1","2","value","26","","","0","1","0","0","","","","1","19440730","1","WAS09","HOM","l","regular","y"
"HOM194407302","kellw103","NY5","1","2","value","18","","","0","0","0","0","","","","1","19440730","2","WAS09","HOM","l","regular","y"
"HOM194408010","kellw103","NY5","1","2","value","","1","0","0","0","0","0","","","","","19440801","0","PIT06","HOM","l","regular","y"
"PH5194408030","kellw103","NY5","1","2","value","27","6","2","0","0","0","0","","","","1","19440803","0","PHI17","PH5","w","regular","y"
"PH5194408170","kellw103","NY5","1","2","value","24","3","0","0","0","0","0","","","","1","19440817","0","PHI17","PH5","l","regular","y"
"BLG194409031","kellw103","NY5","1","2","value","24","","","1","0","0","0","","","","1","19440903","1","BAL14","BLG","l","regular","y"
"BLG194409032","kellw103","NY5","1","2","value","18","","","0","0","0","0","","","","1","19440903","2","BAL14","BLG","l","regular","y"
"PH5194409041","kellw103","NY5","1","2","value","24","1","0","0","0","0","0","","","","1","19440904","1","PHI17","PH5","l","regular","y"
"NY5194505060","kellw103","NY5","1","2","value","27","","","0","","0","","","","","1","19450506","0","NYC16","HOM","l","regular",""
"HOM194505120","kellw103","NY5","1","2","value","27","4","0","0","0","0","0","","","","1","19450512","0","PIT06","HOM","w","regular","y"
"HOM194505131","kellw103","NY5","1","2","value","24","4","0","0","0","0","1","","","","1","19450513","1","WAS09","HOM","l","regular","y"
"HOM194505132","kellw103","NY5","1","2","value","18","","","0","","0","","","","","1","19450513","2","WAS09","HOM","l","regular",""
"NY5194505201","kellw103","NY5","1","2","value","","1","0","0","0","0","0","","","","","19450520","1","NYC16","BLG","l","regular","y"
"NY5194505202","kellw103","NY5","1","2","value","27","","","0","","0","","","","","1","19450520","2","NYC16","BLG","l","regular",""
"PH5194505240","kellw103","NY5","1","2","value","24","9","0","0","0","0","1","","","","1","19450524","0","PHI17","PH5","l","regular","y"
"BLG194505290","kellw103","NY5","1","2","value","26","","","0","0","0","0","","","","1","19450529","0","BAL14","BLG","l","regular","y"
"NY5194506171","kellw103","NY5","1","2","value","27","3","0","0","0","0","0","","","","1","19450617","1","NYC16","PH5","l","regular","y"
