"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"SSN193009150","matll101","SSN","2","value","9","","14","3","","","0","1","","2","","2","0","0","0","0","","","","","","","","","1","","19300915","0","STL12","DT1","l","lcs","y"
"SSN193110020","matll101","SSN","1","value","27","","34","6","","","0","1","","4","","7","0","0","0","0","","","","","1","","","1","","1","19311002","0","STL12","ASC","w","exhibition","y"
"WSW193207250","matll101","WSW","2","value","23","","29","6","0","1","1","2","","1","0","","0","0","0","1","0","","","","","","","","1","","19320725","0","WAS09","PTC","l","regular","y"
"PTC193307232","matll101","PTC","4","value","9","","9","0","","","0","0","","0","","0","0","0","0","1","","","","","1","","","","1","","19330723","2","CLE06","CAG","w","regular","y"
"ASW193508110","matll101","ASW","2","value","9","0","12","2","0","0","1","2","1","0","0","2","0","0","0","0","0","0","0","0","","","","","","","19350811","0","CHI10","ASE","w","allstar","y"
"NY6193509150","matll101","PTC","1","value","27","0","36","6","3","0","0","0","0","2","0","9","0","0","0","1","0","0","0","0","1","","","1","","1","19350915","0","NYC25","NY6","w","lcs","y"
"PTC193509180","matll101","PTC","1","value","18","","22","4","","","0","2","","","","","0","0","0","0","","","","","","1","","1","","","19350918","0","PIT09","NY6","l","lcs","y"
"PTC193509200","matll101","PTC","3","value","3","","4","0","","","0","0","","1","","","0","0","0","0","","","","","1","","","","1","","19350920","0","PHI17","NY6","w","lcs","y"
"SHR193510090","matll101","PTC","1","value","18","0","22","1","0","0","0","2","0","1","0","7","1","0","0","0","0","0","1","0","","","","1","","","19351009","0","DAY03","SHR","w","exhibition","y"
"NNS193510132","matll101","NNS","1","value","15","","","4","","","","1","","","","","","","","","","","","","","1","","1","","1","19351013","2","NYC16","ASD","l","exhibition",""
"ALM193510250","matll101","PTC","1","value","24","0","36","12","2","1","0","4","4","0","0","3","0","0","0","0","0","0","0","0","","","","1","","","19351025","0","MEX01","ALM","t","exhibition","y"
"ASW193608230","matll101","ASE","1","value","9","0","11","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","","","1","","","19360823","0","CHI10","ASW","w","allstar","y"
"PTC193609121","matll101","PTC","1","value","27","","41","12","","","0","5","","2","","6","0","0","0","0","","","","","1","","","1","","1","19360912","1","PIT09","NW2","w","championship","y"
"MLS193610020","matll101","NNS","1","value","27","","34","4","","","0","2","1","2","","9","0","0","0","0","","","","","1","","","1","","1","19361002","0","DES01","MLS","w","exhibition","y"
"NNS193610042","matll101","NNS","2","value","3","","5","2","","","0","0","0","0","","0","0","0","0","0","","","","","","","","","1","","19361004","2","DEN03","MLS","w","exhibition","y"
"KCM193708290","matll101","SDO","3","value","9","","","1","","","1","0","","0","","4","0","0","0","","","","","","1","","","","1","","19370829","0","KAN05","KCM","w","exhibition","y"
"PRG193710100","matll101","PRG","1","value","15","0","26","9","2","0","2","8","4","0","0","6","0","0","0","0","0","0","0","0","1","","","1","","","19371010","0","LOS05","WHK","w","exhibition","y"
"PRG193711071","matll101","PRG","1","value","27","","37","9","2","0","1","7","","3","","4","0","0","0","0","","","","","","1","","1","","1","19371107","1","LOS05","WHK","l","exhibition","y"
"PTC193805222","matll101","PTC","1","value","18","","","6","","","","1","","","","","","","","","","","","","1","","","1","","","19380522","2","PIT09","BLG","w","regular",""
"PTC193807041","matll101","PTC","1","value","27","","41","11","3","0","1","8","","3","","7","0","","","0","","","","","","1","","1","","1","19380704","1","PIT09","HOM","l","regular","y"
"PTC193807120","matll101","PTC","1","value","21","","","6","","","","","","","","","","","","","","","","","1","","","1","","","19380712","0","CLE07","PH5","w","exhibition",""
"PTC193808250","matll101","PTC","1","value","27","","","","","","","4","","","","","","","","","","","","","1","","","1","","1","19380825","0","COL05","BLG","w","regular",""
"PTC193809042","matll101","PTC","2","value","","","","","","","","","","","","","","","","","","","","","1","","","","1","","19380904","2","COL05","HOM","w","regular",""
"PH5193809130","matll101","PTC","3","value","7","","","","","","","4","","","","","","","","","","","","","","1","","","1","","19380913","0","PHI17","PH5","l","championship",""
