"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"SLG192010040","drakb101","SLG","1","value","17","0","27","9","1","1","0","4","4","0","0","1","0","0","0","0","0","1","0","0","","","","1","","","19201004","0","STL11","SLN","w","exhibition","y"
"SLG192106290","drakb101","SLG","1","value","27","0","37","6","2","0","0","1","1","2","0","2","1","0","0","2","0","2","1","0","1","","","1","","1","19210629","0","STL11","CB1","w","regular","y"
"CAG192107101","drakb101","SLG","1","value","24","0","30","6","3","0","0","2","2","4","0","6","0","0","0","0","0","3","3","0","","1","","1","","1","19210710","1","CHI09","CAG","l","regular","y"
"SLG192110030","drakb101","SLG","1","value","33","0","48","12","1","0","0","5","4","3","0","5","0","0","0","1","0","2","0","0","","1","","1","","1","19211003","0","STL07","SLN","l","exhibition","y"
"SLG192110091","drakb101","SLG","2","value","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","19211009","1","STL07","SLN","l","exhibition","y"
"SLG192110092","drakb101","SLG","1","value","27","0","40","14","1","1","0","9","2","1","0","1","0","0","0","1","0","3","1","0","","1","","1","","1","19211009","2","STL07","SLN","l","exhibition","y"
"HIL192410040","drakb101","KCM","2","value","5","0","12","5","1","0","0","4","4","0","0","0","1","0","0","1","0","0","0","0","","","","","","","19241004","0","PHI09","HIL","l","championship","y"
"KCM192410120","drakb101","KCM","2","value","3","0","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","1","","1","","19241012","0","KAN05","HIL","w","championship","y"
"KCM192410140","drakb101","KCM","2","value","21","0","26","4","0","0","0","1","1","1","0","2","0","0","0","2","0","1","0","0","","","","","","","19241014","0","KAN05","HIL","w","championship","y"
"KCM192410190","drakb101","KCM","2","value","12","2","20","5","1","0","0","3","2","2","0","3","0","0","0","0","0","2","0","0","","1","","","","","19241019","0","CHI09","HIL","l","championship","y"
"KCM192508110","drakb101","KCM","2","value","19","","24","3","0","0","0","1","","2","0","6","0","0","0","2","0","","","","","1","","","1","","19250811","0","KAN05","SSN","l","regular","y"
"SSN192509200","drakb101","KCM","3","value","9","0","13","3","0","0","0","1","1","2","0","2","0","0","0","0","0","0","0","0","","","","","1","","19250920","0","STL12","SSN","l","lcs","y"
"KCM192509270","drakb101","KCM","1","value","27","0","33","4","0","0","0","2","1","4","0","5","0","0","0","1","0","0","1","0","","1","","1","","1","19250927","0","CHI09","SSN","l","lcs","y"
"KCM192510010","drakb101","KCM","2","value","6","0","11","5","0","0","0","3","3","0","0","3","1","0","0","0","0","1","0","0","","1","","","1","","19251001","0","KAN05","HIL","l","championship","y"
"KCM192510040","drakb101","KCM","1","value","27","0","40","11","1","3","0","7","6","3","1","3","0","0","0","0","1","2","1","1","","1","","1","","1","19251004","0","KAN05","HIL","l","championship","y"
