"gid","id","team","b_lp","b_seq","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"MEM192508290","russp102","MEM","4","1","value","4","4","0","1","1","0","0","0","0","","0","0","0","","0","","","0","","","","","19250829","0","MEM01","BIR","l","regular","y"
"CAG192607132","russp102","CAG","4","1","value","5","5","3","2","0","0","0","","0","","0","0","0","","0","","","0","","","","","19260713","2","CHI09","DAY","w","regular","y"
"SSN192707300","russp102","CAG","4","1","value","4","4","1","2","1","0","0","1","0","","0","0","0","","0","","","0","","","","","19270730","0","STL12","SSN","l","regular","y"
"CAG192708140","russp102","CAG","4","1","value","4","3","0","1","1","0","0","0","1","","0","0","0","","0","","","0","","","","","19270814","0","CHI09","MEM","w","regular","y"
"BIR192709190","russp102","CAG","4","1","value","4","4","1","2","0","0","0","0","0","","0","0","","","1","","","","","","","","19270919","0","BIR01","BIR","w","lcs","y"
"BIR192709200","russp102","CAG","5","1","value","5","5","2","3","0","0","1","3","0","","0","0","","","0","","","","","","","","19270920","0","BIR01","BIR","w","lcs","y"
"BIR192709210","russp102","CAG","5","1","value","4","4","2","2","1","0","0","","0","","0","0","","","0","","","","","","","","19270921","0","BIR01","BIR","l","lcs","y"
"CAG192709240","russp102","CAG","5","1","value","4","4","1","1","1","0","0","0","0","","0","0","","","0","0","","","","","","","19270924","0","CHI09","BIR","w","lcs","y"
"CAG192709250","russp102","CAG","5","1","value","4","3","0","0","0","0","0","0","1","","0","0","","","0","0","","","","","","","19270925","0","CHI09","BIR","w","lcs","y"
"CAG192710010","russp102","CAG","5","1","value","4","3","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","","","","19271001","0","CHI09","ACY","w","championship","y"
"CAG192710020","russp102","CAG","4","1","value","5","5","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","19271002","0","CHI09","ACY","w","championship","y"
"CAG192710030","russp102","CAG","4","1","value","4","4","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","19271003","0","CHI09","ACY","w","championship","y"
"CAG192710040","russp102","CAG","4","1","value","5","4","2","1","1","0","0","2","0","0","0","1","0","0","0","0","0","0","0","","","","19271004","0","CHI09","ACY","w","championship","y"
"ACY192710080","russp102","CAG","4","1","value","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","19271008","0","ACY01","ACY","l","championship","y"
"ACY192710100","russp102","CAG","4","1","value","4","3","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","19271010","0","ACY01","ACY","t","championship","y"
"ACY192710110","russp102","CAG","4","1","value","5","5","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","","","","19271011","0","ACY01","ACY","l","championship","y"
"ACY192710120","russp102","CAG","4","1","value","4","3","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","","","","19271012","0","ACY01","ACY","l","championship","y"
"ACY192710130","russp102","CAG","6","1","value","5","5","1","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","","","","19271013","0","ACY01","ACY","w","championship","y"
"CAG192809220","russp102","CAG","4","1","value","4","4","0","2","0","0","0","2","0","","0","0","","","1","","","","","","","","19280922","0","CHI09","SSN","w","lcs","y"
"CAG192809230","russp102","CAG","4","1","value","4","4","1","1","0","0","0","1","0","","0","0","","","0","0","","","","","","","19280923","0","CHI09","SSN","w","lcs","y"
"CAG192809240","russp102","CAG","4","1","value","4","3","0","1","0","0","0","0","0","","0","1","","","0","","","","","","","","19280924","0","CHI09","SSN","l","lcs","y"
"CAG192809250","russp102","CAG","4","1","value","4","4","0","1","0","0","0","0","0","","0","0","","","0","","","","","","","","19280925","0","CHI09","SSN","l","lcs","y"
"SSN192809290","russp102","CAG","4","1","value","4","4","2","2","0","0","1","","0","","0","0","","","0","","","","","","","","19280929","0","STL12","SSN","w","lcs","y"
"SSN192809300","russp102","CAG","4","1","value","5","5","0","1","0","0","0","0","0","","0","0","","","0","","","","","","","","19280930","0","STL12","SSN","l","lcs","y"
"SSN192810020","russp102","CAG","","","value","","","1","1","","","","","","","","","","","","","","","","","","","19281002","0","STL12","SSN","w","lcs",""
"SSN192810020","russp102","CAG","","","lower","","1","1","1","","","","","","","","","","","","","","","","","","","19281002","0","STL12","SSN","w","lcs",""
"SSN192810040","russp102","CAG","","","value","","","1","1","","","1","1","","","","","","","","","","","","","","","19281004","0","STL12","SSN","l","lcs",""
"SSN192810040","russp102","CAG","","","lower","","1","1","1","","","1","1","","","","","","","","","","","","","","","19281004","0","STL12","SSN","l","lcs",""
"SSN192810050","russp102","CAG","4","1","value","4","3","1","3","0","0","1","","0","","1","0","","","1","","","","","","","","19281005","0","STL12","SSN","l","lcs","y"
"CAG192906092","russp102","CAG","","","value","","","1","","","","","","","","1","","","","","","","","","","","","19290609","2","CHI09","SSN","l","regular",""
"CAG192906290","russp102","CAG","2","1","value","4","4","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19290629","0","CHI09","KCM","l","regular","y"
