"gid","id","team","b_lp","b_seq","stattype","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"KCM192404272","bobow101","SSN","7","1","value","2","0","0","0","0","0","","0","","1","0","0","","0","","","0","","","","19240427","2","KAN05","KCM","L","regular","y"
"KCM192404272","bobow101","SSN","7","1","lower","2","0","0","0","0","0","","0","","1","","","","0","","","0","","","","19240427","2","KAN05","KCM","L","regular","y"
"KCM192404272","bobow101","SSN","7","1","upper","3","0","0","0","0","0","","0","","1","","","","0","","","0","","","","19240427","2","KAN05","KCM","L","regular","y"
"KCM192508110","bobow101","SSN","3","1","value","2","1","1","0","1","0","","1","","0","1","","","1","","","0","","","","19250811","0","KAN05","KCM","W","regular","y"
"KCM192508110","bobow101","SSN","3","1","lower","2","1","1","0","1","0","","1","","0","","","","1","","","0","","","","19250811","0","KAN05","KCM","W","regular","y"
"KCM192508110","bobow101","SSN","3","1","upper","2","1","1","0","1","0","","1","","0","","","","1","","","0","","","","19250811","0","KAN05","KCM","W","regular","y"
"SSN192509190","bobow101","SSN","3","1","value","3","0","2","0","0","0","1","0","0","0","1","0","0","0","0","0","0","","","","19250919","0","STL12","KCM","L","lcs","y"
"SSN192509190","bobow101","SSN","3","1","lower","3","0","2","0","0","0","1","0","0","0","1","0","0","0","0","0","0","","","","19250919","0","STL12","KCM","L","lcs","y"
"SSN192509190","bobow101","SSN","3","1","upper","3","0","2","0","0","0","1","0","0","0","1","0","0","0","0","0","0","","","","19250919","0","STL12","KCM","L","lcs","y"
"SSN192509200","bobow101","SSN","3","1","value","4","1","3","1","0","0","2","0","0","0","1","0","0","0","0","0","0","","","","19250920","0","STL12","KCM","W","lcs","y"
"SSN192509200","bobow101","SSN","3","1","lower","4","1","3","1","0","0","2","0","0","0","1","0","0","0","0","0","0","","","","19250920","0","STL12","KCM","W","lcs","y"
"SSN192509200","bobow101","SSN","3","1","upper","4","1","3","1","0","0","2","0","0","0","1","0","0","0","0","0","0","","","","19250920","0","STL12","KCM","W","lcs","y"
"SSN192509230","bobow101","SSN","3","1","value","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","19250923","0","STL12","KCM","W","lcs","y"
"SSN192509230","bobow101","SSN","3","1","lower","3","0","0","0","0","0","0","0","","0","1","","","0","","","","","","","19250923","0","STL12","KCM","W","lcs","y"
"SSN192509230","bobow101","SSN","3","1","upper","3","0","0","0","0","0","0","0","","0","1","","","0","","","","","","","19250923","0","STL12","KCM","W","lcs","y"
"KCM192509260","bobow101","SSN","3","1","value","3","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","19250926","0","CHI09","KCM","L","lcs","y"
"KCM192509260","bobow101","SSN","3","1","lower","3","1","0","0","0","0","0","1","","0","0","","","0","","","","","","","19250926","0","CHI09","KCM","L","lcs","y"
"KCM192509260","bobow101","SSN","3","1","upper","3","1","0","0","0","0","0","1","","0","0","","","0","","","","","","","19250926","0","CHI09","KCM","L","lcs","y"
"KCM192509270","bobow101","SSN","3","1","value","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","19250927","0","CHI09","KCM","W","lcs","y"
"KCM192509270","bobow101","SSN","3","1","lower","4","0","1","0","0","0","0","0","","0","0","","","0","","","","","","","19250927","0","CHI09","KCM","W","lcs","y"
"KCM192509270","bobow101","SSN","3","1","upper","4","0","1","0","0","0","0","0","","0","0","","","0","","","","","","","19250927","0","CHI09","KCM","W","lcs","y"
"KCM192509281","bobow101","SSN","3","1","value","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","19250928","1","CHI09","KCM","L","lcs","y"
"KCM192509281","bobow101","SSN","3","1","lower","4","0","1","0","0","0","","0","","0","0","","","0","","","","","","","19250928","1","CHI09","KCM","L","lcs","y"
"KCM192509281","bobow101","SSN","3","1","upper","4","0","1","0","0","0","","0","","0","0","","","0","","","","","","","19250928","1","CHI09","KCM","L","lcs","y"
"KCM192509282","bobow101","SSN","3","1","value","3","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","","","","19250928","2","CHI09","KCM","L","lcs","y"
"KCM192509282","bobow101","SSN","3","1","lower","3","0","2","0","0","0","0","0","","0","0","","","0","","","","","","","19250928","2","CHI09","KCM","L","lcs","y"
"KCM192509282","bobow101","SSN","3","1","upper","3","0","2","0","0","0","0","0","","0","0","","","0","","","","","","","19250928","2","CHI09","KCM","L","lcs","y"
"SSN192707300","bobow101","SSN","3","1","value","4","0","1","1","0","0","0","0","","0","0","0","","0","","","0","","","","19270730","0","STL12","CAG","W","regular","y"
"SSN192707300","bobow101","SSN","3","1","lower","4","0","1","1","0","0","0","0","","0","","","","0","","","0","","","","19270730","0","STL12","CAG","W","regular","y"
"SSN192707300","bobow101","SSN","3","1","upper","4","0","1","1","0","0","0","0","","0","","","","0","","","0","","","","19270730","0","STL12","CAG","W","regular","y"
"NSH193011020","bobow101","NSH","3","1","value","3","1","0","0","0","0","","0","","0","1","","","0","","","","","","","19301102","0","LOS05","PIR","W","exhibition","y"
"NSH193011020","bobow101","NSH","3","1","lower","3","1","0","0","0","0","","0","","0","1","","","0","","","","","","","19301102","0","LOS05","PIR","W","exhibition","y"
"NSH193011020","bobow101","NSH","3","1","upper","3","1","0","0","0","0","","0","","0","1","","","0","","","","","","","19301102","0","LOS05","PIR","W","exhibition","y"
"NSH193012072","bobow101","NSH","2","1","value","2","0","1","0","0","0","0","1","","0","0","0","","0","","","0","","","","19301207","2","LOS05","PIR","L","exhibition","y"
"NSH193012072","bobow101","NSH","2","1","lower","2","0","1","0","0","0","0","0","","0","0","0","","0","","","0","","","","19301207","2","LOS05","PIR","L","exhibition","y"
"NSH193012072","bobow101","NSH","2","1","upper","2","0","1","0","0","0","0","1","","0","0","0","","0","","","0","","","","19301207","2","LOS05","PIR","L","exhibition","y"
