"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","d_gs","date","number","site","opp","wl","gametype","box"
"ATN193904230","biotc101","NW2","1","8","value","27","2","0","0","0","0","","","","","1","19390423","0","ATL04","ATN","w","exhibition","y"
"ATN193904240","biotc101","NW2","1","8","value","27","1","0","0","0","0","","","","","1","19390424","0","BIR01","ATN","w","exhibition","y"
"NW2193904270","biotc101","NW2","1","8","value","24","2","0","0","0","0","","","","","1","19390427","0","MAC01","ATN","w","exhibition","y"
"NW2193905171","biotc101","NW2","1","8","value","27","0","0","0","0","0","","","","","1","19390517","1","NWK04","PH5","w","regular","y"
"NW2193905172","biotc101","NW2","1","8","value","21","0","0","0","0","0","","","","","1","19390517","2","NWK04","PH5","w","regular","y"
"NW2193905251","biotc101","NW2","1","8","value","","","","0","0","0","","","","","","19390525","1","NWK04","NY6","w","regular","y"
"NW2193905252","biotc101","NW2","1","8","value","","","","0","0","0","","","","","","19390525","2","NWK04","NY6","w","regular","y"
"NW2193905281","biotc101","NW2","1","8","value","6","0","0","0","0","0","","","","","0","19390528","1","NWK04","NY6","w","regular","y"
"NW2193905282","biotc101","NW2","1","8","value","6","0","0","0","0","0","","","","","0","19390528","2","NWK04","NY6","w","regular","y"
"PH5193906171","biotc101","NW2","1","8","value","27","4","","0","0","0","","","","","1","19390617","1","PHI17","PH5","w","regular","y"
"PH5193906172","biotc101","NW2","1","8","value","18","0","","0","0","0","","","","","1","19390617","2","PHI17","PH5","l","regular","y"
"BLG193906190","biotc101","NW2","1","9","value","14","","","0","0","0","","","","","","19390619","0","RIC05","BLG","l","regular","y"
"PH5193907011","biotc101","NY5","1","8","value","24","1","0","0","0","0","","","","","1","19390701","1","PHI17","PH5","l","regular","y"
"PH5193907012","biotc101","NY5","1","8","value","6","0","4","0","0","0","","","","","1","19390701","2","PHI17","PH5","l","regular","y"
"NY5193907022","biotc101","NY5","1","8","value","27","1","0","0","0","0","","","","","1","19390702","2","NYC16","BLG","l","regular","y"
"NY5193907041","biotc101","NY5","1","8","value","27","4","1","0","1","0","","","","","1","19390704","1","NYC23","NW2","l","regular","y"
"NW2193907162","biotc101","NY5","1","8","value","3","0","0","0","0","0","","","","","0","19390716","2","NWK04","NW2","w","regular","y"
"NY5193908271","biotc101","NY5","1","8","value","27","2","2","0","0","0","","","","","1","19390827","1","WAS09","NW2","w","exhibition","y"
"HOM193908272","biotc101","NY5","1","8","value","21","4","0","0","0","0","","","","","1","19390827","2","WAS09","HOM","t","exhibition","y"
"NW2194005050","biotc101","NY5","1","8","value","24","","","0","0","0","","","","","1","19400505","0","NWK04","NW2","l","regular","y"
"NW2194005121","biotc101","NY5","1","8","value","24","4","0","0","0","0","","","","","1","19400512","1","NOR02","NW2","l","regular","y"
"NY5194005122","biotc101","NY5","1","8","value","21","3","0","0","0","0","","","","","1","19400512","2","NOR02","NW2","w","regular","y"
"NW2194005130","biotc101","NY5","1","8","value","27","","0","1","0","0","","","","","1","19400513","0","DUR01","NW2","w","exhibition","y"
"NY5194005191","biotc101","NY5","1","8","value","27","4","0","0","0","0","","","","","1","19400519","1","NYC16","NY6","w","regular","y"
"NY5194005262","biotc101","NY5","1","8","value","27","3","3","0","0","0","","","","","1","19400526","2","NYC16","BLG","l","regular","y"
"BLG194006021","biotc101","NY5","1","8","value","24","","","0","0","0","","","","","1","19400602","1","COL05","BLG","l","regular","y"
"BLG194006022","biotc101","NY5","1","8","value","19","","","0","0","0","","","","","1","19400602","2","COL05","BLG","l","regular","y"
"NY5194006140","biotc101","NY5","1","8","value","21","","","0","0","0","","","","","1","19400614","0","PAT01","PH5","w","regular","y"
"NY5194006162","biotc101","NY5","1","8","value","21","2","1","0","0","0","","","","","1","19400616","2","NYC16","PH5","w","regular","y"
"PH5194006200","biotc101","NY5","1","8","value","24","4","0","0","0","0","","","","","1","19400620","0","PHI17","PH5","l","regular","y"
"BLG194006220","biotc101","NY5","1","8","value","24","3","0","0","0","0","","","","","1","19400622","0","HRB01","BLG","l","regular","y"
"BLG194006231","biotc101","NY5","1","8","value","30","","","0","0","0","","","","","1","19400623","1","BAL09","BLG","w","regular","y"
"BLG194006232","biotc101","NY5","1","8","value","12","","","0","0","0","","","","","1","19400623","2","BAL09","BLG","l","regular","y"
"PH5194006291","biotc101","NY5","1","8","value","24","5","0","0","0","0","","","","","1","19400629","1","PHI17","PH5","l","regular","y"
"PH5194006292","biotc101","NY5","1","8","value","18","1","0","1","0","0","","","","","1","19400629","2","PHI17","PH5","l","regular","y"
"HOM194006301","biotc101","NY5","1","8","value","24","","","0","0","0","","","","","1","19400630","1","WAS09","HOM","l","regular","y"
"NY5194007072","biotc101","NY5","1","8","value","27","4","0","0","0","0","","","","","1","19400707","2","NYC16","HOM","l","regular","y"
"NW2194007180","biotc101","NY5","1","8","value","24","","","0","0","0","","","","","1","19400718","0","NWK04","NW2","l","regular","y"
"NW2194007211","biotc101","NY5","1","8","value","24","","","0","0","0","","","","","1","19400721","1","NWK04","NW2","l","regular","y"
"NW2194007212","biotc101","NY5","1","8","value","18","","","1","0","0","","","","","1","19400721","2","NWK04","NW2","l","regular","y"
"PH5194007271","biotc101","NY5","1","8","value","24","3","0","0","0","0","","","","","1","19400727","1","PHI17","PH5","l","regular","y"
"PH5194007272","biotc101","NY5","1","8","value","21","2","0","0","0","0","","","","","1","19400727","2","PHI17","PH5","w","regular","y"
"NY5194007282","biotc101","NY5","1","8","value","18","","","0","0","0","","","","","1","19400728","2","WAS09","NW2","l","regular","y"
"NY5194008042","biotc101","NY5","1","8","value","27","3","0","0","0","0","","","","","1","19400804","2","NYC16","MEM","l","exhibition","y"
"PH5194008112","biotc101","NY5","1","8","value","21","","","0","0","0","","","","","1","19400811","2","BAL09","PH5","w","regular","y"
"BLG194008130","biotc101","NY5","1","8","value","18","","","0","0","0","","","","","1","19400813","0","ATL04","BLG","l","regular","y"
"BLG194008140","biotc101","NY5","1","8","value","24","","","0","0","0","","","","","1","19400814","0","ATL04","BLG","l","regular","y"
"BLG194009141","biotc101","BLG","1","8","value","27","3","","0","0","0","","","","","1","19400914","1","PHI17","HOM","l","exhibition","y"
"BLG194009142","biotc101","BLG","1","8","value","21","1","","0","0","0","","","","","1","19400914","2","PHI17","HOM","l","exhibition","y"
"BIR194009221","biotc101","BLG","1","8","value","27","3","0","0","0","0","","","","","1","19400922","1","BIR01","BIR","w","exhibition","y"
"BIR194009222","biotc101","BLG","1","6","value","18","0","2","0","0","0","","","","","1","19400922","2","BIR01","BIR","l","exhibition","y"
"SAS194010010","biotc101","NAS","1","8","value","27","1","0","0","0","0","","","","","1","19401001","0","NOL01","SAS","w","allstar","y"
"AST194010041","biotc101","NAS","1","8","value","21","2","0","0","0","0","","","","","1","19401004","1","NOL01","AST","w","allstar","y"
"NY5194104141","biotc101","BLG","1","8","value","21","1","0","0","0","0","","","","","1","19410414","1","MEM02","NY5","w","exhibition","y"
"SNO194104201","biotc101","BLG","1","8","value","27","1","0","0","0","0","","","","","1","19410420","1","NOL01","SNO","w","exhibition","y"
"SNO194104202","biotc101","BLG","1","8","value","18","0","0","0","0","0","","","","","1","19410420","2","NOL01","SNO","w","exhibition","y"
"BLG194104220","biotc101","BLG","1","8","value","27","3","0","0","0","0","","","","","1","19410422","0","NOL01","HOM","l","exhibition","y"
"HOM194104300","biotc101","BLG","1","8","value","27","2","0","0","0","0","","","","","1","19410430","0","POR02","HOM","w","exhibition","y"
"HOM194105030","biotc101","BLG","1","8","value","24","1","0","0","0","0","","","","","1","19410503","0","PIT06","HOM","l","exhibition","y"
"HOM194105041","biotc101","BLG","1","9","value","24","2","1","0","0","0","","","","","1","19410504","1","WAS09","HOM","l","exhibition","y"
"HOM194105042","biotc101","BLG","1","8","value","21","3","0","1","0","0","","","","","1","19410504","2","WAS09","HOM","w","exhibition","y"
"HOM194105100","biotc101","BLG","1","8","value","24","1","0","0","0","0","","","","","1","19410510","0","HRB01","HOM","l","regular","y"
"BLG194105111","biotc101","BLG","1","8","value","27","","","0","0","0","","","","","1","19410511","1","BAL10","HOM","w","regular","y"
"BLG194105112","biotc101","BLG","1","8","value","21","","","0","0","0","","","","","1","19410511","2","BAL10","HOM","l","regular","y"
"HOM194105120","biotc101","BLG","1","8","value","25","4","0","0","0","0","","","","","1","19410512","0","RIC04","HOM","l","regular","y"
"PH5194105170","biotc101","BLG","1","8","value","27","1","0","0","0","0","","","","","1","19410517","0","PHI17","PH5","w","regular","y"
"NW2194105251","biotc101","BLG","1","8","value","27","","","0","0","0","","","","","1","19410525","1","NWK04","NW2","w","regular","y"
"NW2194105252","biotc101","BLG","1","8","value","18","","","0","0","0","","","","","1","19410525","2","NWK04","NW2","l","regular","y"
"NY6194105301","biotc101","BLG","1","8","value","24","0","0","1","0","0","","","","","1","19410530","1","NYC16","NY6","l","regular","y"
"BLG194106011","biotc101","BLG","1","8","value","27","","","0","0","0","","","","","1","19410601","1","BAL10","NY6","w","regular","y"
"BLG194106012","biotc101","BLG","1","8","value","21","","","0","0","0","","","","","1","19410601","2","BAL10","NY6","w","regular","y"
"HOM194106081","biotc101","BLG","1","8","value","24","4","0","1","0","0","","","","","1","19410608","1","WAS09","HOM","l","regular","y"
"HOM194106082","biotc101","BLG","1","8","value","","0","0","0","0","0","","","","","1","19410608","2","WAS09","HOM","w","regular","y"
"PH5194106211","biotc101","BLG","1","8","value","27","1","0","0","0","0","","","","","1","19410621","1","PHI17","PH5","w","regular","y"
"PH5194106212","biotc101","BLG","1","8","value","18","2","1","0","0","0","","","","","1","19410621","2","PHI17","PH5","l","regular","y"
"BLG194106221","biotc101","BLG","1","8","value","27","","","0","0","0","","","","","1","19410622","1","BAL10","NY5","w","regular","y"
"BLG194106222","biotc101","BLG","1","8","value","15","","","0","0","0","","","","","1","19410622","2","BAL10","NY5","w","regular","y"
"BLG194106270","biotc101","BLG","1","3","value","27","","","0","0","0","","","","","1","19410627","0","BAL14","NW2","w","regular","y"
"BLG194106291","biotc101","BLG","1","8","value","27","4","0","0","0","0","","","","","1","19410629","1","NYC16","PH5","w","regular","y"
"BLG194106300","biotc101","BLG","1","7","value","27","3","0","1","0","0","","","","","1","19410630","0","CHE01","NW2","l","regular","y"
"PH5194107050","biotc101","BLG","1","8","value","27","0","","0","0","0","","","","","1","19410705","0","PHI17","PH5","w","regular","y"
"BLG194107070","biotc101","BLG","1","8","value","27","","","0","0","0","","","","","1","19410707","0","BAL14","NY5","w","regular","y"
"NW2194107100","biotc101","BLG","1","8","value","","","","0","0","0","","","","","1","19410710","0","NWK04","NW2","l","regular","y"
"NW2194107120","biotc101","BLG","1","8","value","21","2","0","0","0","0","","","","","1","19410712","0","PAT01","NW2","w","regular","y"
"BLG194107190","biotc101","BLG","1","8","value","27","2","0","1","0","0","","","","","1","19410719","0","NOR04","NW2","w","exhibition","y"
"BLG194107240","biotc101","BLG","1","8","value","27","","","0","0","0","","","","","1","19410724","0","PHI17","NY6","w","regular","y"
"BLG194107261","biotc101","BLG","1","8","value","27","2","0","0","0","0","","","","","1","19410726","1","PHI17","NW2","w","exhibition","y"
"BLG194107262","biotc101","BLG","1","8","value","21","3","","0","0","0","","","","","1","19410726","2","PHI17","NW2","l","exhibition","y"
"BLG194107271","biotc101","BLG","1","8","value","27","","","0","0","0","","","","","1","19410727","1","BAL10","NY6","w","exhibition","y"
"BLG194107272","biotc101","BLG","1","8","value","21","","","0","0","0","","","","","1","19410727","2","BAL10","NY6","l","exhibition","y"
"HOM194108031","biotc101","BLG","1","8","value","27","0","0","0","0","0","","","","","1","19410803","1","DET04","HOM","w","regular","y"
"HOM194108032","biotc101","BLG","1","8","value","29","2","0","1","0","0","","","","","1","19410803","2","DET04","HOM","l","regular","y"
