"gid","id","team","b_lp","b_seq","stattype","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"BLS192408031","speac101","BRG","6","1","value","4","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","19240803","1","BAL13","BLS","W","regular","y"
"BLS192408031","speac101","BRG","6","1","lower","4","2","0","0","0","0","0","0","","0","1","","0","0","","","0","","","","19240803","1","BAL13","BLS","W","regular","y"
"BLS192408031","speac101","BRG","6","1","upper","4","2","0","0","0","0","0","0","","0","1","","0","0","","","0","","","","19240803","1","BAL13","BLS","W","regular","y"
"BLS192408032","speac101","BRG","8","2","value","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","1","","19240803","2","BAL13","BLS","L","regular","y"
"BLS192408032","speac101","BRG","8","2","lower","1","0","0","0","0","0","0","0","","0","0","0","0","0","","","0","","","","19240803","2","BAL13","BLS","L","regular","y"
"BLS192408032","speac101","BRG","8","2","upper","1","0","0","0","0","0","0","0","","0","0","0","0","0","","","0","","","","19240803","2","BAL13","BLS","L","regular","y"
"BRS192610110","speac101","BRG","4","1","value","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","19261011","0","BRA01","BRS","W","exhibition","y"
"BRS192610110","speac101","BRG","4","1","lower","4","0","0","0","0","0","","0","","0","","","","0","","","0","","","","19261011","0","BRA01","BRS","W","exhibition","y"
"BRS192610110","speac101","BRG","4","1","upper","4","0","0","0","0","0","","0","","0","","","","0","","","0","","","","19261011","0","BRA01","BRS","W","exhibition","y"
"HOM192710040","speac101","HOM","4","1","value","3","0","0","0","0","0","","0","","0","0","","","0","","","","","","","19271004","0","PHI11","ALS","L","exhibition","y"
"HOM192710040","speac101","HOM","4","1","lower","3","0","0","0","0","0","","0","","0","0","","","0","","","","","","","19271004","0","PHI11","ALS","L","exhibition","y"
"HOM192710040","speac101","HOM","4","1","upper","3","0","0","0","0","0","","0","","0","0","","","0","","","","","","","19271004","0","PHI11","ALS","L","exhibition","y"
"HOM192710100","speac101","HOM","8","2","value","3","0","1","0","0","0","0","0","","0","1","","","0","","","","","","","19271010","0","JAM01","ALS","L","exhibition","y"
"HOM192710100","speac101","HOM","8","2","lower","3","0","1","0","0","0","0","0","","0","1","","","0","","","","","","","19271010","0","JAM01","ALS","L","exhibition","y"
"HOM192710100","speac101","HOM","8","2","upper","3","0","1","0","0","0","0","0","","0","1","","","0","","","","","","","19271010","0","JAM01","ALS","L","exhibition","y"
"NYL192906061","speac101","NYL","7","1","value","3","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","19290606","1","NYC24","BLS","W","regular","y"
"NYL192906061","speac101","NYL","7","1","lower","3","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19290606","1","NYC24","BLS","W","regular","y"
"NYL192906061","speac101","NYL","7","1","upper","3","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19290606","1","NYC24","BLS","W","regular","y"
"NYL192909011","speac101","NYL","7","1","value","3","0","2","0","1","0","","1","","0","1","","","0","","","0","","","","19290901","1","NYC24","HIL","W","regular","y"
"NYL192909011","speac101","NYL","7","1","lower","3","0","2","0","1","0","","1","","0","","","","0","","","0","","","","19290901","1","NYC24","HIL","W","regular","y"
"NYL192909011","speac101","NYL","7","1","upper","3","0","2","0","1","0","","1","","0","","","","0","","","0","","","","19290901","1","NYC24","HIL","W","regular","y"
