"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"HOM194005122","figuj102","NY6","1","value","18","","32","11","1","2","1","6","","1","","1","0","0","0","0","","","","","","1","","1","","1","19400512","2","WAS09","HOM","l","regular","y"
"NY5194005192","figuj102","NY6","1","value","27","","","7","1","","","1","","","","","","","","","","","","","1","","","1","","1","19400519","2","NYC16","NY5","w","regular",""
"PH5194005301","figuj102","NY6","1","value","24","","34","8","1","2","1","7","","2","","","0","0","0","0","1","","","","","1","","1","","1","19400530","1","PHI17","PH5","l","regular","y"
"PH5194006091","figuj102","NY6","1","value","24","","34","12","3","0","1","5","","0","","2","0","0","0","1","","","","","","1","","1","","1","19400609","1","HRB01","PH5","l","regular","y"
"PH5194006130","figuj102","NY6","1","value","3","","9","3","0","0","0","3","","3","0","","0","0","0","1","0","","","","","","","1","","","19400613","0","PHI17","PH5","w","regular","y"
"NW2194006270","figuj102","NY6","1","value","10","","17","7","0","0","0","5","","0","0","4","1","0","0","","0","","","","","1","","1","","","19400627","0","NWK04","NW2","l","regular","y"
"NW2194006290","figuj102","NY6","1","value","27","","33","5","0","0","2","4","","3","","","1","0","0","0","","","","","1","","","1","","1","19400629","0","NWK04","NW2","w","regular","y"
"NY6194007071","figuj102","NY6","2","value","26","","38","10","0","0","0","3","3","3","0","1","0","0","0","1","0","","","","","","","","1","","19400707","1","NYC16","PH5","l","regular","y"
"NY6194007230","figuj102","NY6","3","value","10","","14","4","1","0","0","2","","0","0","3","0","0","0","1","0","","","","","1","","","1","","19400723","0","BRI01","BLG","l","exhibition","y"
"HOM194008041","figuj102","NY6","2","value","6","","14","5","0","0","0","4","","1","0","0","1","0","0","0","0","","","","","1","","","1","","19400804","1","WAS09","HOM","l","regular","y"
"HOM194008070","figuj102","NY6","1","value","30","","","14","","","1","8","","","","","","","","","","","","","","1","","1","","1","19400807","0","CAN03","HOM","l","regular",""
