"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"NW2194307160","mccrj102","NY5","1","value","1","","4","2","","0","0","1","","1","","0","0","0","0","0","","","","","1","","","19430716","0","NWK04","NW2","L","regular","y"
"NW2194307160","mccrj102","NY5","1","lower","1","","","","","0","0","","","","","0","0","0","0","","","","","","","","","19430716","0","NWK04","NW2","L","regular","y"
"NW2194307160","mccrj102","NY5","1","upper","3","","","","","0","0","","","","","0","0","0","0","","","","","","","","","19430716","0","NWK04","NW2","L","regular","y"
"PH5194307170","mccrj102","NY5","1","value","13","","21","5","","","","7","","1","","","","","","","","","1","","1","","","19430717","0","PHI17","PH5","L","regular","y"
"PH5194307170","mccrj102","NY5","1","lower","12","","","3","","","","4","","1","","","","","","","","","","","","","","19430717","0","PHI17","PH5","L","regular","y"
"PH5194307170","mccrj102","NY5","1","upper","18","","","10","","","","8","","1","","","","","","","","","","","","","","19430717","0","PHI17","PH5","L","regular","y"
"NW2194307181","mccrj102","NY5","2","value","12","","20","4","","0","1","4","","4","","0","1","0","0","0","","","","","","1","","19430718","1","NWK04","NW2","L","regular","y"
"NW2194307181","mccrj102","NY5","2","lower","12","","","4","","0","","4","","4","","0","1","0","0","","","","","","","","","19430718","1","NWK04","NW2","L","regular","y"
"NW2194307181","mccrj102","NY5","2","upper","12","","","4","","0","","4","","4","","0","1","0","0","","","","","","","","","19430718","1","NWK04","NW2","L","regular","y"
"PH5194307290","mccrj102","NY5","1","value","13","","33","15","","","0","18","","","","","0","0","0","","","","1","","1","","","19430729","0","PHI17","PH5","L","regular","y"
"PH5194307290","mccrj102","NY5","1","lower","","","","","","","0","","","","","","0","0","0","","","","","","","","","19430729","0","PHI17","PH5","L","regular","y"
"PH5194307290","mccrj102","NY5","1","upper","","","","","","","0","","","","","","0","0","0","","","","","","","","","19430729","0","PHI17","PH5","L","regular","y"
"PH5194308280","mccrj102","NY5","1","value","6","5","15","5","","","0","5","","3","","4","0","0","0","0","","","1","","1","","","19430828","0","PHI17","PH5","L","regular","y"
"PH5194308280","mccrj102","NY5","1","lower","6","5","","","","","0","5","","3","","4","0","0","0","","","","","","","","","19430828","0","PHI17","PH5","L","regular","y"
"PH5194308280","mccrj102","NY5","1","upper","6","5","","","","","0","5","","3","","4","0","0","0","","","","","","","","","19430828","0","PHI17","PH5","L","regular","y"
