"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","d_gs","date","number","site","opp","wl","gametype","box"
"PH5193806010","bensg101","PTC","1","9","value","24","0","0","0","","","","","","","1","19380601","0","CHE02","PH5","w","regular","y"
"PTC193806040","bensg101","PTC","1","9","value","27","0","0","0","","","","","","","","19380604","0","PIT09","NY5","w","regular","y"
"WBS193806191","bensg101","PTC","1","9","value","27","2","","0","","","","","0","","","19380619","1","WAS09","WBS","w","regular","y"
"WBS193806192","bensg101","PTC","1","7","value","18","","","0","0","","","","","","","19380619","2","WAS09","WBS","l","regular","y"
"PTC193807041","bensg101","PTC","1","8","value","27","3","0","0","0","","","","","","","19380704","1","PIT09","HOM","l","regular","y"
"NW2193807173","bensg101","PH5","","8","value","27","","","","","","","","","","","19380717","3","TRE01","NW2","w","exhibition",""
"NW2193807173","bensg101","PH5","","8","lower","27","1","","","","","","","","","","19380717","3","TRE01","NW2","w","exhibition",""
"PH5193808040","bensg101","PH5","1","8","value","27","1","0","0","","","","","","","1","19380804","0","PHI17","BLG","l","regular","y"
"PH5193808201","bensg101","PH5","1","8","value","27","3","0","0","","","","","","","1","19380820","1","PHI17","NY5","w","exhibition","y"
"PH5193808202","bensg101","PH5","1","8","value","21","3","","0","","","","","","","1","19380820","2","PHI17","NY5","w","exhibition","y"
"BLG193808280","bensg101","PH5","1","8","value","30","1","0","0","","","","","","","1","19380828","0","BAL14","BLG","w","regular","y"
"NW2193905140","bensg101","PH5","1","8","value","27","0","0","0","0","0","","","","","1","19390514","0","NWK04","NW2","w","regular","y"
"NW2193905171","bensg101","PH5","1","8","value","24","1","0","0","0","0","","","","","1","19390517","1","NWK04","NW2","l","regular","y"
"NW2193905172","bensg101","PH5","1","8","value","18","0","0","0","0","0","","","","","1","19390517","2","NWK04","NW2","l","regular","y"
"PH5193905211","bensg101","PH5","1","8","value","30","3","0","0","0","0","","","","","1","19390521","1","PHI17","NY5","w","regular","y"
