"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","d_gs","date","number","site","opp","wl","gametype","box"
"WBS193805220","campd103","NY5","1","4","value","27","1","2","1","0","0","0","0","0","","","19380522","0","WAS09","WBS","w","regular","y"
"PTC193806040","campd103","NY5","1","4","value","24","1","1","1","","","","","","","","19380604","0","PIT09","PTC","l","regular","y"
"HOM193807171","campd103","NY5","2","4","value","","2","0","0","","","","","","","","19380717","1","CLE06","HOM","l","regular","y"
"HOM193807172","campd103","NY5","1","4","value","21","0","1","0","","","","","","","","19380717","2","CLE06","HOM","w","regular","y"
"HOM193807190","campd103","NY5","1","4","value","","","","","","","","","","","","19380719","0","COL05","HOM","l","regular","y"
"PH5193808201","campd103","NY5","1","4","value","24","1","3","0","","","","","","","1","19380820","1","PHI17","PH5","l","exhibition","y"
"PH5193808202","campd103","NY5","1","4","value","18","2","","0","","","","","","","1","19380820","2","PHI17","PH5","l","exhibition","y"
"HOM193905120","campd103","NY5","1","4","value","27","4","1","0","0","0","","","","","1","19390512","0","PIT06","HOM","w","regular","y"
"TLC193905130","campd103","NY5","1","4","value","27","3","1","1","1","0","","","","","1","19390513","0","TOL05","TLC","w","regular","y"
"TLC193905141","campd103","NY5","1","4","value","27","2","0","0","0","0","","","","","1","19390514","1","TOL05","TLC","w","regular","y"
"TLC193905142","campd103","NY5","1","4","value","18","2","0","0","0","0","","","","","1","19390514","2","TOL05","TLC","t","regular","y"
"TLC193905160","campd103","NY5","1","4","value","25","0","0","0","0","0","","","","","1","19390516","0","CHA01","TLC","l","exhibition","y"
"PH5193905211","campd103","NY5","1","4","value","29","5","0","0","0","0","","","","","1","19390521","1","PHI17","PH5","l","regular","y"
"BLG193905281","campd103","NY5","1","4","value","27","0","0","1","0","0","","","","","1","19390528","1","BAL10","BLG","w","regular","y"
"BLG193905282","campd103","NY5","1","4","value","15","0","0","0","0","0","","","","","1","19390528","2","BAL10","BLG","w","regular","y"
"NY5193905301","campd103","NY5","1","4","value","24","3","2","0","0","0","","","","","1","19390530","1","NYC23","BLG","l","regular","y"
"NY5193905302","campd103","NY5","1","4","value","21","3","4","0","1","0","","","","","1","19390530","2","NYC23","BLG","w","regular","y"
"PH5193906010","campd103","NY5","1","4","value","15","2","1","0","0","0","","","","","1","19390601","0","PHI17","PH5","t","regular","y"
"NY5193906042","campd103","NY5","1","4","value","27","4","0","0","0","0","","","","","1","19390604","2","NYC16","PH5","w","regular","y"
"PH5193906101","campd103","NY5","1","4","value","32","8","","0","0","0","","","","","1","19390610","1","PHI17","PH5","l","regular","y"
"PH5193906102","campd103","NY5","1","4","value","18","4","1","0","0","0","","","","","1","19390610","2","PHI17","PH5","l","regular","y"
"NY5193906252","campd103","NY5","1","4","value","21","3","1","0","0","0","","","","","1","19390625","2","NOR05","NW2","t","regular","y"
"PH5193907011","campd103","NY5","1","4","value","15","4","0","0","0","0","","","","","1","19390701","1","PHI17","PH5","l","regular","y"
"PH5193907012","campd103","NY5","1","4","value","18","2","0","0","0","0","","","","","1","19390701","2","PHI17","PH5","l","regular","y"
"NY5193907022","campd103","NY5","1","4","value","24","2","1","0","0","0","","","","","1","19390702","2","NYC16","BLG","l","regular","y"
"NY5193907042","campd103","NY5","1","4","value","21","2","8","0","2","0","","","","","1","19390704","2","NYC23","NW2","w","regular","y"
"NW2193907130","campd103","NY5","1","4","value","25","0","0","0","0","0","","","","","1","19390713","0","NWK04","NW2","l","regular","y"
"NW2193907161","campd103","NY5","1","4","value","24","0","0","0","0","0","","","","","1","19390716","1","NWK04","NW2","l","regular","y"
"NW2193907162","campd103","NY5","1","9","value","21","0","0","0","0","0","","","","","1","19390716","2","NWK04","NW2","w","regular","y"
"NY5193907232","campd103","NY5","1","4","value","27","2","4","0","0","0","","","","","1","19390723","2","NYC16","NY6","w","regular","y"
"SSA193908061","campd103","NY5","1","4","value","27","1","2","0","0","0","","","","","1","19390806","1","NOL01","SSA","w","exhibition","y"
"NY5193908132","campd103","NY5","1","4","value","27","1","3","0","0","0","","","","","1","19390813","2","NYC16","HOM","l","regular","y"
"NY5193908271","campd103","NY5","1","4","value","27","1","3","0","0","0","","","","","1","19390827","1","WAS09","NW2","w","exhibition","y"
"HOM193908272","campd103","NY5","1","4","value","18","1","2","0","2","0","","","","","1","19390827","2","WAS09","HOM","t","exhibition","y"
"PH5194006221","campd103","PH5","1","4","value","27","4","3","1","0","0","","","","","1","19400622","1","PHI17","KCM","w","exhibition","y"
"PH5194006222","campd103","PH5","1","4","value","21","1","6","0","0","0","","","","","1","19400622","2","PHI17","KCM","l","exhibition","y"
"HOM194006231","campd103","PH5","1","4","value","27","","","0","0","0","","","","","1","19400623","1","WAS09","HOM","l","regular","y"
"HOM194006232","campd103","PH5","1","4","value","18","","","0","0","0","","","","","1","19400623","2","WAS09","HOM","l","regular","y"
"HOM194006270","campd103","PH5","1","4","value","24","1","4","1","0","0","","","","","1","19400627","0","WAR03","HOM","l","regular","y"
"PH5194006291","campd103","PH5","1","4","value","27","0","0","0","0","0","","","","","1","19400629","1","PHI17","NY5","w","regular","y"
"PH5194006292","campd103","PH5","1","4","value","21","3","7","0","0","0","","","","","1","19400629","2","PHI17","NY5","w","regular","y"
"PH5194007041","campd103","PH5","1","4","value","27","2","2","0","0","0","","","","","1","19400704","1","PHI17","NW2","l","regular","y"
"PH5194007042","campd103","PH5","1","4","value","27","1","3","0","0","0","","","","","1","19400704","2","PHI17","NW2","l","regular","y"
"PH5194007061","campd103","PH5","1","4","value","27","2","4","2","0","0","","","","","1","19400706","1","PHI17","NY6","l","regular","y"
"PH5194007062","campd103","PH5","1","4","value","21","0","1","1","0","0","","","","","1","19400706","2","PHI17","NY6","w","regular","y"
"NY6194007071","campd103","PH5","1","4","value","27","2","4","1","1","0","","","","","1","19400707","1","NYC16","NY6","w","regular","y"
"PH5194007131","campd103","PH5","1","4","value","27","1","3","0","0","0","","","","","1","19400713","1","PHI17","HOM","w","regular","y"
"PH5194007132","campd103","PH5","1","4","value","21","3","1","0","0","0","","","","","1","19400713","2","PHI17","HOM","l","regular","y"
