"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"NYL192909011","coopd101","HIL","2","value","21","","38","11","","","2","6","","9","","5","0","0","0","2","","","","","","1","","19290901","1","NYC24","NYL","L","regular","y"
"NYL192909011","coopd101","HIL","2","lower","","","","","","","2","","","9","","5","0","0","0","","","","","","","","","19290901","1","NYC24","NYL","L","regular","y"
"NYL192909011","coopd101","HIL","2","upper","","","","","","","2","","","9","","5","0","0","0","","","","","","","","","19290901","1","NYC24","NYL","L","regular","y"
"HOM193007191","coopd101","HOM","1","value","27","","37","9","2","0","0","3","","5","","4","0","0","0","0","","1","","","1","","1","19300719","1","PIT06","KCM","W","exhibition","y"
"HOM193007191","coopd101","HOM","1","lower","27","","","9","2","0","0","3","","5","","4","0","0","0","0","","","","","","","","19300719","1","PIT06","KCM","W","exhibition","y"
"HOM193007191","coopd101","HOM","1","upper","27","","","9","2","0","0","3","","5","","4","0","0","0","0","","","","","","","","19300719","1","PIT06","KCM","W","exhibition","y"
"SSN193008310","coopd101","HOM","1","value","15","","22","4","","","1","4","","3","","0","0","0","0","1","","","1","","1","","","19300831","0","STL12","SSN","L","championship","y"
"SSN193008310","coopd101","HOM","1","lower","15","","22","4","","","1","4","","3","","0","0","0","0","1","","","","","","","","19300831","0","STL12","SSN","L","championship","y"
"SSN193008310","coopd101","HOM","1","upper","15","","22","4","","","1","4","","3","","0","0","0","0","1","","","","","","","","19300831","0","STL12","SSN","L","championship","y"
"HOM193009202","coopd101","HOM","2","value","6","","10","4","","","0","4","","0","","0","0","0","0","0","","","","","","","","19300920","2","PIT06","NYL","W","championship","y"
"HOM193009202","coopd101","HOM","2","lower","6","","10","4","","","0","4","","0","","0","0","0","0","0","","","","","","","","19300920","2","PIT06","NYL","W","championship","y"
"HOM193009202","coopd101","HOM","2","upper","6","","10","4","","","0","4","","0","","0","0","0","0","0","","","","","","","","19300920","2","PIT06","NYL","W","championship","y"
"NYL193009281","coopd101","HOM","2","value","12","","17","5","","","0","2","","3","","2","0","0","0","2","","","","","","1","","19300928","1","NYC16","NYL","L","championship","y"
"NYL193009281","coopd101","HOM","2","lower","12","","17","5","","","0","2","","3","","2","0","0","0","2","","","","","","","","19300928","1","NYC16","NYL","L","championship","y"
"NYL193009281","coopd101","HOM","2","upper","12","","17","5","","","0","2","","3","","2","0","0","0","2","","","","","","","","19300928","1","NYC16","NYL","L","championship","y"
"NY5194005122","coopd101","NW2","2","value","9","","15","4","","","0","6","","2","","0","0","0","0","","","","","","","","","19400512","2","NOR02","NY5","L","regular","y"
"NY5194005122","coopd101","NW2","2","lower","9","","","4","","","0","6","","2","","0","0","0","0","","","","","","","","","19400512","2","NOR02","NY5","L","regular","y"
"NY5194005122","coopd101","NW2","2","upper","9","","","4","","","0","6","","2","","0","0","0","0","","","","","","","","","19400512","2","NOR02","NY5","L","regular","y"
"NW2194005192","coopd101","NW2","1","value","12","","20","8","0","0","2","4","","2","","","0","0","0","1","","","1","","1","","","19400519","2","NWK04","PH5","L","regular","y"
"NW2194005192","coopd101","NW2","1","lower","","","","","0","0","2","","","2","","","0","0","0","","","","","","","","","19400519","2","NWK04","PH5","L","regular","y"
"NW2194005192","coopd101","NW2","1","upper","","","","","0","0","2","","","2","","","0","0","0","","","","","","","","","19400519","2","NWK04","PH5","L","regular","y"
