"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","d_gs","date","number","site","opp","wl","gametype","box"
"PH5194005110","morts102","PH5","1","6","value","24","0","3","3","0","0","","","","","1","19400511","0","PHI17","BLG","l","regular","y"
"PH5194005181","morts102","PH5","1","6","value","9","1","1","1","1","0","","","","","0","19400518","1","PHI17","NW2","w","regular","y"
"PH5194305270","morts102","PH5","1","6","value","","1","0","0","0","0","","","","","","19430527","0","PHI17","HSL","w","regular","y"
"PH5194305290","morts102","PH5","1","6","value","27","5","5","1","0","0","","","","","1","19430529","0","PHI17","NY6","l","regular","y"
"NY5194305301","morts102","PH5","1","6","value","","2","0","0","0","0","","","","","","19430530","1","NYC14","NY5","w","regular","y"
"PH5194305312","morts102","PH5","1","6","value","","2","2","1","0","0","","","","","","19430531","2","PHI17","NY6","l","regular","y"
"HSL194306062","morts102","PH5","1","6","value","12","2","2","0","0","0","","","","","1","19430606","2","HRB01","HSL","l","regular","y"
"HSL194306132","morts102","PH5","1","4","value","3","1","0","0","0","0","","","","","","19430613","2","NYC16","HSL","l","regular","y"
"PH5194306190","morts102","PH5","1","4","value","24","1","6","0","0","0","","","","","1","19430619","0","PHI17","HOM","l","regular","y"
"PH5194306260","morts102","PH5","1","4","value","27","3","3","0","1","0","","","","","1","19430626","0","PHI17","HOM","l","regular","y"
"BLG194306271","morts102","PH5","1","4","value","27","1","3","0","0","0","","","","","1","19430627","1","BAL14","BLG","w","regular","y"
"BLG194306272","morts102","PH5","1","4","value","24","3","2","0","0","0","","","","","1","19430627","2","BAL14","BLG","l","regular","y"
"PH5194307010","morts102","PH5","1","6","value","27","5","1","0","0","0","","","","","1","19430701","0","PHI17","BLG","l","regular","y"
"PH5194307030","morts102","PH5","1","6","value","27","3","6","1","1","0","","","","","1","19430703","0","PHI17","BLG","w","regular","y"
"NY6194307042","morts102","PH5","1","6","value","24","6","2","1","0","0","","","","","1","19430704","2","NYC16","NY6","l","regular","y"
"PH5194307051","morts102","PH5","1","4","value","27","6","5","0","0","0","","","","","1","19430705","1","PHI17","NY6","l","regular","y"
"PH5194307052","morts102","PH5","1","4","value","27","0","5","0","0","0","","","","","1","19430705","2","PHI17","NY6","w","regular","y"
"PH5194307100","morts102","PH5","1","4","value","27","1","3","1","0","0","","","","","1","19430710","0","PHI17","BLG","w","regular","y"
"PH5194307111","morts102","PH5","1","4","value","","2","0","0","0","0","","","","","1","19430711","1","NYC16","BLG","l","regular","y"
"PH5194307150","morts102","PH5","1","6","value","","2","0","1","0","0","","","","","1","19430715","0","PHI17","NW2","l","regular","y"
"PH5194307170","morts102","PH5","1","4","value","27","3","3","0","0","0","","","","","1","19430717","0","PHI17","NY5","w","regular","y"
"BLG194307182","morts102","PH5","1","6","value","18","3","4","0","1","0","","","","","1","19430718","2","BAL14","BLG","l","regular","y"
"PH5194307240","morts102","PH5","1","4","value","27","4","5","0","2","0","","","","","1","19430724","0","PHI17","HOM","l","regular","y"
"PH5194307252","morts102","PH5","1","6","value","27","0","1","0","0","0","","","","","1","19430725","2","NYC14","HOM","l","regular","y"
"PH5194307270","morts102","PH5","1","4","value","30","2","4","0","0","0","","","","","1","19430727","0","PHI17","BLG","w","regular","y"
"PH5194307290","morts102","PH5","1","4","value","","3","7","0","0","0","","","","","1","19430729","0","PHI17","NY5","w","regular","y"
"PH5194308190","morts102","PH5","1","4","value","","1","0","2","0","0","","","","","1","19430819","0","PHI17","NW2","w","regular","y"
"PH5194308260","morts102","PH5","1","4","value","33","3","6","0","0","0","","","","","1","19430826","0","PHI17","BLG","t","regular","y"
"PH5194308280","morts102","PH5","1","4","value","27","5","0","0","0","0","","","","","1","19430828","0","PHI17","NY5","w","regular","y"
"HOM194309020","morts102","PH5","1","4","value","27","1","4","1","1","0","","","","","1","19430902","0","WAS09","HOM","w","regular","y"
"PH5194309040","morts102","PH5","1","4","value","27","5","5","0","0","0","","","","","1","19430904","0","PHI17","BIR","w","exhibition","y"
"NNS194309180","morts102","NNS","1","4","value","27","6","2","0","0","0","","","","","1","19430918","0","PHI17","HOM","l","exhibition","y"
"NNS194309191","morts102","NNS","1","5","value","27","0","2","0","0","0","","","","","1","19430919","1","PHI17","HOM","w","exhibition","y"
"NNS194309192","morts102","NNS","1","5","value","21","0","3","0","0","0","","","","","1","19430919","2","PHI17","HOM","l","exhibition","y"
"BLG194405071","morts102","PH5","1","6","value","24","","","0","0","0","","","","","1","19440507","1","BAL14","BLG","l","regular","y"
"NW2194405281","morts102","NW2","1","6","value","27","","","0","0","0","","","","","1","19440528","1","NWK04","NY5","w","regular","y"
"PH5194406010","morts102","NW2","1","6","value","24","1","1","0","0","0","","","","","1","19440601","0","PHI17","PH5","l","regular","y"
"MEM194406112","morts102","NW2","1","6","value","39","2","3","0","1","0","","","","","1","19440611","2","CHI11","MEM","w","exhibition","y"
"HOM194406181","morts102","NW2","1","6","value","24","2","5","0","0","0","","","","","1","19440618","1","PIT06","HOM","l","regular","y"
"HOM194406190","morts102","NW2","1","2","value","27","1","3","1","1","0","0","","","","1","19440619","0","HRB01","HOM","w","regular","y"
"NW2194406251","morts102","NW2","1","6","value","27","","","0","2","0","","","","","1","19440625","1","NWK04","PH5","w","regular","y"
"NW2194407021","morts102","NW2","1","6","value","30","","","0","0","0","","","","","1","19440702","1","NWK04","HOM","w","regular","y"
"NW2194407041","morts102","NW2","1","6","value","27","2","2","1","0","0","","","","","1","19440704","1","NYC15","NY6","l","regular","y"
"NW2194407042","morts102","NW2","1","6","value","27","1","1","2","0","0","","","","","1","19440704","2","NYC15","NY6","w","regular","y"
"PH5194407080","morts102","NW2","1","6","value","","0","0","1","0","0","","","","","1","19440708","0","PHI17","PH5","l","regular","y"
"BLG194407091","morts102","NW2","1","6","value","24","1","6","1","1","0","","","","","1","19440709","1","BAL14","BLG","l","regular","y"
"BLG194407100","morts102","NW2","1","6","value","24","1","2","0","0","0","","","","","1","19440710","0","HRB01","BLG","l","regular","y"
"BLG194407110","morts102","NW2","1","6","value","24","","","0","0","0","","","","","1","19440711","0","BAL14","BLG","l","regular","y"
"NW2194407150","morts102","NW2","1","6","value","27","","","0","0","0","","","","","1","19440715","0","TRE01","NY5","l","regular","y"
"PH5194407220","morts102","NW2","1","6","value","24","0","5","0","1","0","","","","","1","19440722","0","PHI17","PH5","l","regular","y"
"HOM194407231","morts102","NW2","1","6","value","24","","","0","1","0","","","","","1","19440723","1","WAS09","HOM","l","regular","y"
"HOM194407232","morts102","NW2","1","6","value","24","","","0","0","0","","","","","1","19440723","2","WAS09","HOM","w","regular","y"
"BLG194407280","morts102","NW2","1","6","value","27","","","1","0","0","","","","","1","19440728","0","BAL14","BLG","w","regular","y"
"BLG194408050","morts102","NW2","1","6","value","","","","0","0","0","","","","","1","19440805","0","BAL14","BLG","l","regular","y"
"BLG194408050","morts102","NW2","2","4","value","","","","0","0","0","","","","","1","19440805","0","BAL14","BLG","l","regular","y"
"BLG194408061","morts102","NW2","1","6","value","27","","","0","1","0","","","","","1","19440806","1","BAL14","BLG","w","regular","y"
"BLG194408062","morts102","NW2","1","6","value","18","","","0","0","0","","","","","1","19440806","2","BAL14","BLG","l","regular","y"
"PH5194408120","morts102","NW2","1","4","value","27","3","3","0","0","0","","","","","1","19440812","0","PHI17","PH5","w","exhibition","y"
"NW2194408131","morts102","NW2","1","4","value","27","","","0","0","0","","","","","1","19440813","1","NWK04","PH5","w","exhibition","y"
"NW2194408180","morts102","NW2","1","6","value","27","3","0","1","0","0","","","","","1","19440818","0","NWK04","HOM","l","regular","y"
