"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","pbp","season"
"NW2193905140","PH5","NW2","NWK04","19390514","0","0:00PM","day","","","FALSE","","0","10000","unknown","unknown","unknown","0","unknown","-1","","","forbf901","devoj102","","","","","carts102","day-l101","thoms105","regular","7","5","PH5","NW2","y","both","y","y","d","1939"
"PH5193905150","NY6","PH5","CHE01","19390515","0","","night","","","","","","","","","","","","","","","","","","","","","","","","regular","1","5","PH5","NY6","","","","","","1939"
"NW2193905171","PH5","NW2","NWK04","19390517","1","0:00PM","night","","","FALSE","","0","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","browj115","ellir105","","regular","2","5","NW2","PH5","y","both","y","y","d","1939"
"NW2193905172","PH5","NW2","NWK04","19390517","2","0:00PM","night","7","","FALSE","","0","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","day-l101","mcdow101","","regular","0","1","NW2","PH5","y","both","y","y","d","1939"
"PH5193905201","HOM","PH5","PHI17","19390520","1","","","","","","","","","","","","","","","","","","","","","","","thoms105","partr102","","regular","3","4","PH5","HOM","","p","","","","1939"
"PH5193905202","HOM","PH5","PHI17","19390520","2","","night","7","","","","","","","","","","","","","","","","","","","","walke103","carts102","","regular","16","1","HOM","PH5","","p","","","","1939"
"PH5193905211","NY5","PH5","PHI17","19390521","1","0:00PM","day","","","FALSE","","0","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","mcheh101","hollb106","","regular","3","4","PH5","NY5","y","both","y","y","d","1939"
"PH5193905212","NY5","PH5","PHI17","19390521","2","","day","2","","","","","","","","","","","","","","","","","","","","mcdut101","mcdow101","","regular","5","2","NY5","PH5","y","both","","","","1939"
"HOM193905270","PH5","HOM","PIT06","19390527","0","","day","","","","","","","","","","","","","","","harrm103","harrb901","","","","","browr103","carts102","","regular","5","12","HOM","PH5","y","both","y","y","","1939"
"HOM193905281","PH5","HOM","BUF06","19390528","1","","day","","","","","","","","","","","","","","","","","","","","","partr102","thoms105","","regular","2","10","HOM","PH5","y","both","y","y","","1939"
"HOM193905282","PH5","HOM","BUF06","19390528","2","","","","","","","","","","","","","","","","","","","","","","","walke103","millh104","","regular","1","6","HOM","PH5","y","both","","","","1939"
"PH5193905301","TLC","PH5","PHI17","19390530","1","","day","","","","","","","","","","","","","","","","","","","","","mcdow101","wrigj105","","regular","5","17","PH5","TLC","y","both","y","y","","1939"
"PH5193905302","TLC","PH5","PHI17","19390530","2","","night","","","","","","","","","","","","","","","","","","","","","mcheh101","johnj115","","regular","3","4","PH5","TLC","y","both","y","y","","1939"
"PH5193906010","NY5","PH5","PHI17","19390601","0","0:00PM","night","","","FALSE","","0","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","","","","regular","1","1","","","y","both","y","y","d","1939"
"PH5193906031","NY6","PH5","PHI17","19390603","1","","day","","","","","","","","","","","","","","","","","","","","","thoms105","rectc101","","regular","1","13","PH5","NY6","y","both","y","y","","1939"
"PH5193906032","NY6","PH5","PHI17","19390603","2","","night","7","","","","","","","","","","","","","","mccrf901","","cockp101","","","","ruizs101","millh104","","regular","6","5","NY6","PH5","y","both","y","y","","1939"
"NY5193906042","PH5","NY5","NYC16","19390604","2","0:00PM","day","","","FALSE","","0","12000","unknown","unknown","unknown","0","unknown","-1","","","turnc101","devoj102","(none)","mccrf901","","","hollb106","mcdow101","","regular","4","5","NY5","PH5","y","both","y","y","d","1939"
"PH5193906080","BLG","PH5","PHI17","19390608","0","","","","","","","","","","","","","","","","","","","","","","","byrdb101","mcdow101","","regular","12","9","BLG","PH5","y","both","y","y","","1939"
"PH5193906101","NY5","PH5","PHI17","19390610","1","","day","","","","","","","","","","","","","","","","","","","","","mcheh101","hollb106","","regular","5","6","PH5","NY5","y","both","y","y","","1939"
"PH5193906102","NY5","PH5","PHI17","19390610","2","","night","7","","","","","","","","","","","","","","","","","","","","mcheh101","mcdut101","","regular","3","4","PH5","NY5","y","both","y","y","","1939"
"PH5193906111","NY6","PH5","PHI17","19390611","1","","","","","","","","","","","","","","","","","","","","","","","tianl102","thoms105","","regular","8","3","NY6","PH5","y","both","y","y","","1939"
"PH5193906112","NY6","PH5","PHI17","19390611","2","","","","","","","","","","","","","","","","","","","","","","","ruizs101","mcdow101","","regular","6","3","NY6","PH5","y","both","y","y","","1939"
"PH5193906150","NW2","PH5","PHI17","19390615","0","0:00PM","night","","","FALSE","","0","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","browj115","millh104","","regular","9","0","NW2","PH5","y","both","y","y","d","1939"
"PH5193906171","NW2","PH5","PHI17","19390617","1","","","","","","","","","","","","","","","","","","","","","","","day-l101","thoms105","hubew101","regular","15","7","NW2","PH5","y","both","y","y","","1939"
