"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","pbp","season"
"HOM193805081","NY5","HOM","IND10","19380508","1","","","","","","","","1500","","","","","","","","","","","","","","","browr103","","","exibition","7","16","HOM","NY5","","","","","","1938"
"HOM193805082","NY5","HOM","IND10","19380508","2","","","7","","","","","1500","","","","","","","","","","","","","","","stann101","","","exibition","1","0","NY5","HOM","","","","","","1938"
"WBS193805220","NY5","WBS","WAS09","19380522","0","","","","","","","145","","","","","","","","","","crumj101","lee-u901","","","","","browb107","yokel101","","regular","13","2","NY5","WBS","y","both","y","y","","1938"
"PTC193806040","NY5","PTC","PIT09","19380604","0","","","","","","","","","","","","","","","","","mccrf901","harrm103","","","","","morrb104","stann101","","regular","5","9","PTC","NY5","y","both","y","y","","1938"
"PTC193806051","NY5","PTC","CUM01","19380605","1","","","","","","","","750","","","","","","","","","","","","","","","taylj108","browb107","","regular","5","10","PTC","NY5","y","both","","","","1938"
"PTC193806052","NY5","PTC","CUM01","19380605","2","","","7","","","","","750","","","","","","","","","","","","","","","harvb101","hollb106","","regular","2","9","PTC","NY5","y","both","","","","1938"
"PH5193806160","NY5","PH5","PHI17","19380616","0","","","9","","FALSE","","","","","","","","","","","","","","","","","","mcheh101","stann101","jones107","regular","2","4","PH5","NY5","y","both","","","","1938"
"HOM193807162","NY5","HOM","GRE04","19380716","2","","night","","","","","","","","","","","","","","","","","","","","","","","","exhibition","6","2","NY5","HOM","","","","","","1938"
"HOM193807171","NY5","HOM","CLE06","19380717","1","","day","","","","","","","","","","","","","","","craij901","harrm103","","","","","walke103","stann101","","regular","2","11","HOM","NY5","y","both","y","y","","1938"
"HOM193807172","NY5","HOM","CLE06","19380717","2","","day","7","","","","","","","","","","","","","","","","","","","","browb107","welmr101","","regular","1","0","NY5","HOM","y","both","y","y","","1938"
"HOM193807180","NY5","HOM","DAY03","19380718","0","","night","9","","FALSE","","","2163","","","","","","","","","","","","","","","browr103","","","exhibition","2","15","HOM","NY5","y","both","","","","1938"
"HOM193807190","NY5","HOM","COL05","19380719","0","","night","9","","FALSE","","","2000","","","","","","","","","","","","","","","partr102","willr106","","regular","3","12","HOM","NY5","y","both","y","y","","1938"
"HOM193807200","NY5","HOM","TOL05","19380720","0","","night","9","","FALSE","","","","","","","","","","","","","","","","","","walke103","browb107","","regular","3","4","HOM","NY5","y","both","","","","1938"
"PH5193808201","NY5","PH5","PHI17","19380820","1","","day","","","","","","","","","","","","","","","","","","","","","mcdow101","currg102","","exhibition","2","7","PH5","NY5","y","both","y","y","","1938"
"PH5193808202","NY5","PH5","PHI17","19380820","2","","day","","","","","","","","","","","","","","","","","","","","","millh104","stann101","","exhibition","8","9","PH5","NY5","y","both","y","y","","1938"
"NY5193808231","PH5","NY5","SYR04","19380823","1","","night","","","","","","519","","","","","","","","","","","","","","","","","","exhibition","4","3","PH5","NY5","","","","","","1938"
"NY5193808232","PH5","NY5","SYR04","19380823","2","","night","7","","","","","519","","","","","","","","","","","","","","","","","","exhibition","4","0","PH5","NY5","","","","","","1938"
