"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","pbp","season"
"JAX193804241","NW2","JAX","JKV01","19380424","1","","","","","","","","","","","","","","","","","","","","","","","","","","exhibition","12","6","NW2","JAX","","","","","","1938"
"JAX193804242","NW2","JAX","JKV01","19380424","2","","","","","","","","","","","","","","","","","","","","","","","","","","exhibition","9","5","NW2","JAX","","","","","","1938"
"NW2193806040","HOM","NW2","TRE01","19380604","0","","","","","","","","250","","","","","","","","","","","","","","","browr103","day-l101","","regular","7","6","HOM","NW2","y","both","y","y","","1938"
"PH5193806191","NW2","PH5","PHI16","19380619","1","","day","","","","","","","","","","","","","","","","","","","","","mcdut101","ellir105","","regular","9","7","NW2","PH5","y","both","y","y","","1938"
"PH5193806192","NW2","PH5","PHI16","19380619","2","","day","","","","","","","","","","","","","","","","","","","","","missj102","evanb105","","regular","7","8","PH5","NW2","y","both","y","y","","1938"
"NW2193806261","BFA","NW2","NWK04","19380626","1","","day","","","","","","","","","","","","","","","","","","","","","wrigj105","sumrw101","","regular","0","7","NW2","BFA","","","","","","1938"
"NW2193806262","BFA","NW2","NWK04","19380626","2","","day","7","","","","","","","","","","","","","","","","","","","","robir102","dunbv101","","regular","0","11","NW2","BFA","","","","","","1938"
"WBS193807020","NW2","WBS","WAS09","19380702","0","","","","","","","","","","","","","","","","","","","","","","","wrigj105","johnt107","","regular","7","5","NW2","WBS","y","both","y","y","","1938"
"BLG193807031","NW2","BLG","BAL14","19380703","1","","","","","","","","","","","","","","","","","","","","","","","grifb102","evanb105","","regular","9","18","BLG","NW2","y","both","y","y","","1938"
"BLG193807032","NW2","BLG","BAL14","19380703","2","","","7","","","","","","","","","","","","","","","","","","","","","","","regular","0","8","BLG","NW2","y","both","y","y","","1938"
"NW2193807173","PH5","NW2","TRE01","19380717","3","","night","","","","","","","","","","","","","","","","","","","","","","","","exhibition","7","3","PH5","NW2","","","","","","1938"
"NW2193808011","HOM","NW2","SYR04","19380801","1","","night","7","","","","","","","","","","","","","","","","","","","","partr102","wrigj105","","","3","0","HOM","NW2","","","","","","1938"
"NW2193808012","HOM","NW2","SYR04","19380801","2","","night","","","","","","","","","","","","","","","","","","","","","evanb105","","","","1","4","NW2","HOM","","","","","","1938"
"HOM193808030","NW2","HOM","BUF06","19380803","0","","night","","","","","","","","","","","","","","","","","","","","","","","","exhibition","8","20","HOM","NW2","","","","","","1938"
"HOM193808050","NW2","HOM","BUT01","19380805","0","","","","","","","","","","","","","","","","","","","","","","","parkt101","browj112","","regular","3","7","HOM","NW2","","both","","","","1938"
"HOM193808061","NW2","HOM","MSN01","19380806","1","","","","","","","","","","","","","","","","","","","","","","","evanb105","wrigj105","","regular","15","13","NW2","HOM","","both","","","","1938"
"HOM193808062","NW2","HOM","MSN01","19380806","2","","","7","","","","","","","","","","","","","","","","","","","","greeh103","robes104","","regular","11","4","NW2","HOM","","both","","","","1938"
"HOM193808090","NW2","HOM","TOL05","19380809","0","","night","9","","FALSE","","","","","","","","","","","","","","","","","","parkt101","wrigj105","","regular","7","9","HOM","NW2","y","HOM","","","","1938"
"NW2193808162","PH5","NW2","NWK04","19380816","2","","night","7","","","","","","","","","","","","","","","","","","","","","","","regular","5","4","PH5","NW2","","","","","","1938"
