"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","pbp","season"
"SSN193004190","HOM","SSN","STL12","19300419","0","0:00PM","day","","","false","","-1","2000","unknown","unknown","unknown","0","unknown","-1","","","hollu901","","","","","","willl105","davir103","","exhibition","4","1","HOM","SSN","y","both","y","y","","1930"
"SSN193004210","HOM","SSN","STL12","19300421","0","0:00PM","day","","","false","","-1","2000","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","willj109","willj116","","exhibition","6","2","HOM","SSN","y","both","y","y","","1930"
"SSN193008300","HOM","SSN","STL12","19300830","0","0:00PM","day","","","false","","-1","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","rossw101","radct101","","championship","10","6","HOM","SSN","y","both","y","y","","1930"
"SSN193008310","HOM","SSN","STL12","19300831","0","0:00PM","day","","","false","","100","0","unknown","unknown","unknown","0","unknown","-1","","","coopu901","draku901","","","","","radct101","coopd101","","championship","1","9","SSN","HOM","y","both","y","y","","1930"
"SSN193009010","HOM","SSN","STL12","19300901","0","0:00PM","day","","","false","","-1","0","unknown","unknown","unknown","0","unknown","-1","","","coopu901","donab901","","","","","davir103","britg103","","championship","5","6","SSN","HOM","y","both","y","y","","1930"
"SSN193009020","HOM","SSN","STL12","19300902","0","0:00PM","night","","","false","","180","6000","unknown","unknown","unknown","0","unknown","-1","","","coopu901","donab901","","","","","stroj103","willj109","","championship","11","18","SSN","HOM","y","both","y","y","","1930"
"SSN193009030","HOM","SSN","STL12","19300903","0","0:00PM","night","","","false","","160","5000","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","trent101","rossw101","","championship","5","6","SSN","HOM","y","both","y","y","","1930"
"SSN193009130","DT1","SSN","STL12","19300913","0","0:00PM","night","","","false","","150","5000","unknown","unknown","unknown","0","unknown","-1","","","donab901","coopu901","","johnu902","","","trent101","deann101","","lcs","4","5","SSN","DT1","y","both","y","y","","1930"
"SSN193009150","DT1","SSN","STL12","19300915","0","0:00PM","day","","","false","","150","0","unknown","unknown","unknown","0","unknown","-1","","","donab901","coopu901","","johnu902","","","powew101","stroj103","","lcs","11","7","DT1","SSN","y","both","y","y","","1930"
"SSN193009160","DT1","SSN","STL12","19300916","0","0:00PM","night","","","false","","135","0","unknown","unknown","unknown","0","unknown","-1","","","donab901","coopu901","","johnu902","","","trent101","davia101","","lcs","2","7","SSN","DT1","y","both","y","y","","1930"
"SSN193009170","DT1","SSN","STL12","19300917","0","0:00PM","night","","","false","","-1","0","unknown","unknown","unknown","0","unknown","-1","","","donab901","johnu902","","coopu901","","","deann101","hensl101","","lcs","5","4","DT1","SSN","y","both","y","y","","1930"
"DT1193009200","SSN","DT1","DET06","19300920","0","0:00PM","day","","","false","","-1","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","powew101","radct101","","lcs","5","7","DT1","SSN","y","both","y","y","","1930"
"DT1193009210","SSN","DT1","DET06","19300921","0","0:00PM","day","","","false","","-1","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","hensl101","davia101","","lcs","4","3","SSN","DT1","y","both","y","y","","1930"
"DT1193009220","SSN","DT1","DET06","19300922","0","0:00PM","day","","","false","","135","0","unknown","unknown","unknown","0","unknown","-1","","","gutzu901","shiru901","","omaru901","","","davir103","deann101","","lcs","13","7","SSN","DT1","y","both","y","y","","1930"
"SSN193010040","ASC","SSN","STL12","19301004","0","0:00PM","night","","","false","","110","0","unknown","unknown","unknown","0","unknown","-1","","","hollu901","johnu902","","","","","trent101","stoua101","","exhibition","2","3","SSN","ASC","y","both","y","y","","1930"
"SSN193010050","ASC","SSN","STL12","19301005","0","0:00PM","day","","","false","","120","0","unknown","unknown","unknown","0","unknown","-1","","","cavau901","johnu902","","hollu901","","","baynb101","hensl101","","exhibition","11","5","ASC","SSN","y","both","y","y","","1930"
"SSN193010080","ASC","SSN","STL12","19301008","0","","night","","","","","","","","","","","","","","","","","","","","","trent101","","","exhibition","0","2","SSN","ASC","","","","","","1930"
