"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","pbp","season"
"PH5193804130","HOM","PH5","GAL01","19380413","0","","day","","","","","","","","","","","","","","","harru901","","","","","","partr102","missj102","browr103","exhibition","7","4","HOM","PH5","y","both","y","y","","1938"
"KCM193804140","HOM","KCM","HOU04","19380414","0","","day","","","","","","","","","","","","","","","obriu901","fredu901","","","","","welmr101","bradf104","","exhibition","9","5","HOM","KCM","y","both","y","y","","1938"
"ATN193804240","HOM","ATN","ATL04","19380424","0","0:00PM","day","","","false","","0","5000","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","browr103","mitcb104","","exhibition","4","1","HOM","ATN","y","both","y","y","y","1938"
"PTC193804300","HOM","PTC","PIT09","19380430","0","","","9","","FALSE","","","","","","","","","","","","","","","","","","browr103","harvb101","","exhibition","10","5","HOM","PTC","y","both","y","y","","1938"
"HOM193805081","NY5","HOM","IND10","19380508","1","","","","","","","","1500","","","","","","","","","","","","","","","browr103","","","exibition","7","16","HOM","NY5","","","","","","1938"
"HOM193805082","NY5","HOM","IND10","19380508","2","","","7","","","","","1500","","","","","","","","","","","","","","","stann101","","","exibition","1","0","NY5","HOM","","","","","","1938"
"PH5193805221","HOM","PH5","PHI16","19380522","1","","day","","","","","","","","","","","","","","","mccrf901","cockp101","","","","","browr103","missj102","","regular","11","3","HOM","PH5","y","both","y","y","","1938"
"PH5193805222","HOM","PH5","PHI17","19380522","2","","","7","","","","","","","","","","","","","","","","","","","","walke103","brutj101","","regular","6","2","HOM","PH5","y","both","y","y","","1938"
"HOM193805291","WBS","HOM","CLE07","19380529","1","","","","","","","","5000","","","","","","","","","","","","","","","browr103","robes104","","regular","0","6","HOM","WBS","y","both","y","y","","1938"
"HOM193805292","WBS","HOM","CLE07","19380529","2","","","7","","","","","5000","","","","","","","","","","","","","","","walke103","nashg101","","regular","1","13","HOM","WBS","y","both","","","","1938"
"HOM193805301","WBS","HOM","PIT09","19380530","1","","day","","","","","","","","","","","","","","","","","","","","","parkt101","yokel101","","regular","3","16","HOM","WBS","y","both","y","y","","1938"
"HOM193805302","WBS","HOM","PIT09","19380530","2","","day","7","","","","","","","","","","","","","","","","","","","","dulal101","richh102","","regular","3","6","HOM","WBS","y","both","","","","1938"
"NW2193806040","HOM","NW2","TRE01","19380604","0","","","","","","","","250","","","","","","","","","","","","","","","browr103","day-l101","","regular","7","6","HOM","NW2","y","both","y","y","","1938"
