"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","pbp","season"
"HOM193008210","DT1","HOM","AKR01","19300821","0","0:00PM","night","","","FALSE","","-1","500","unknown","unknown","unknown","0","unknown","-1","","","goehu901","","","","","","willj109","shawt101","","championship","3","11","HOM","DT1","y","both","y","y","","1930"
"DT1193008220","HOM","DT1","AKR01","19300822","0","0:00PM","night","","","false","","-1","0","unknown","unknown","unknown","0","unknown","-1","","","lobau901","goehu901","","","","","britg103","davia101","","championship","16","5","HOM","DT1","y","both","y","y","","1930"
"DT1193008270","HOM","DT1","DET06","19300827","0","0:00PM","day","","","false","","-1","0","unknown","unknown","unknown","0","unknown","-1","","","shiru901","gutzu901","","","","","deann101","britg103","","championship","5","7","DT1","HOM","y","both","y","y","","1930"
"DT1193008280","HOM","DT1","DET06","19300828","0","0:00PM","day","","","false","","118","0","unknown","unknown","unknown","0","unknown","-1","","","gutzu901","omaru901","","","","","willj109","coopa101","","championship","5","3","HOM","DT1","y","both","y","y","","1930"
"SSN193009130","DT1","SSN","STL12","19300913","0","0:00PM","night","","","false","","150","5000","unknown","unknown","unknown","0","unknown","-1","","","donab901","coopu901","","johnu902","","","trent101","deann101","","lcs","4","5","SSN","DT1","y","both","y","y","","1930"
"SSN193009150","DT1","SSN","STL12","19300915","0","0:00PM","day","","","false","","150","0","unknown","unknown","unknown","0","unknown","-1","","","donab901","coopu901","","johnu902","","","powew101","stroj103","","lcs","11","7","DT1","SSN","y","both","y","y","","1930"
"SSN193009160","DT1","SSN","STL12","19300916","0","0:00PM","night","","","false","","135","0","unknown","unknown","unknown","0","unknown","-1","","","donab901","coopu901","","johnu902","","","trent101","davia101","","lcs","2","7","SSN","DT1","y","both","y","y","","1930"
"SSN193009170","DT1","SSN","STL12","19300917","0","0:00PM","night","","","false","","-1","0","unknown","unknown","unknown","0","unknown","-1","","","donab901","johnu902","","coopu901","","","deann101","hensl101","","lcs","5","4","DT1","SSN","y","both","y","y","","1930"
"DT1193009200","SSN","DT1","DET06","19300920","0","0:00PM","day","","","false","","-1","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","powew101","radct101","","lcs","5","7","DT1","SSN","y","both","y","y","","1930"
"DT1193009210","SSN","DT1","DET06","19300921","0","0:00PM","day","","","false","","-1","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","hensl101","davia101","","lcs","4","3","SSN","DT1","y","both","y","y","","1930"
"DT1193009220","SSN","DT1","DET06","19300922","0","0:00PM","day","","","false","","135","0","unknown","unknown","unknown","0","unknown","-1","","","gutzu901","shiru901","","omaru901","","","davir103","deann101","","lcs","13","7","SSN","DT1","y","both","y","y","","1930"
