"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","pbp","season"
"MEM193904020","BLG","MEM","MEM02","19390402","0","","","","","","","","","","","","","","","","","","","","","","","","","","exhibition","2","4","MEM","BLG","","","","","","1939"
"ATN193904090","BLG","ATN","ATL04","19390409","0","","","","","","","","","","","","","","","","","","","","","","","","","","exhibition","13","12","BLG","ATN","","","","","","1939"
"ATN193904100","BLG","ATN","ATL04","19390410","0","","","","","","","","","","","","","","","","","","","","","","","","","","exhibition","11","10","BLG","ATN","","","","","","1939"
"ATN193904160","BLG","ATN","CHT01","19390416","0","","","","","","","","500","","","","","","","","","","","","","","","","","","exhibition","6","3","BLG","ATN","","","","","","1939"
"BLG193904231","CAG","BLG","NSH02","19390423","1","","","","","","","","","","","","","","","","","","","","","","","byrdb101","cornw101","","exhibition","3","5","BLG","CAG","y","both","y","y","","1939"
"BLG193904232","CAG","BLG","NSH02","19390423","2","","","","","","","","","","","","","","","","","","","","","","","harvb101","bowel102","","exhibition","0","5","BLG","CAG","y","both","y","y","","1939"
"BLG193904240","CAG","BLG","NSH02","19390424","0","","","","","","","","","","","","","","","","","","","","","","","","","","exhibition","10","6","CAG","BLG","","","","","","1939"
"BLG193904301","HOM","BLG","BIR01","19390430","1","","day","","","","","","5000","","","","","","","","","","","","","","","partr102","","","exhibition","6","2","HOM","BLG","","","","","","1939"
"HOM193904301","BLG","HOM","BIR01","19390430","1","","","","","","","","","","","","","","","","","","","","","","","","","","exhibition","2","6","HOM","BLG","","","","","","1939"
"BLG193904302","HOM","BLG","BIR01","19390430","2","","day","","","","","","5000","","","","","","","","","","","","","","","","phill101","","exhibition","5","2","HOM","BLG","","","","","","1939"
"HOM193904302","BLG","HOM","BIR01","19390430","2","","","","","","","","","","","","","","","","","","","","","","","","","","exhibition","1","5","HOM","BLG","","","","","","1939"
