"gid","team","inn1","inn2","inn3","inn4","inn5","inn6","inn7","inn8","inn9","inn10","inn11","inn12","inn13","inn14","inn15","inn16","inn17","inn18","inn19","inn20","inn21","inn22","inn23","inn24","inn25","inn26","inn27","inn28","lob","mgr","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","start_l1","start_l2","start_l3","start_l4","start_l5","start_l6","start_l7","start_l8","start_l9","start_f1","start_f2","start_f3","start_f4","start_f5","start_f6","start_f7","start_f8","start_f9","start_f10","date","number","site","opp","wl","gametype","box","season"
"DT1192807290","SSN","0","2","1","0","2","0","0","0","1","","","","","","","","","","","","","","","","","","","","9","","value","42","35","6","11","2","1","1","5","1","0","0","6","0","6","4","","","0","","27","","38","8","1","0","0","3","","6","","4","0","1","1","1","","1","","1","27","14","1","0","1","1","1","1","","bellj103","russb101","wellw101","suttm101","reduw101","cread101","palmc101","russj105","trent101","trent101","palmc101","suttm101","russj105","cread101","wellw101","reduw101","bellj103","russb101","","19280729","0","DET07","DT1","w","regular","y","1928"
"CAG192809220","SSN","0","0","0","0","0","0","0","3","0","","","","","","","","","","","","","","","","","","","","4","","value","34","32","3","8","1","2","0","3","0","","0","2","","7","0","","","","","24","","39","11","2","0","0","7","0","4","","1","1","0","0","2","","2","","0","24","17","2","1","0","0","0","2","","bellj103","russb101","wellw101","suttm101","reduw101","cread101","willh104","russj105","willj116","willj116","willh104","suttm101","russj105","cread101","wellw101","reduw101","bellj103","russb101","","19280922","0","CHI09","CAG","l","lcs","y","1928"
"CAG192809230","SSN","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","6","","value","33","30","0","3","1","0","0","0","0","","0","3","","8","1","0","","","","24","","33","11","2","0","0","3","0","0","","5","0","0","0","2","","2","1","0","24","11","2","1","0","0","0","2","1","bellj103","russb101","wellw101","suttm101","reduw101","cread101","willh104","russj105","trent101","trent101","willh104","suttm101","russj105","cread101","wellw101","reduw101","bellj103","russb101","","19280923","0","CHI09","CAG","l","lcs","y","1928"
"CAG192809240","SSN","1","2","0","1","0","2","0","0","0","","","","","","","","","","","","","","","","","","","","8","","value","41","35","6","13","0","0","0","6","2","","0","4","","2","0","","","","","27","","39","8","0","0","0","4","0","6","","4","0","0","0","0","","1","","0","27","11","3","0","0","0","0","1","","bellj103","russb101","wellw101","suttm101","reduw101","cread101","palmc101","russj105","hensl101","hensl101","palmc101","suttm101","russj105","cread101","wellw101","reduw101","bellj103","russb101","","19280924","0","CHI09","CAG","w","lcs","y","1928"
"CAG192809250","SSN","1","1","0","3","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","7","","value","39","33","5","8","1","1","0","5","1","","1","4","","4","0","","","","","27","","36","10","1","0","1","4","0","0","","2","0","0","0","1","","0","","0","27","14","2","0","0","0","0","0","","bellj103","russb101","wellw101","suttm101","reduw101","cread101","palmc101","russj105","mcdol102","mcdol102","palmc101","suttm101","russj105","cread101","wellw101","reduw101","bellj103","russb101","","19280925","0","CHI09","CAG","w","lcs","y","1928"
"SSN192809290","SSN","1","0","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","5","","value","35","31","3","8","2","0","1","","2","","1","1","","2","0","","","","","27","","39","11","1","1","1","5","0","1","","3","1","0","0","0","","0","","0","27","9","0","1","0","0","0","0","","bellj103","russb101","wellw101","suttm101","reduw101","cread101","palmc101","russj105","hensl101","hensl101","palmc101","suttm101","russj105","cread101","wellw101","reduw101","bellj103","russb101","","19280929","0","STL12","CAG","l","lcs","y","1928"
"SSN192809300","SSN","1","0","0","6","0","5","0","","","","","","","","","","","","","","","","","","","","","","9","","value","42","34","12","11","0","1","1","11","1","","0","7","","4","0","","","","","24","","41","10","2","3","0","7","0","4","","4","0","0","0","2","","1","","0","24","16","0","0","0","0","0","1","","bellj103","russb101","wellw101","suttm101","reduw101","cread101","willh104","russj105","trent101","trent101","willh104","suttm101","russj105","cread101","wellw101","reduw101","bellj103","russb101","","19280930","0","STL12","CAG","w","lcs","y","1928"
"SSN192810020","SSN","2","1","0","4","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","n","","value","","","7","12","","","2","","","","","","","3","","","","","","33","","","14","","","1","9","","","","","","","","","","","","","33","","4","","0","","","","","","","","","","","","","","trent101","willh104","","","","","","","","","19281002","0","STL12","CAG","l","lcs","","1928"
"SSN192810040","SSN","6","2","3","0","6","1","0","1","","","","","","","","","","","","","","","","","","","","","","","value","","","19","18","","","3","","","","","","","","","","","","","27","","","10","","","1","4","","","","","","","","","","","","","27","","0","","0","","","","","","","","","","","","","","hensl101","willh104","","","","","","","","","19281004","0","STL12","CAG","w","lcs","","1928"
"SSN192810050","SSN","1","0","2","0","0","4","0","2","","","","","","","","","","","","","","","","","","","","","5","","value","38","33","9","10","1","1","3","","0","","0","5","","7","0","","","","","27","","38","9","1","1","1","2","0","2","","7","1","0","0","1","","2","","0","0","0","1","0","0","0","0","2","","bellj103","russb101","wellw101","suttm101","reduw101","cread101","willh104","russj105","trent101","trent101","willh104","suttm101","russj105","cread101","wellw101","reduw101","bellj103","russb101","","19281005","0","STL12","CAG","w","lcs","y","1928"
