"gid","team","inn1","inn2","inn3","inn4","inn5","inn6","inn7","inn8","inn9","inn10","inn11","inn12","inn13","inn14","inn15","inn16","inn17","inn18","inn19","inn20","inn21","inn22","inn23","inn24","inn25","inn26","inn27","inn28","lob","mgr","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","start_l1","start_l2","start_l3","start_l4","start_l5","start_l6","start_l7","start_l8","start_l9","start_f1","start_f2","start_f3","start_f4","start_f5","start_f6","start_f7","start_f8","start_f9","start_f10","date","number","site","opp","wl","gametype","box","season"
"HOM193008210","DT1","2","0","0","0","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","7","","value","37","32","3","8","3","0","0","","2","","0","3","","10","0","","","","","24","","45","17","3","2","1","11","0","3","","6","0","1","0","0","","1","","0","24","9","2","0","0","0","1","1","","johnw103","hollc103","rilee101","steat101","danip102","robib105","dunnj104","orang101","shawt101","shawt101","danip102","rilee101","orang101","robib105","dunnj104","johnw103","steat101","hollc103","","19300821","0","AKR01","HOM","l","championship","y","1930"
"DT1193008220","DT1","0","2","2","0","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","10","","value","42","37","5","11","2","0","2","","1","","0","4","","4","0","","","","","27","","48","18","3","1","3","16","0","4","","3","0","0","0","1","","4","","0","27","13","4","0","0","0","0","4","","johnw103","hollc103","rilee101","steat101","danip102","robib105","dunnj104","orang101","davia101","davia101","danip102","rilee101","orang101","robib105","dunnj104","johnw103","steat101","hollc103","","19300822","0","AKR01","HOM","l","championship","y","1930"
"DT1193008270","DT1","0","1","0","0","0","0","6","0","","","","","","","","","","","","","","","","","","","","","5","","value","36","33","7","9","2","1","1","","1","","0","2","","4","1","","","","","27","","36","10","4","0","0","5","0","1","","0","0","0","0","0","","1","","0","27","16","0","1","0","0","0","1","","johnw103","hollc103","rilee101","steat101","palmc101","robib105","dunnj104","orang101","deann101","deann101","palmc101","rilee101","orang101","robib105","dunnj104","johnw103","steat101","hollc103","","19300827","0","DET06","HOM","w","championship","y","1930"
"DT1193008280","DT1","0","0","0","0","0","0","0","0","3","","","","","","","","","","","","","","","","","","","","3","","value","33","32","3","6","1","1","0","","0","","0","1","","7","1","","","","","27","","40","13","1","1","0","5","0","1","","7","0","1","0","3","","0","","0","27","12","0","0","0","0","1","0","","johnw103","hollc103","rilee101","steat101","danip102","robib105","dunnj104","orang101","coopa101","coopa101","danip102","rilee101","orang101","robib105","dunnj104","johnw103","steat101","hollc103","","19300828","0","DET06","HOM","l","championship","y","1930"
"SSN193009130","DT1","2","0","2","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","10","","value","41","35","4","13","3","0","1","","1","","1","4","","8","1","","","","","24","0","36","7","2","0","1","5","0","4","","4","0","0","0","1","","0","","0","24","13","4","1","0","0","0","0","","johnw103","hollc103","rilee101","steat101","palmc101","robib105","dunnj104","orang101","deann101","deann101","palmc101","rilee101","orang101","robib105","dunnj104","johnw103","steat101","hollc103","","19300913","0","STL12","SSN","l","lcs","y","1930"
"SSN193009150","DT1","2","0","3","0","2","3","0","1","0","","","","","","","","","","","","","","","","","","","","9","","value","47","44","11","17","3","1","1","","0","","0","3","","10","0","","","","","27","","41","10","1","1","1","7","0","6","","","0","0","0","2","","0","","0","27","9","0","0","1","0","0","0","","johnw103","hollc103","rilee101","steat101","palmc101","robib105","dunnj104","orang101","powew101","powew101","palmc101","rilee101","orang101","robib105","dunnj104","johnw103","steat101","hollc103","","19300915","0","STL12","SSN","w","lcs","y","1930"
"SSN193009160","DT1","1","0","0","0","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","8","","value","37","33","2","6","1","0","0","","0","","1","3","","10","1","","","","","24","0","35","9","4","0","1","7","0","3","","6","0","0","1","0","","3","","1","24","14","5","1","0","1","0","3","","johnw103","hollc103","rilee101","steat101","palmc101","robib105","dunnj104","orang101","davia101","davia101","palmc101","rilee101","orang101","robib105","dunnj104","johnw103","steat101","hollc103","","19300916","0","STL12","SSN","l","lcs","y","1930"
"SSN193009170","DT1","0","0","2","0","0","0","0","3","0","","","","","","","","","","","","","","","","","","","","6","","value","38","34","5","7","0","0","1","","1","","1","2","","","0","","","","","27","0","35","7","0","2","0","4","0","0","","","0","0","0","0","","0","","0","0","0","0","1","0","0","0","0","","johnw103","hollc103","rilee101","steat101","palmc101","danip102","dunnj104","orang101","deann101","deann101","palmc101","danip102","rilee101","orang101","dunnj104","johnw103","steat101","hollc103","","19300917","0","STL12","SSN","w","lcs","y","1930"
"DT1193009200","DT1","0","3","0","0","2","0","0","2","","","","","","","","","","","","","","","","","","","","","7","","value","38","32","7","11","2","0","0","","0","","0","6","","6","0","","","","","27","0","36","9","3","0","2","5","0","3","","3","0","0","0","0","","0","","0","27","0","2","0","0","0","0","0","","johnw103","hollc103","rilee101","steat101","palmc101","diall101","dunnj104","orang101","shawt101","shawt101","palmc101","diall101","rilee101","orang101","dunnj104","johnw103","steat101","hollc103","","19300920","0","DET06","SSN","w","lcs","y","1930"
"DT1193009210","DT1","0","0","1","1","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","6","","value","36","34","3","7","0","2","1","","0","","0","2","","4","0","","","","","27","0","40","15","2","0","0","4","0","3","","1","0","0","0","0","","0","","0","27","","0","0","0","0","0","0","","johnw103","hollc103","rilee101","steat101","palmc101","diall101","dunnj104","orang101","davia101","davia101","palmc101","diall101","rilee101","orang101","dunnj104","johnw103","steat101","hollc103","","19300921","0","DET06","SSN","l","lcs","y","1930"
