"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","pbp","season"
"LCB194905010","PH5","LCB","LOU05","19490501","0","0:00PM","day","","","false","","0","3350","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","brewc102","rickb102","","regular","1","2","LCB","PH5","y","both","y","y","d","1949"
"LCB194905020","PH5","LCB","COL05","19490502","0","","night","","","FALSE","","","1500","","","","","","","","","","","","","","","millh104","longe102","","regular","1","0","PH5","LCB","y","both","","","","1949"
"LCB194905030","PH5","LCB","SPR04","19490503","0","","night","","","FALSE","","","300","","","","","","","","","","","","","","","browt105","thomg105","","regular","7","14","LCB","PH5","y","both","","","","1949"
"LCB194905040","PH5","LCB","DAY03","19490504","0","","night","","","FALSE","","","","","","","","","","","","","","","","","","","jonep103","","regular","11","9","PH5","LCB","y","both","","","","1949"
"LCB194905050","PH5","LCB","CHA01","19490505","0","","night","","","FALSE","","","1700","","","","","","","","","","","","","","","grifb102","browj114","","regular","9","0","PH5","LCB","y","both","","","","1949"
"LCB194905061","PH5","LCB","LOU05","19490506","1","","night","","","FALSE","","","","","","","","","","","","","","","","","","","","","regular","5","1","PH5","LCB","y","","","","","1949"
"LCB194905062","PH5","LCB","LOU05","19490506","2","","night","","","","","","","","","","","","","","","","","","","","","","","","regular","12","4","PH5","LCB","","","","","","1949"
"PH5194905081","KCM","PH5","NWK04","19490508","1","0:00PM","day","","","false","","0","5200","unknown","unknown","unknown","0","unknown","-1","","","suttm101","moorc901","","","","","rickb102","mcdab101","harrw101","regular","2","8","PH5","KCM","y","both","y","y","d","1949"
"PH5194905082","KCM","PH5","NWK04","19490508","2","0:00PM","day","7","","false","","0","5200","unknown","unknown","unknown","0","unknown","-1","","","suttm101","moorc901","","","","","grifb102","lamaj102","","regular","3","4","PH5","KCM","y","both","y","y","d","1949"
"PH5194905120","IN9","PH5","WIL04","19490512","0","0:00PM","night","","","false","","151","1200","unknown","unknown","unknown","0","unknown","-1","","","mccrf901","trusu901","","","","","davip103","harrw101","","regular","2","1","IN9","PH5","y","both","y","y","d","1949"
"PH5194905131","IN9","PH5","PHI11","19490513","1","0:00PM","night","","","false","","0","8243","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","millh104","cathw101","","regular","0","6","PH5","IN9","y","both","y","y","d","1949"
"PH5194905132","IN9","PH5","PHI11","19490513","2","0:00PM","night","","","false","","0","8243","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","thomg105","butth101","rickb102","regular","4","7","PH5","IN9","y","both","y","y","d","1949"
"BLG194905152","PH5","BLG","BAL14","19490515","2","0:00PM","day","7","","false","","0","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","rombb101","rickb102","","regular","1","2","BLG","PH5","y","both","y","y","d","1949"
"PH5194905190","BLG","PH5","CHE01","19490519","0","0:00PM","night","","","false","","0","0","unknown","unknown","unknown","0","unknown","-1","","","mccrf901","pitku901","","","","","day-l101","millh104","","regular","3","2","BLG","PH5","y","both","y","y","d","1949"
"KCM194905220","PH5","KCM","KAN05","19490522","0","0:00PM","day","","","false","","134","17248","unknown","unknown","unknown","0","unknown","-1","","","duncf102","motlb901","(none)","vaugs901","","","lamaj102","browb107","","regular","3","4","KCM","PH5","y","both","y","y","d","1949"
"KCM194905230","PH5","KCM","KAN05","19490523","0","0:00PM","night","","","false","","134","500","unknown","unknown","unknown","0","unknown","-1","","","duncf102","motlb901","(none)","vaugs901","","","collg101","rickb102","","regular","4","7","KCM","PH5","y","both","y","y","d","1949"
"KCM194905240","PH5","KCM","WIC01","19490524","0","0:00PM","night","","","false","","0","1500","unknown","unknown","unknown","0","unknown","-1","","","bradu902","whitu902","(none)","paulu901","","","richg102","millh104","","regular","7","8","KCM","PH5","y","both","y","y","d","1949"
"KCM194905260","PH5","KCM","CED01","19490526","0","","night","","","","","","1085","","","","","","","","","","","","","","","","","","regular","8","10","KCM","PH5","","","","","","1949"
"PH5194905291","HOE","PH5","NWK04","19490529","1","0:00PM","day","","","false","","0","3000","unknown","unknown","unknown","0","unknown","-1","","","suttm101","moorc901","","","","","lewir101","millh104","","regular","3","0","HOE","PH5","y","both","y","y","d","1949"
"PH5194905292","HOE","PH5","NWK04","19490529","2","0:00PM","day","7","","false","","0","3000","unknown","unknown","unknown","0","unknown","-1","","","moorc901","suttm101","","","","","hearj101","rickb102","","regular","1","0","HOE","PH5","y","both","y","y","d","1949"
