"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","season"
"BIR194304190","CI2","BIR","MTG01","19430419","0","","","","","","","","2000","","","","","","","","","","","","","","","danig101","mckig101","","exhibition","8","3","CI2","BIR","y","both","","","1943"
"BIR194304200","CI2","BIR","MTG01","19430420","0","","night","","","","","","1000","","","","","","","","","","","","","","","markj101","higdb102","","exhibition","7","9","BIR","CI2","y","both","","","1943"
"BLG194304240","CI2","BLG","NOR01","19430424","0","","","","","","","","1400","","","","","","","","","","","","","","","wilsf104","glovt101","","exhibition","8","2","CI2","BLG","y","p","","","1943"
"BLG194304251","CI2","BLG","NPN01","19430425","1","","day","","","","","","3500","","","","","","","","","","","","","","","","","","exhibition","2","21","BLG","CI2","","","","","1943"
"BLG194304252","CI2","BLG","NPN01","19430425","2","","day","","","","","","3500","","","","","","","","","","","","","","","","","","exhibition","1","14","BLG","CI2","","","","","1943"
"BLG194304260","CI2","BLG","POR01","19430426","0","","","","","","","","2500","","","","","","","","","","","","","","","davir103","murrc101","","exhibition","3","0","CI2","BLG","y","p","","","1943"
"BLG194304270","CI2","BLG","POR01","19430427","0","","","","","","","","","","","","","","","","","","","","","","","wilsf104","byrdb101","","exhibition","4","1","CI2","BLG","","p","","","1943"
"BLG194305091","CI2","BLG","BAL14","19430509","1","","day","","","","","149","4327","","","","","","","","","pricu901","hollc103","","","","","davir103","harvb101","","exhibition","4","3","CI2","BLG","y","both","y","y","1943"
"BLG194305092","CI2","BLG","BAL14","19430509","2","","day","","","","","141","4327","","","","","","","","","pricu901","hollc103","","","","","wilsf104","glovt101","","exhibition","10","2","CI2","BLG","y","both","y","y","1943"
"CI2194305161","BIR","CI2","CIN07","19430516","1","","day","","","","","","5000","","","","","","","","","","","","","","","davir103","mckig101","","regular","2","3","CI2","BIR","y","both","","","1943"
"CI2194305162","BIR","CI2","CIN07","19430516","2","","day","","","","","","4000","","","","","","","","","","","","","","","mckig101","henrp101","gipsa101","regular","6","5","BIR","CI2","y","both","","","1943"
"CI2194305163","BIR","CI2","DAY03","19430516","3","","night","","","","","","2500","","","","","","","","","","","","","","","sayla101","alexu101","","exhibition","7","2","BIR","CI2","y","both","","","1943"
"CI2194305180","BIR","CI2","SPR04","19430518","0","","","","","","","135","","","","","","","","","","strau903","evilu901","","","","","danig101","gipsa101","","regular","2","3","CI2","BIR","y","both","y","y","1943"
"CI2194305231","CAG","CI2","CIN07","19430523","1","","day","","","","","","5000","","","","","","","","","reedp901","wardh901","","","","","davir103","radct101","","regular","0","1","CI2","CAG","y","both","y","y","1943"
"CI2194305232","CAG","CI2","CIN07","19430523","2","","day","","","","","","5000","","","","","","","","","reedp901","wardh901","","","","","davir103","jessg101","","regular","1","2","CI2","CAG","y","both","y","y","1943"
"CI2194305250","CAG","CI2","SPR04","19430525","0","","night","","","","","110","","","","","","","","","","wareu901","","strau903","","","","suttl101","henrp101","","regular","9","5","CAG","CI2","y","both","y","y","1943"
"CI2194305260","CAG","CI2","SPR03","19430526","0","","night","","","","","115","","","","","","","","","","teatu901","","scofu901","","","","ferrw102","danig101","","regular","5","0","CAG","CI2","y","both","y","y","1943"
"CVB194305290","CI2","CVB","CAN03","19430529","0","","","","","","","","400","","","","","","","","","","","","","","","boona101","danig101","","regular","3","6","CVB","CI2","y","both","","","1943"
"CVB194305301","CI2","CVB","CLE06","19430530","1","","","","","","","120","4000","","","","","","","","","walkh901","banau901","thomj901","","","","smitt105","davir103","","regular","0","3","CVB","CI2","y","both","y","y","1943"
"CVB194305302","CI2","CVB","CLE06","19430530","2","","","7","","","","90","4000","","","","","","","","","","","","","","","breme101","wilsf104","","regular","2","4","CVB","CI2","y","both","y","y","1943"
"CVB194306010","CI2","CVB","BUF06","19430601","0","","","","","","","","","","","","","","","","","","","","","","","jeffw101","danig101","","regular","0","4","CVB","CI2","","both","","","1943"
"CVB194306020","CI2","CVB","BUF06","19430602","0","","night","","","","","","","","","","","","","","","","","","","","","smitt105","henrp101","","regular","0","11","CVB","CI2","","p","","","1943"
"CI2194306030","KCM","CI2","COL05","19430603","0","","night","","","","","","4500","","","","","","","","","","","","","","","philn101","","","regular","8","1","KCM","CI2","y","both","","","1943"
"BIR194306050","CI2","BIR","CHT01","19430605","0","","","","","","","","","","","","","","","","","","","","","","","sayla101","wilsf104","","regular","9","10","BIR","CI2","y","both","","","1943"
"BIR194306061","CI2","BIR","BIR01","19430606","1","","day","","","","","","12000","","","","","","","","","","","","","","","mckig101","davip103","","regular","0","13","BIR","CI2","y","both","","","1943"
"BIR194306062","CI2","BIR","BIR01","19430606","2","","day","7","","","","","12000","","","","","","","","","","","","","","","markj101","pilll101","","regular","1","2","BIR","CI2","y","both","","","1943"
"BIR194306070","CI2","BIR","MTG01","19430607","0","","night","","","","","","3500","","","","","","","","","","","","","","","gipsa101","henrp101","","regular","6","12","BIR","CI2","y","p","","","1943"
"BIR194306081","CI2","BIR","NOL01","19430608","1","","night","","","","","","","","","","","","","","","","","","","","","davir103","sayla101","","regular","3","2","CI2","BIR","y","p","","","1943"
"BIR194306082","CI2","BIR","NOL01","19430608","2","","night","","","","","","","","","","","","","","","","","","","","","markj101","wilsf104","","regular","2","6","BIR","CI2","","both","","","1943"
"CI2194306120","MEM","CI2","RCI01","19430612","0","","day","","","","","","","","","","","","","","","","","","","","","","","","regular","7","6","MEM","CI2","y","","","","1943"
"CI2194306131","MEM","CI2","CIN07","19430613","1","","","","","","","","7500","","","","","","","","","wardh901","","reedp901","","","","mathv101","davir103","","regular","7","3","MEM","CI2","y","both","y","y","1943"
"CI2194306132","MEM","CI2","CIN07","19430613","2","","","","","","","","7500","","","","","","","","","reedp901","","wardh901","","","","mossp101","pilll101","","regular","3","0","MEM","CI2","y","both","y","y","1943"
"CI2194306133","MEM","CI2","DAY03","19430613","3","","night","","","","","","","","","","","","","","","","","","","","","keyer101","henrp101","","exhibition","12","5","MEM","CI2","y","both","","","1943"
"CI2194306150","BIR","CI2","IND10","19430615","0","","night","","","","","","","","","","","","","","","","","","","","","kingb103","","","regular","3","4","CI2","BIR","y","both","","","1943"
"CI2194306170","BIR","CI2","RCI01","19430617","0","","night","","","","","","350","","","","","","","","","","","","","","","davip103","gipsa101","","regular","5","7","CI2","BIR","y","both","y","y","1943"
"CI2194306210","BIR","CI2","SPR03","19430621","0","","night","","","","","","","","","","","","","","","","","","","","","pilll101","newbj101","","regular","1","11","CI2","BIR","y","both","","","1943"
"CI2194306240","MEM","CI2","HOP01","19430624","0","","","","","","","","","","","","","","","","","","","","","","","","","","regular","3","3","","","y","both","","","1943"
"CI2194306250","MEM","CI2","NSH02","19430625","0","","","","","","","","","","","","","","","","","","","","","","","","","","regular","0","0","","","y","both","","","1943"
