"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","pbp","season"
"PH5193804101","KCM","PH5","PHI01","19380410","1","","day","","","","","","","","","","","","","","","","","","","","","missj102","","","exhibition","0","6","PH5","KCM","","","","","","1938"
"KCM193804102","PH5","KCM","HOU01","19380410","2","","night","","","","","","","","","","","","","","","","","","","","","kranf101","bryar102","bradf104","exhibition","1","7","KCM","PH5","y","both","y","y","","1938"
"PH5193804130","HOM","PH5","GAL01","19380413","0","","day","","","","","","","","","","","","","","","harru901","","","","","","partr102","missj102","browr103","exhibition","7","4","HOM","PH5","y","both","y","y","","1938"
"MEM193804170","PH5","MEM","MEM02","19380417","0","","day","","","","","","","","rain","","","","","","","","","","","","","carts102","wilsl102","","exhibition","10","4","PH5","MEM","","","","","","1938"
"BLG193804180","PH5","BLG","JAC02","19380418","0","","","","","","","","","","","","","","","","","","","","","","","","","","exhibition","4","6","BLG","PH5","","","","","","1938"
"BLG193805011","PH5","BLG","NSH02","19380501","1","","day","","","","","","","","","","","","","","","mccrf901","cleap901","","","","","byrdb101","thoms105","","exhibition","4","7","BLG","PH5","y","both","y","y","","1938"
"BLG193805012","PH5","BLG","NSH02","19380501","2","","day","7","","","","","","","","","","","","","","mccrf901","cleap901","","","","","grifb102","ellir105","","exhibition","1","3","BLG","PH5","y","both","y","y","","1938"
"BLG193805150","PH5","BLG","BAL14","19380515","0","","day","","","","","","hundreds","","","","","","","","","crumj101","cromu901","","","","","grifb102","mcdow101","","regular","8","17","BLG","PH5","y","both","y","y","","1938"
"PH5193805160","BLG","PH5","CHE02","19380516","0","","","9","","FALSE","","","","","","","","","","","","","","","","","","jones107","direj101","","regular","3","9","PH5","BLG","","","","","","1938"
"PH5193805221","HOM","PH5","PHI16","19380522","1","","day","","","","","","","","","","","","","","","mccrf901","cockp101","","","","","browr103","missj102","","regular","11","3","HOM","PH5","y","both","y","y","","1938"
"PH5193805222","HOM","PH5","PHI17","19380522","2","","","7","","","","","","","","","","","","","","","","","","","","walke103","brutj101","","regular","6","2","HOM","PH5","y","both","y","y","","1938"
"PH5193806010","PTC","PH5","CHE02","19380601","0","","night","","","FALSE","","","","","","","","","","","","","","","","","","cainm101","kingc103","smitt105","regular","13","7","PTC","PH5","y","both","y","y","","1938"
"PH5193806041","WBS","PH5","PHI17","19380604","1","","","","","","","","","","","","","","","","","","","","","","","carts102","robes104","","regular","5","16","PH5","WBS","y","both","y","y","","1938"
"PH5193806042","WBS","PH5","PHI17","19380604","2","","","7","","","","","","","","","","","","","","","","","","","","","yokel101","","regular","4","8","PH5","WBS","y","","","","","1938"
"PH5193806060","WBS","PH5","CHE02","19380606","0","","","8","","","","","","","","","","","","","","","","","","","","missj102","holml101","","regular","2","6","PH5","WBS","y","both","y","y","","1938"
"PH5193806160","NY5","PH5","PHI17","19380616","0","","","9","","FALSE","","","","","","","","","","","","","","","","","","mcheh101","stann101","jones107","regular","2","4","PH5","NY5","y","both","","","","1938"
"PH5193806191","NW2","PH5","PHI16","19380619","1","","day","","","","","","","","","","","","","","","","","","","","","mcdut101","ellir105","","regular","9","7","NW2","PH5","y","both","y","y","","1938"
"PH5193806192","NW2","PH5","PHI16","19380619","2","","day","","","","","","","","","","","","","","","","","","","","","missj102","evanb105","","regular","7","8","PH5","NW2","y","both","y","y","","1938"
"PH5193806300","PTC","PH5","PHI17","19380630","0","","","8","","FALSE","","","","","","","","","","","","","","","","","","taylj108","mcdow101","","regular","7","4","PTC","PH5","y","both","","","","1938"
"WBS193807031","PH5","WBS","WAS09","19380703","1","","","","","","","","","","","","","","","","","","","","","","","carts102","robes104","jones107","regular","7","5","PH5","WBS","y","both","y","y","","1938"
"WBS193807032","PH5","WBS","WAS09","19380703","2","","","7","","","","","","","","","","","","","","","","","","","","","","","regular","4","1","PH5","WBS","y","","","","","1938"
"PTC193807120","PH5","PTC","CLE07","19380712","0","","night","","","FALSE","","","","","","","","","","","","","","","","","","","","","exhibition","4","5","PTC","PH5","","","","","","1938"
"NW2193807173","PH5","NW2","TRE01","19380717","3","","night","","","","","","","","","","","","","","","","","","","","","","","","exhibition","7","3","PH5","NW2","","","","","","1938"
"PH5193808040","BLG","PH5","PHI17","19380804","0","","night","","","","","","","","","","","","","","","","","","","","","byrdb101","millh104","","regular","11","4","BLG","PH5","y","both","y","y","","1938"
"NW2193808162","PH5","NW2","NWK04","19380816","2","","night","7","","","","","","","","","","","","","","","","","","","","","","","regular","5","4","PH5","NW2","","","","","","1938"
"PH5193808180","HOM","PH5","PHI17","19380818","0","","night","","","","","","","","","","","","","","","","","","","","","dulal101","jones107","browr103","regular","9","8","HOM","PH5","","","","","","1938"
"PH5193808201","NY5","PH5","PHI17","19380820","1","","day","","","","","","","","","","","","","","","","","","","","","mcdow101","currg102","","exhibition","2","7","PH5","NY5","y","both","y","y","","1938"
"PH5193808202","NY5","PH5","PHI17","19380820","2","","day","","","","","","","","","","","","","","","","","","","","","millh104","stann101","","exhibition","8","9","PH5","NY5","y","both","y","y","","1938"
"NY5193808231","PH5","NY5","SYR04","19380823","1","","night","","","","","","519","","","","","","","","","","","","","","","","","","exhibition","4","3","PH5","NY5","","","","","","1938"
"NY5193808232","PH5","NY5","SYR04","19380823","2","","night","7","","","","","519","","","","","","","","","","","","","","","","","","exhibition","4","0","PH5","NY5","","","","","","1938"
"BLG193808280","PH5","BLG","BAL14","19380828","0","","","","","","","","","","","","","","","","","","","","","","","ellir105","grifb102","","regular","5","4","PH5","BLG","y","both","y","y","","1938"
"PH5193809130","PTC","PH5","PHI17","19380913","0","","","","","","","","","","","","","","","","","","","","","","","carts102","matll101","","championship","8","12","PH5","PTC","","","","","","1938"
