"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","pbp","season"
"MEM193804100","BLG","MEM","MEM02","19380410","0","","","","","","","","","","","","","","","","","","","","","","","","direj101","fostw101","exhibition","5","6","MEM","BLG","y","both","","","","1938"
"BLG193804180","PH5","BLG","JAC02","19380418","0","","","","","","","","","","","","","","","","","","","","","","","","","","exhibition","4","6","BLG","PH5","","","","","","1938"
"BLG193805011","PH5","BLG","NSH02","19380501","1","","day","","","","","","","","","","","","","","","mccrf901","cleap901","","","","","byrdb101","thoms105","","exhibition","4","7","BLG","PH5","y","both","y","y","","1938"
"BLG193805012","PH5","BLG","NSH02","19380501","2","","day","7","","","","","","","","","","","","","","mccrf901","cleap901","","","","","grifb102","ellir105","","exhibition","1","3","BLG","PH5","y","both","y","y","","1938"
"BLG193805020","CAG","BLG","JAC02","19380502","0","","night","9","","FALSE","","","","","","","","","","","","","","","","","","glovt101","davil102","direj101","exhibition","2","9","BLG","CAG","n","y","y","y","","1938"
"BLG193805030","CAG","BLG","NSH02","19380503","0","","","9","","FALSE","","","","","","","","","","","","","","","","","","porta103","housj103","","exhibition","3","4","BLG","CAG","","both","y","y","","1938"
"BLG193805040","CAG","BLG","NSH02","19380504","0","","","9","","FALSE","","","","","","","","","","","","","","","","","","","trent101","","exhibition","9","12","BLG","CAG","","","","","","1938"
"PTC193805080","BLG","PTC","LOU05","19380508","0","","","","","","","","2500","","","","","","","","","","","","","","","smitt105","grifb102","","exibition","0","1","PTC","BLG","","","","","","1938"
"BLG193805150","PH5","BLG","BAL14","19380515","0","","day","","","","","","hundreds","","","","","","","","","crumj101","cromu901","","","","","grifb102","mcdow101","","regular","8","17","BLG","PH5","y","both","y","y","","1938"
"PH5193805160","BLG","PH5","CHE02","19380516","0","","","9","","FALSE","","","","","","","","","","","","","","","","","","jones107","direj101","","regular","3","9","PH5","BLG","","","","","","1938"
"PTC193805222","BLG","PTC","PIT09","19380522","2","","day","7","","","","","","","","","","","","","","","","","","","","matll101","direj101","","regular","2","6","PTC","BLG","","","","","","1938"
"BLG193806020","PTC","BLG","BAL14","19380602","0","","","9","","FALSE","","","","","","","","","","","","","","","","","","taylj108","","","regular","9","5","PTC","BLG","","","","","","1938"
"HOM193806120","BLG","HOM","IND10","19380612","0","","day","","","","","","","","","","","","","","","","","","","","","browr103","grifb102","","regular","2","6","HOM","BLG","y","both","y","y","","1938"
"HOM193806140","BLG","HOM","LOU05","19380614","0","","night","","","","","","2300","","","","","","","","","","","","","","","browr103","glovt101","","regular","0","11","HOM","BLG","y","both","y","y","","1938"
"HOM193806150","BLG","HOM","LOU05","19380615","0","","night","9","","FALSE","","","1700","","","","","","","","","","","","","","","","","","regular","4","11","HOM","BLG","","","","","","1938"
"HOM193806160","BLG","HOM","MID02","19380616","0","","","","","FALSE","","","","","","","","","","","","","","","","","","parkt101","gainj102","","regular","1","5","HOM","BLG","y","both","y","y","","1938"
"BLG193806180","HOM","BLG","SPR04","19380618","0","","night","","","","","","","","","","","","","","","","","","","","","direj101","partr102","","regular","11","12","BLG","HOM","y","both","","","","1938"
"HOM193806191","BLG","HOM","COL05","19380619","1","","day","","","","","","3300","","","","","","","","H","crumj101","","","","","","browr103","","","regular","7","8","HOM","BLG","","","","","","1938"
"HOM193806192","BLG","HOM","COL05","19380619","2","","day","","","","","","3300","","","","","","","","H","crumj101","","","","","","","","","regular","9","4","HOM","BLG","","","","","","1938"
"HOM193806220","BLG","HOM","SCP01","19380622","0","","day","","","","","","","","","","","","","","","","","","","","","direj101","browr103","","exhibition","13","7","BLG","HOM","","both","","","","1938"
"BLG193807031","NW2","BLG","BAL14","19380703","1","","","","","","","","","","","","","","","","","","","","","","","grifb102","evanb105","","regular","9","18","BLG","NW2","y","both","y","y","","1938"
"BLG193807032","NW2","BLG","BAL14","19380703","2","","","7","","","","","","","","","","","","","","","","","","","","","","","regular","0","8","BLG","NW2","y","both","y","y","","1938"
"BLG193807090","HOM","BLG","BAL14","19380709","0","","day","","","","","","","","","","","","","","","harrb901","cromu901","","","","","partr102","grifb102","","regular","5","3","HOM","BLG","y","both","y","y","","1938"
"BLG193807101","HOM","BLG","BAL14","19380710","1","","","","","","","","","","","","","","","","","","","","","","","browr103","byrdb101","","regular","8","6","HOM","BLG","y","both","y","y","","1938"
"BLG193807102","HOM","BLG","BAL14","19380710","2","","","7","","","","","","","","","","","","","","","","","","","","direj101","parkt101","","regular","5","6","BLG","HOM","y","both","y","y","","1938"
"BLG193807110","HOM","BLG","BAL14","19380711","0","","night","9","","FALSE","","","","","","","","","","","","","","","","","","walke103","glovt101","","regular","10","6","HOM","BLG","y","both","y","y","","1938"
"BLG193807160","WBS","BLG","BAL14","19380716","0","","","","","","","","","","","","","","","","","","","","","","","kinch101","direj101","","regular","5","1","WBS","BLG","y","both","y","y","","1938"
"BLG193807171","PTC","BLG","BAL14","19380717","1","","","","","","","","","","","","","","","","","","","","","","","taylj108","","","regular","8","5","PTC","BLG","","","","","","1938"
"BLG193807172","PTC","BLG","BAL14","19380717","2","","","7","","","","","","","","","","","","","","","","","","","","","","","regular","0","4","BLG","PTC","","","","","","1938"
"PH5193808040","BLG","PH5","PHI17","19380804","0","","night","","","","","","","","","","","","","","","","","","","","","byrdb101","millh104","","regular","11","4","BLG","PH5","y","both","y","y","","1938"
"PTC193808111","BLG","PTC","LAN01","19380811","1","","","","","FALSE","","","","","","","","","","","","","","","","","","","","","regular","0","1","PTC","BLG","","","","","","1938"
"PTC193808180","BLG","PTC","DAY03","19380818","0","","night","","","","","","800","","","","","","","","","","","","","","","grifb102","morrb104","","regular","4","3","BLG","PTC","y","both","","","","1938"
"PTC193808230","BLG","PTC","LOU05","19380823","0","","night","","","","","","1600","","","","","","","","","","","","","","","doneu102","carts102","","regular","0","4","PTC","BLG","","","","","","1938"
"BLG193808240","PTC","BLG","IND10","19380824","0","","night","","","","","","2100","","","","","","","","","","","","","","","grifb102","taylj108","","exhibition","3","4","BLG","PTC","","","","","","1938"
"PTC193808250","BLG","PTC","COL05","19380825","0","","night","","","","","","","","","","","","","","","","","","","","","matll101","byrdb101","","regular","4","5","PTC","BLG","","","","","","1938"
"BLG193808280","PH5","BLG","BAL14","19380828","0","","","","","","","","","","","","","","","","","","","","","","","ellir105","grifb102","","regular","5","4","PH5","BLG","y","both","y","y","","1938"
