"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","pbp","season"
"HOE194903300","CAG","HOE","HOU04","19490330","0","","N","","","FALSE","","","","","","","","","","","","","","","","","","lansw101","mckig101","","exhibition","3","8","HOE","CAG","y","both","","","","1949"
"MEM194904030","CAG","MEM","MEM02","19490403","0","","day","","","","","","","","","","","","","","","","","","","","","","","","exhibition","3","3","","","y","both","","","","1949"
"MEM194904070","CAG","MEM","GRE01","19490407","0","","night","","","FALSE","","","","","","","","","","","","","","","","","","harri101","","","exhibition","0","2","MEM","CAG","","","","","","1949"
"MEM194904080","CAG","MEM","MEM02","19490408","0","","night","","","","","","","","","","","","","","","","","","","","","","","","exhibition","7","7","","","","","","","","1949"
"KCM194904140","CAG","KCM","MNL01","19490414","0","","night","","","FALSE","","","","","","","","","","","","","","","","","","smitt105","collg101","","exhibition","2","1","CAG","KCM","","","","","","1949"
"BLG194904241","CAG","BLG","LRK02","19490424","1","","day","","","","","","","","","","","","","","","","","","","","","","","","exhibition","0","6","BLG","CAG","","","","","","1949"
"BLG194904242","CAG","BLG","LRK02","19490424","2","","day","7","","","","","","","","","","","","","","","","","","","","","","","exhibition","2","1","CAG","BLG","","","","","","1949"
"MEM194904250","CAG","MEM","MEM02","19490425","0","","","","","","","","","","","","","","","","","","","","","","","","","","exhibition","13","14","MEM","CAG","","","","","","1949"
"MEM194904270","CAG","MEM","OKC02","19490427","0","","night","","","","","","","","","","","","","","","","","","","","","thomf110","","","exhibition","5","6","MEM","CAG","y","","","","","1949"
"CAG194905020","MEM","CAG","WFL01","19490502","0","","night","","","","","","","","","","","","","","","","","","","","","jonec108","gipsa101","","regular","6","5","MEM","CAG","","","","","","1949"
"MEM194905030","CAG","MEM","MEM02","19490503","0","","night","","","FALSE","","","4100","","","","","","","","","","","","","","","hutcw101","rhodh101","mathv101","regular","2","9","MEM","CAG","y","both","","","","1949"
"MEM194905040","CAG","MEM","MEM02","19490504","0","","night","","","FALSE","","","","","","","","","","","","","","","","","","","","","regular","5","4","CAG","MEM","y","both","","","","1949"
"MEM194905050","CAG","MEM","HSP01","19490505","0","","","","","","","","","","","","","","","","","","","","","","","","","","regular","4","13","MEM","CAG","","","","","","1949"
"MEM194905060","CAG","MEM","GRE02","19490506","0","","night","","","FALSE","","","","","","","","","","","","","","","","","","","","","regular","3","4","MEM","CAG","y","both","","","","1949"
"BIR194905081","CAG","BIR","BIR01","19490508","1","","day","","","","FALSE","","4800","","rain","","","","","","","","","","","","","greab101","jessg101","poweb103","regular","2","6","BIR","CAG","y","both","","","","1949"
"BIR194905082","CAG","BIR","BIR01","19490508","2","","day","5","","FALSE","","","4800","","rain","","","","","","","","","","","","","wattd101","gipsa101","perra101","regular","1","4","BIR","CAG","y","both","","","","1949"
"LCB194905090","CAG","LCB","ATL04","19490509","0","0:00PM","night","","","false","","0","0","unknown","unknown","unknown","0","unknown","-1","","","doylj901","meanl101","","","","","stroo101","clarw103","","regular","5","4","CAG","LCB","y","both","y","y","d","1949"
"BIR194905110","CAG","BIR","BIR01","19490511","0","0:00PM","night","","","false","","117","1862","unknown","unknown","unknown","0","unknown","-1","","","austu901","moorc901","(none)","moseh901","","","wills104","mckig101","perra101","regular","3","4","BIR","CAG","y","both","y","y","d","1949"
"MEM194905151","CAG","MEM","MEM02","19490515","1","","day","","","","","","3400","","","","","","","","","","","","","","","gipsa101","","","regular","5","0","CAG","MEM","","","","","","1949"
"MEM194905152","CAG","MEM","MEM02","19490515","2","","day","7","","","","","3400","","","","","","","","","","","","","","","","","","regular","2","2","","","","","","","","1949"
"MEM194905160","CAG","MEM","LRK02","19490516","0","","night","","","FALSE","","","","","","","","","","","","","","","","","","thomf110","","","regular","1","6","MEM","CAG","","","","","","1949"
"MEM194905170","CAG","MEM","JAC02","19490517","0","","night","","","FALSE","","","","","","","","","","","","","","","","","","harri101","","","regular","5","6","MEM","CAG","","","","","","1949"
"CAG194905221","IN9","CAG","CHI10","19490522","1","","day","","","FALSE","","","","","","","","","","","","","","","","","","smitt105","garnh101","","regular","4","5","CAG","IN9","y","both","","","","1949"
"CAG194905222","IN9","CAG","CHI10","19490522","2","","day","7","","FALSE","","","","","","","","","","","","","","","","","","","","","regular","5","7","CAG","IN9","y","both","","","","1949"
"IN9194905240","CAG","IN9","DAY03","19490524","0","","night","","","FALSE","","","","","","","","","","","","","","","","","","davip103","jessg101","","regular","6","10","IN9","CAG","y","both","","","","1949"
"IN9194905250","CAG","IN9","ZAN02","19490525","0","","night","","","","","","500","","","","","","","","","","","","","","","mckig101","","","regular","5","4","CAG","IN9","y","","","","","1949"
"CAG194905260","IN9","CAG","MTV01","19490526","0","0:00PM","night","","","false","","0","600","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","porta103","rhodh101","","regular","5","3","IN9","CAG","y","both","y","y","d","1949"
"CAG194905291","LCB","CAG","CHI10","19490529","1","","","10","","FALSE","","","","","","","","","","","","","","","","","","mckig101","osora101","","regular","4","5","CAG","LCB","y","both","","","","1949"
"CAG194905292","LCB","CAG","CHI10","19490529","2","","","7","","FALSE","","","","","","","","","","","","","","","","","","clarw103","","","regular","7","6","LCB","CAG","y","both","","","","1949"
"LCB194905300","CAG","LCB","COL05","19490530","0","","N","","","FALSE","","","2400","","","","","","","","","","","","","","","smite111","longe102","","regular","2","1","CAG","LCB","y","both","","","","1949"
