"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","pbp","season"
"PH5193905150","NY6","PH5","CHE01","19390515","0","","night","","","","","","","","","","","","","","","","","","","","","","","","regular","1","5","PH5","NY6","","","","","","1939"
"NW2193905251","NY6","NW2","NWK04","19390525","1","","night","","","","","","","","","","","","","","","","","","","","","day-l101","ruizs101","","regular","3","8","NW2","NY6","y","both","y","y","","1939"
"NW2193905252","NY6","NW2","NWK04","19390525","2","","night","","","","","","","","","","","","","","","","","","","","","browj115","martf104","","regular","4","10","NW2","NY6","y","both","y","y","","1939"
"NW2193905281","NY6","NW2","NWK04","19390528","1","0:00PM","day","","","FALSE","","0","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","hillj104","tianl102","","regular","4","12","NW2","NY6","y","both","y","y","d","1939"
"NW2193905282","NY6","NW2","NWK04","19390528","2","0:00PM","unknown","7","","FALSE","","0","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","hubew101","ruizs101","","regular","2","5","NW2","NY6","y","both","y","y","d","1939"
"HOM193905301","NY6","HOM","PIT06","19390530","1","","day","","","","","","","","","","","","","","","","","","","","","welmr101","tianl102","","regular","1","4","HOM","NY6","y","p","","","","1939"
"HOM193905302","NY6","HOM","PIT06","19390530","2","","night","","","","","","","","","","","","","","","","","","","","","browr103","torra102","","regular","4","11","HOM","NY6","y","both","","","","1939"
"HOM193905310","NY6","HOM","DAY03","19390531","0","","night","","","","","","","","","","","","","","","","","","","","","","","","regular","8","12","HOM","NY6","y","both","","","","1939"
"HOM193906010","NY6","HOM","AKR01","19390601","0","","night","","","","","","1000","","","","","","","","","","","","","","","","","","regular","3","6","HOM","NY6","","","","","","1939"
"HOM193906020","NY6","HOM","BUT01","19390602","0","","","","","","","","","","","","","","","","","","","","","","","ferrw102","martf104","","exhibition","1","4","HOM","NY6","y","both","","","","1939"
"PH5193906031","NY6","PH5","PHI17","19390603","1","","day","","","","","","","","","","","","","","","","","","","","","thoms105","rectc101","","regular","1","13","PH5","NY6","y","both","y","y","","1939"
"PH5193906032","NY6","PH5","PHI17","19390603","2","","night","7","","","","","","","","","","","","","","mccrf901","","cockp101","","","","ruizs101","millh104","","regular","6","5","NY6","PH5","y","both","y","y","","1939"
"NY6193906041","BLG","NY6","NYC16","19390604","1","0:00PM","day","","","FALSE","","0","12000","unknown","unknown","unknown","0","unknown","-1","","","turnc101","devoj102","(none)","mccrf901","","","byrdb101","tianl102","","regular","7","3","BLG","NY6","y","both","y","y","d","1939"
"PH5193906111","NY6","PH5","PHI17","19390611","1","","","","","","","","","","","","","","","","","","","","","","","tianl102","thoms105","","regular","8","3","NY6","PH5","y","both","y","y","","1939"
"PH5193906112","NY6","PH5","PHI17","19390611","2","","","","","","","","","","","","","","","","","","","","","","","ruizs101","mcdow101","","regular","6","3","NY6","PH5","y","both","y","y","","1939"
"TLC193906181","NY6","TLC","TOL05","19390618","1","0:00PM","day","","","FALSE","","0","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","johnj115","ruizs101","","regular","1","2","TLC","NY6","y","both","y","y","d","1939"
"TLC193906182","NY6","TLC","TOL05","19390618","2","","","","","","","","","","","","","","","","","","","","","","","carts102","tianl102","","regular","1","3","TLC","NY6","y","both","","","","1939"
"TLC193906190","NY6","TLC","COL05","19390619","0","","night","","","","","","","","","","","","","","","","","","","","","","","","regular","4","5","TLC","NY6","","","","","","1939"
"CAG193906210","NY6","CAG","SPR03","19390621","0","","night","","","","","120","440","","","","","","","","","fordu901","","lascu901","","","","torra102","hensl101","","exhibition","11","2","NY6","CAG","y","both","y","y","","1939"
"SSA193906270","NY6","SSA","MIL03","19390627","0","","","","","","","","2000","","","","","","","","","","","","","","","tianl102","mcalf101","","exhibition","6","0","NY6","SSA","y","both","y","y","","1939"
"BLG193907150","NY6","BLG","WIL08","19390715","0","","","","","","","","","","","","","","","","","","","","","","","","","","regular","2","12","BLG","NY6","","","","","","1939"
"BLG193907161","NY6","BLG","BAL10","19390716","1","0:00PM","day","","","FALSE","","105","0","unknown","unknown","unknown","0","unknown","-1","","","turnc101","cromu901","","","","","ruizs101","gainj102","","regular","5","1","NY6","BLG","y","both","y","y","d","1939"
"BLG193907162","NY6","BLG","BAL10","19390716","2","0:00PM","day","7","","FALSE","","101","0","unknown","unknown","unknown","0","unknown","-1","","","turnc101","cromu901","","","","","byrdb101","tianl102","","regular","3","8","BLG","NY6","y","both","y","y","d","1939"
"NY5193907232","NY6","NY5","NYC16","19390723","2","0:00PM","day","","","FALSE","","0","15000","unknown","unknown","unknown","0","unknown","-1","","","mccrf901","devoj102","(none)","crumj101","","","mcdut101","ruizs101","","regular","0","4","NY5","NY6","y","both","y","y","d","1939"
"PH5193908051","NY6","PH5","PHI17","19390805","1","0:00PM","day","","","FALSE","","0","0","unknown","unknown","unknown","0","unknown","-1","","","cockp101","johnu902","","","","","ruizs101","mcheh101","torra102","regular","8","6","NY6","PH5","y","both","y","y","d","1939"
"PH5193908052","NY6","PH5","PHI17","19390805","2","0:00PM","day","7","","FALSE","","0","0","unknown","unknown","unknown","0","unknown","-1","","","johnu902","cockp101","","","","","thoms105","torra102","","regular","1","2","PH5","NY6","y","both","y","y","d","1939"
"NY6193908131","BLG","NY6","NYC16","19390813","1","0:00PM","day","","","FALSE","","0","15000","unknown","unknown","unknown","0","unknown","-1","","","turnc101","crumj101","(none)","devoj102","","","hubew101","ruizs101","","regular","11","1","BLG","NY6","y","both","y","y","d","1939"
"NW2193908170","NY6","NW2","NWK04","19390817","0","","night","","","","","","","","","","","","","","","","","","","","","cozah101","martf104","","regular","2","12","NW2","NY6","y","both","y","y","","1939"
"NW2193908201","NY6","NW2","NWK04","19390820","1","0:00PM","day","","","FALSE","","0","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","day-l101","torra102","","regular","0","9","NW2","NY6","y","both","y","y","d","1939"
"NW2193908202","NY6","NW2","NWK04","19390820","2","0:00PM","day","","","FALSE","","0","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","mannm101","tianl102","","regular","0","2","NW2","NY6","y","both","y","y","d","1939"
"BLG193908271","NY6","BLG","BAL10","19390827","1","0:00PM","day","","","FALSE","","0","1500","unknown","unknown","unknown","0","unknown","-1","","","johnu902","glovu901","","","","","ruizs101","hubew101","","exhibition","5","1","NY6","BLG","y","both","y","y","d","1939"
"BLG193908272","NY6","BLG","BAL10","19390827","2","0:00PM","day","7","","FALSE","","0","1500","unknown","unknown","unknown","0","unknown","-1","","","johnu902","glovu901","","","","","adame101","torra102","","exhibition","4","8","BLG","NY6","y","both","y","y","d","1939"
"NY5193909041","NY6","NY5","NYC23","19390904","1","","","","","","","","10000","","","","","","","","","","","","","","","martf104","stann101","rectc101","regular","3","2","NY6","NY5","y","both","","","","1939"
