ID,Player,Year,Team,Type,Pos,Cat,Game,Retro,Official,Cross,Code,,Notes,Accepted
1920N0005,ellir104,1920,BRO,O,,RBI,BRO192008030,2,1,,,,,
1920N0006,grift102,1920,BRO,O,,AB,CHN192008270,4,3,,PAA,,,
1920N0007,grift102,1920,BRO,O,,RBI,BRO192006120,1,0,,IMP,,Officially Griffith had HR and 0 RBI,
1920N0008,johnj107,1920,BRO,O,,BB,CHN192008290,0,1,1920N0025,SWAP;PAA,,,
1920N0009,kildp101,1920,BRO,O,,RBI,PHI192009080,0,1,1920N0011,SWAP,,,
1920N0010,kildp101,1920,BRO,O,,SH,SLN192007092,1,0,1920N0012,SWAP;PAA,,,
1920N0011,konee101,1920,BRO,O,,RBI,PHI192009080,1,0,1920N0009,SWAP;IMP,,Officially Konetchy had HR and 0 RBI,
1920N0012,konee101,1920,BRO,O,,SH,SLN192007092,0,1,1920N0010,SWAP,,,
1920N0013,konee101,1920,BRO,O,,SH,CHN192007130,0,1,1920N0021,SWAP;PAA,,,
1920N0014,mccab101,1920,BRO,D,2B,G,,5,4,,,,Official sheets show 5 G at 2B,
1920N0015,mccab101,1920,BRO,D,2B,DP,,0,1,,ADD,,Official sheets show 0 DP at 2B,
1920N0016,mccab101,1920,BRO,D,3B,G,,1,3,,,,Official sheets show 1 G at 3B,
1920N0017,mccab101,1920,BRO,D,SS,G,,12,13,,,,Official sheets show 12 G at SS,
1920N0018,mccab101,1920,BRO,D,SS,DP,,5,4,,ADD,,Official sheets show 5 DP at SS,
1920N0019,millo103,1920,BRO,D,C,DP,,9,8,,ADD,,Official sheets show 8 DP at C,
1920N0021,myerh102,1920,BRO,O,,SH,CHN192007130,1,0,1920N0013,SWAP;PAA,,,
1920N0022,myerh102,1920,BRO,D,3B,G,,3,2,,,,Official sheets show 3 G at 3B,
1920N0023,neisb101,1920,BRO,O,,RBI,BRO192004180,1,0,,IMP,,Officially Neis had HR and 0 RBI,
1920N0024,neisb101,1920,BRO,O,,SO,CHN192008290,0,1,1920N0031,SWAP,,,
1920N0025,neisb101,1920,BRO,O,,BB,CHN192008290,1,0,1920N0008,SWAP;PAA,,,
1920N0026,neisb101,1920,BRO,D,OF,LFG,BSN192007051,0,1,1920N0029,DUP,,,Y
1920N0027,neisb101,1920,BRO,D,OF,LFG,,13,11,,,,Official sheets show 13 LFG,Y
1920N0028,neisb101,1920,BRO,D,OF,CFG,,5,7,,,,Official sheets show 5 CFG,Y
1920N0029,neisb101,1920,BRO,D,OF,RFG,BSN192007051,1,0,1920N0026,DUP,,No RF in game at end,Y
1920N0030,olsoi101,1920,BRO,O,,AB,CHN192008290,5,4,1920N0309,PAA,,,
1920N0031,olsoi101,1920,BRO,O,,SO,CHN192008290,1,0,1920N0024,SWAP,,,
1920N0032,olsoi101,1920,BRO,D,2B,DP,,9,20,,ADD,,Official sheets show 9 DP at 2B,
1920N0033,olsoi101,1920,BRO,D,SS,DP,,59,48,,ADD,,Official sheets show 59 DP at SS,
1920N0034,wheaz101,1920,BRO,O,,RBI,BRO192005020,1,0,,IMP,,Officially Wheat had HR and 0 RBI,
1920N0035,wheaz101,1920,BRO,O,,RBI,BRO192006140,3,2,,,,,
1920N0036,bailg101,1920,BSN,D,OF,CFG,,3,4,,,,Official sheets show 3 CFG,Y
1920N0037,boect101,1920,BSN,O,,RBI,SLN192007230,1,0,1920N0076,,,Officially Braves had 6 R and 0 RBI,
1920N0039,boect101,1920,BSN,D,3B,G,,151,149,,,,Official sheets show 151 G at 3B,
1920N0040,chril103,1920,BSN,O,,SO,BSN192008030,1,0,,OPP,,,
1920N0041,chril103,1920,BSN,O,,BB,BSN192008120,1,0,,OPP;PAA,,,
1920N0042,chril103,1920,BSN,D,OF,LFG,,5,0,,,,Official sheets show 5 LFG,Y
1920N0043,chril103,1920,BSN,D,OF,CFG,,2,7,,,,Official sheets show 2 CFG,Y
1920N0044,cruiw101,1920,BSN,O,,G,BSN192007060,1,0,,,,,
1920N0047,cruiw101,1920,BSN,O,,H,BSN192009130,2,3,1920N0053,IMP,,Officially Cruise had 3 H and 2 AB,
1920N0048,cruiw101,1920,BSN,O,,RBI,CHN192007160,1,0,1920N0079,,,,
1920N0049,cruiw101,1920,BSN,O,,SH,NY1192005271,1,0,1920N0326,PAA,,,
