ID,Player,Year,Team,Type,Pos,Cat,Game,Retro,Official,Cross,Code,,Notes,Accepted
1922N0000,debeh101,1922,BRO,O,,BB,BRO192206031,1,0,1922N0044,SWAP;PAA,,,
1922N0001,debeh101,1922,BRO,D,C,G,CHN192208240,1,0,,,,,
1922N0002,grifb101,1922,BRO,O,,AB,NY1192204130,0,1,1922N0007,SWAP;PAA,,,
1922N0003,grifb101,1922,BRO,D,OF,LFG,,3,0,,,,Official sheets show 3 LFG,Y
1922N0004,grifb101,1922,BRO,D,OF,CFG,,4,8,,,,Official sheets show 4 CFG,Y
1922N0005,grifb101,1922,BRO,D,OF,RFG,,71,69,,,,Official sheets show 71 RFG,Y
1922N0006,grift102,1922,BRO,O,,G,PHI192205262,0,1,1922N0008,,,Officially Tommy Griffith played instead of Neis,
1922N0007,grift102,1922,BRO,O,,AB,NY1192204130,3,2,1922N0002,SWAP;PAA,,,
1922N0008,grift102,1922,BRO,O,,AB,PHI192205262,0,5,1922N0009,,,Officially Tommy Griffith played instead of Neis,
1922N0009,grift102,1922,BRO,O,,H,PHI192205262,0,2,1922N0010,,,Officially Tommy Griffith played instead of Neis,
1922N0010,grift102,1922,BRO,O,,RBI,PHI192205262,0,1,1922N0011,,,Officially Tommy Griffith played instead of Neis,
1922N0011,grift102,1922,BRO,O,,SO,PHI192205262,0,1,1922N0012,,,Officially Tommy Griffith played instead of Neis,
1922N0012,grift102,1922,BRO,O,,SB,PHI192205262,0,1,1922N0013,,,Officially Tommy Griffith played instead of Neis,
1922N0013,grift102,1922,BRO,D,OF,G,PHI192205262,0,1,,,,Officially Tommy Griffith played instead of Neis,
1922N0014,grift102,1922,BRO,D,OF,RFG,PHI192205262,0,1,1922N0021,,,Officially Tommy Griffith played instead of Neis,Y
1922N0015,higha101,1922,BRO,D,3B,DP,,24,23,,ADD,,Official sheets show 24 DP at 3B,
1922N0016,hungb101,1922,BRO,O,,AB,BRO192208100,0,1,,PAA,,,
1922N0017,johnj107,1922,BRO,D,2B,DP,,37,36,,ADD,,Official sheets show 37 DP at 2B,
1922N0018,johnj107,1922,BRO,D,SS,G,BRO192208100,1,0,1922N0035,,,,
1922N0019,johnj107,1922,BRO,D,SS,DP,,33,34,,,,Official sheets show 33 DP at SS,
1922N0020,mitcc102,1922,BRO,D,1B,DP,BSN192206280,2,3,,,,,
1922N0021,neisb101,1922,BRO,O,,G,PHI192205262,1,0,1922N0023,,,Officially Tommy Griffith played instead of Neis,
1922N0022,neisb101,1922,BRO,O,,G,BRO192206040,1,0,,,,,
1922N0023,neisb101,1922,BRO,O,,AB,PHI192205262,5,0,1922N0024,,,Officially Tommy Griffith played instead of Neis,
1922N0024,neisb101,1922,BRO,O,,H,PHI192205262,2,0,1922N0025,,,Officially Tommy Griffith played instead of Neis,
1922N0025,neisb101,1922,BRO,O,,RBI,PHI192205262,1,0,1922N0026,,,Officially Tommy Griffith played instead of Neis,
1922N0026,neisb101,1922,BRO,O,,SO,PHI192205262,1,0,1922N0027,,,Officially Tommy Griffith played instead of Neis,
1922N0027,neisb101,1922,BRO,O,,SB,PHI192205262,1,0,1922N0029,,,Officially Tommy Griffith played instead of Neis,
1922N0028,neisb101,1922,BRO,D,OF,G,CHN192205220,1,0,,,,,
1922N0029,neisb101,1922,BRO,D,OF,G,PHI192205262,1,0,,,,Officially Tommy Griffith played instead of Neis,
1922N0030,neisb101,1922,BRO,D,OF,LFG,,6,7,,,,Official sheets show 6 LFG,Y
1922N0031,neisb101,1922,BRO,D,OF,RFG,CHN192205220,1,0,1922N0028,,,No RF in game at end,Y
1922N0032,neisb101,1922,BRO,D,OF,RFG,PHI192205262,1,0,1922N0006,,,Officially Tommy Griffith played instead of Neis,Y
1922N0033,neisb101,1922,BRO,D,OF,RFG,,18,17,,,,Official sheets show 18 RFG,Y
1922N0034,olsoi101,1922,BRO,D,2B,G,BRO192208040,0,1,1922N0040,DUP,,,
1922N0035,olsoi101,1922,BRO,D,2B,G,BRO192208100,1,0,1922N0018,,,,
1922N0036,olsoi101,1922,BRO,D,2B,ERR,BRO192208040,0,1,1922N0041,,,,
1922N0037,olsoi101,1922,BRO,D,2B,DP,NY1192204140,1,0,1922N0045,,,,
1922N0038,olsoi101,1922,BRO,D,2B,DP,BRO192208040,0,2,1922N0042,,,,
1922N0039,olsoi101,1922,BRO,D,2B,DP,,46,39,,,,Official sheets show 46 DP at 2B,
1922N0040,olsoi101,1922,BRO,D,SS,G,BRO192208040,1,0,1922N0034,DUP,,,
1922N0041,olsoi101,1922,BRO,D,SS,ERR,BRO192208040,1,0,1922N0036,,,,
1922N0042,olsoi101,1922,BRO,D,SS,DP,BRO192208040,2,0,1922N0038,,,,
1922N0043,olsoi101,1922,BRO,D,SS,DP,,36,43,,,,Official sheets show 36 DP at SS,
1922N0044,ruetd101,1922,BRO,O,,BB,BRO192206031,0,1,,SWAP;PAA,,,
1922N0045,schmr101,1922,BRO,D,1B,DP,NY1192204140,1,0,1922N0037,,,,
1922N0046,taylz101,1922,BRO,O,,AB,NY1192204150,0,1,,PAA,,,
