"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","season"
"HOM194008070","NY6","HOM","CAN03","19400807","0","","night","","","","","","1356","","","","","","","","","","","","","","","ferrw102","figuj102","","regular","7","8","HOM","NY6","y","both","","","1940"
"HOM194105200","NY5","HOM","CAN03","19410520","0","","night","","","","","","1560","","","","","","","","","","","","","","","browr103","pilll101","","regular","3","4","HOM","NY5","y","both","y","y","1941"
"CAG194106140","KCM","CAG","CAN03","19410614","0","","night","","","","","","","","","","","","","","","willu901","rublu901","","","","","walkg103","gibst101","","regular","5","0","KCM","CAG","y","both","y","y","1941"
"KCM194107250","MEM","KCM","CAN03","19410725","0","","night","","","","","","1100","","","","","","","","","","","","","","","johnc103","keyer101","","regular","2","12","KCM","MEM","y","both","y","y","1941"
"HOM194107290","PH5","HOM","CAN03","19410729","0","","night","","","","","","1200","","","","","","","","","","","","","","","mcdut101","mcheh101","","regular","1","13","HOM","PH5","y","both","y","y","1941"
"HOM194108220","NW2","HOM","CAN03","19410822","0","","night","","","","","","","","","","","","","","","","","","","","","browj115","fielw101","","regular","14","5","NW2","HOM","y","both","y","y","1941"
"CCB194205280","JAX","CCB","CAN03","19420528","0","","night","","","","","","","","","","","","","","","","","","","","","hubew101","sarva101","","regular","3","4","CCB","JAX","","p","","","1942"
"HOM194206090","NW2","HOM","CAN03","19420609","0","","night","","","","","","1100","","","","","","","","","","","","","","","browr103","hookl101","","exhibition","3","9","HOM","NW2","y","both","y","y","1942"
"CCB194206240","BIR","CCB","CAN03","19420624","0","","night","","","","","112","","","","","","","","","","willu902","babcu901","","","","","boona101","millp101","","regular","4","7","CCB","BIR","y","both","y","y","1942"
"KCM194206290","CAG","KCM","CAN03","19420629","0","","","","","","","","","","","","","","","","","","","","","","","","","","regular","6","4","CAG","KCM","","","","","1942"
"CCB194207090","CAG","CCB","CAN03","19420709","0","","night","","","","","98","","","","","","","","","","willu902","babcu901","","","","","shiec102","owens101","","regular","6","1","CAG","CCB","y","both","y","y","1942"
"CCB194207280","NW2","CCB","CAN03","19420728","0","","night","","","","","120","1200","","","","","","","","","rublu901","","willu902","","","","hillj104","coopj101","","exhibition","8","3","NW2","CCB","y","both","y","y","1942"
"CCB194208120","MEM","CCB","CAN03","19420812","0","","","","","","","140","","","","","","","","","","willu902","bellu901","","","","","hutcw101","robir102","","regular","8","4","MEM","CCB","y","both","y","y","1942"
"CCB194208140","MEM","CCB","CAN03","19420814","0","","","","","","","","","","","","","","","","","","","","","","","hutcw101","boonl102","","regular","8","4","MEM","CCB","y","both","","","1942"
"HOM194208182","CAG","HOM","CAN03","19420818","2","","night","","","","","115","","","","","","","","","","willu902","vorou901","","","","","welmr101","thoms105","","exhibition","8","12","HOM","CAG","y","both","y","y","1942"
"CVB194304180","HOM","CVB","CAN03","19430418","0","","day","","","","","","","","","","","","","","","","","","","","","","","","exhibition","4","3","HOM","CVB","","","","","1943"
"CVB194305290","CI2","CVB","CAN03","19430529","0","","","","","","","","400","","","","","","","","","","","","","","","boona101","danig101","","regular","3","6","CVB","CI2","y","both","","","1943"
