"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","season"
"KCM192308052","ML4","KCM","KAN05","19230805","2","","","","","","","","","","","","","","","","","donab901","gholb901","","","","","mendj101","gateb101","","regular","0","7","KCM","ML4","y","both","y","y","1923"
"KCM192404272","SSN","KCM","KAN05","19240427","2","","","","","","","","","","","","","","","","","donab901","gholb901","","boonu901","","","rogab101","rossw101","","regular","1","2","KCM","SSN","y","both","y","y","1924"
"KCM192410110","HIL","KCM","KAN05","19241011","0","0:00PM","day","","","false","","0","3891","unknown","unknown","unknown","0","unknown","-1","","","mcgrt901","andeo901","costu901","goece901","","","wintn101","rogab101","","championship","5","2","HIL","KCM","y","both","y","y","1924"
"KCM192410120","HIL","KCM","KAN05","19241012","0","0:00PM","day","","","false","","0","8885","unknown","unknown","unknown","0","unknown","-1","","","costu901","goece901","mcgrt901","andeo901","","","bellw101","cockp101","drakb101","championship","5","6","KCM","HIL","y","both","y","y","1924"
"KCM192410140","HIL","KCM","KAN05","19241014","0","0:00PM","day","","","false","","0","2539","unknown","unknown","unknown","0","unknown","-1","","","costu901","goece901","mcgrt901","andeo901","","","mendj101","wintn101","","championship","3","4","KCM","HIL","y","both","y","y","1924"
"KCM192508110","SSN","KCM","KAN05","19250811","0","","","","","","","165","3500","","","","","","","","","boylu901","boweu902","","","","","brans101","drakb101","","regular","6","5","SSN","KCM","y","both","y","y","1925"
"KCM192510010","HIL","KCM","KAN05","19251001","0","0:00PM","day","","","false","","185","2065","unknown","unknown","unknown","0","unknown","-1","","","hayeg901","freeb102","","","","","currr101","drakb101","","championship","5","2","HIL","KCM","y","both","y","y","1925"
"KCM192510020","HIL","KCM","KAN05","19251002","0","0:00PM","day","","","false","","165","1519","unknown","unknown","unknown","0","unknown","-1","","","freeb102","hayeg901","","","","","deann101","cockp101","bellw101","championship","3","5","KCM","HIL","y","both","y","y","1925"
"KCM192510030","HIL","KCM","KAN05","19251003","0","0:00PM","day","","","false","","155","1880","unknown","unknown","unknown","0","unknown","-1","","","hayeg901","freeb102","","","","","ryanr102","mendj101","","championship","3","1","HIL","KCM","y","both","y","y","1925"
"KCM192510040","HIL","KCM","KAN05","19251004","0","0:00PM","day","","","false","","165","7208","unknown","unknown","unknown","0","unknown","-1","","","freeb102","hayeg901","","","","","wintn101","drakb101","","championship","7","3","HIL","KCM","y","both","y","y","1925"
"KCM192609180","CAG","KCM","KAN05","19260918","0","0:00PM","day","","","false","","0","1600","unknown","unknown","unknown","0","unknown","-1","","","meyeu901","chilo901","","","","","rogab101","fostw101","","lcs","3","4","KCM","CAG","y","both","y","y","1926"
"KCM192609190","CAG","KCM","KAN05","19260919","0","0:00PM","day","","","false","","0","5000","unknown","unknown","unknown","0","unknown","-1","","","chilo901","meyeu901","","","","","rogab101","harng101","","lcs","5","6","KCM","CAG","y","both","y","y","1926"
"KCM192609200","CAG","KCM","KAN05","19260920","0","0:00PM","day","","","false","","0","0","unknown","unknown","unknown","0","unknown","-1","","","meyeu901","chilo901","","","","","brewc102","mcdow101","","lcs","0","5","KCM","CAG","y","both","y","y","1926"
"KCM192609210","CAG","KCM","KAN05","19260921","0","0:00PM","day","","","false","","0","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","currr101","mendj101","fostw101","lcs","4","3","CAG","KCM","y","both","y","y","1926"
"KCM192708150","BIR","KCM","KAN05","19270815","0","","","","","","","125","","","","","","","","","","boonu901","gholb901","","","","","poinr101","rogab101","","regular","4","3","BIR","KCM","y","both","y","y","1927"
"KCM193008020","HOM","KCM","KAN05","19300802","0","0:00PM","","","","false","","120","0","unknown","unknown","unknown","0","unknown","-1","","","gholb901","","","","","","willj109","brewc102","","exhibition","1","0","HOM","KCM","y","both","y","y","1930"
"KCM193110040","ASC","KCM","KAN05","19311004","0","0:00PM","day","","","false","","-1","0","unknown","unknown","unknown","0","unknown","-1","","","rue-j901","wheeu901","","","","","fostw101","meinh101","","exhibition","3","4","KCM","ASC","y","both","y","y","1931"
"KCM193310020","ASD","KCM","KAN05","19331002","0","0:00PM","night","","","false","","-1","8000","unknown","unknown","unknown","0","unknown","-1","","","wheeu901","walla901","","","","","bevec101","garll101","","exhibition","4","5","KCM","ASD","y","both","y","y","1933"
"KCM193310080","ASD","KCM","KAN05","19331008","0","0:00PM","night","","","false","","-1","3500","unknown","unknown","unknown","0","unknown","-1","","","wheeu901","walla901","","","","","brewc102","frenl101","","exhibition","4","6","KCM","ASD","y","both","y","y","1933"
"KCM193310150","ASD","KCM","KAN05","19331015","0","0:00PM","day","","","false","","-1","3000","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","bevec101","bowmj101","","exhibition","2","3","KCM","ASD","y","both","y","y","1933"
"ASD193410120","KCM","ASD","KAN05","19341012","0","0:00PM","night","","","false","","-1","14000","unknown","unknown","unknown","0","unknown","-1","","","wheeu901","mcdou901","","","","","coopa101","deanp101","","exhibition","7","0","KCM","ASD","y","both","y","y","1934"
"ASD193510060","KCM","ASD","KAN05","19351006","0","0:00PM","night","","","false","","0","2500","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","rybam101","paigs101","coopm101","exhibition","0","1","ASD","KCM","y","both","y","y","1935"
"KCM193510130","MLS","KCM","KAN05","19351013","0","0:00PM","night","","","false","","0","1200","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","paigs101","bowmj101","bevec101","exhibition","0","6","KCM","MLS","y","both","y","y","1935"
"KCM193705161","CAG","KCM","KAN05","19370516","1","","","","","","","85","5000","","","","","","","","","mcdou901","walla901","","","","","smith111","cornw101","","regular","0","4","KCM","CAG","y","both","y","y","1937"
"KCM193708290","SDO","KCM","KAN05","19370829","0","","","","","","","","6000","","","","","","","","","walla901","mcdou901","","","","","matll101","mcheh101","","exhibition","6","4","SDO","KCM","y","both","y","y","1937"
"KCM193709170","CAG","KCM","KAN05","19370917","0","0:00PM","","","","false","","119","1600","unknown","unknown","unknown","0","unknown","-1","","","walla901","sheru901","","","","","smith111","cornw101","","lcs","1","2","KCM","CAG","y","both","y","y","1937"
