"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","season"
"CVB194405240","BIR","CVB","SYR04","19440524","0","","","","","","","","","","","","","","","","","","","","","","","","","","regular","6","0","BIR","CVB","","","","","1944"
"CVB194406291","CAG","CVB","SYR04","19440629","1","","day","7","","","","","2200","","","","","","","","","","","","","","","breme101","sharp101","","regular","3","4","CVB","CAG","y","p","","","1944"
"CVB194406292","CAG","CVB","SYR04","19440629","2","","night","7","","","","","","","","","","","","","","","","","","","","davel102","hardl104","","regular","4","0","CAG","CVB","y","p","","","1944"
"CVB194607281","BIR","CVB","SYR04","19460728","1","","day","","","","","","1600","","","","","","","","","","","","","","","clarw103","newbj101","","regular","0","1","CVB","BIR","y","both","","","1946"
"CVB194607282","BIR","CVB","SYR04","19460728","2","","day","","","","","","1600","","","","","","","","","","","","","","","brewc102","hearj103","","regular","0","4","CVB","BIR","y","both","","","1946"
"CVB194706231","IN9","CVB","SYR04","19470623","1","","night","","","","","","2500","","","","","","","","","","","","","","","bracd101","colzj101","","regular","1","11","CVB","IN9","y","both","","","1947"
"CVB194706232","IN9","CVB","SYR04","19470623","2","","night","","","","","","2500","","","","","","","","","","","","","","","breme101","willj112","","regular","8","9","CVB","IN9","y","both","","","1947"
"CAG194708140","CVB","CAG","SYR04","19470814","0","","night","","","","","","","","","","","","","","","","","","","","","brewc102","johnl108","","regular","6","1","CVB","CAG","y","both","","","1947"
"NY5194805301","PH5","NY5","SYR04","19480530","1","","","","","","","","2500","","","","","","","","","","","","","","","browb107","","","regular","3","0","PH5","NY5","","","","","1948"
"NY5194805302","PH5","NY5","SYR04","19480530","2","","","","","","","","2500","","","","","","","","","","","","","","","","","","regular","3","4","NY5","PH5","","","","","1948"
"NY5194806061","NW2","NY5","SYR04","19480606","1","","","","","","","","500","","","","","","","","","","","","","","","","","","regular","20","1","NW2","NY5","","","","","1948"
"NY5194806062","NW2","NY5","SYR04","19480606","2","","","","","","","","500","","","","","","","","","","","","","","","","","","regular","9","1","NW2","NY5","","","","","1948"
