"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","season"
"IN8194006231","CAG","IN8","LOU05","19400623","1","","day","","","","","","","","","","","","","","","","","","","","","hudsf101","wrigj105","","regular","20","4","CAG","IN8","y","both","","","1940"
"IN8194006232","CAG","IN8","LOU05","19400623","2","","day","","","","","","","","","","","","","","","","","","","","","johnc103","bowel102","","regular","4","7","IN8","CAG","y","both","","","1940"
"HOM194008110","NY6","HOM","LOU05","19400811","0","","","","","","","","4500","","","","","","","","","","","","","","","ruizs101","browr103","","regular","4","3","NY6","HOM","y","both","","","1940"
"BLG194008220","NY5","BLG","LOU05","19400822","0","","night","","","","","","5000","","","","","","","","","","","","","","","bondu101","browj112","","exhibition","2","3","BLG","NY5","y","p","","","1940"
"JAX194107271","KCM","JAX","LOU05","19410727","1","","","","","","","","5000","","","","","","","","","","","","","","","bradf104","","","exhibition","7","0","KCM","JAX","y","both","","","1941"
"KCM194107272","JAX","KCM","LOU05","19410727","2","","","","","","","","5000","","","","","","","","","","","","","","","alleh106","","","exhibition","8","5","JAX","KCM","y","both","","","1941"
"BIR194208170","CI2","BIR","LOU05","19420817","0","","night","","","","","","4000","","","","","","","","","","","","","","","barbb102","markj101","","exhibition","6","3","CI2","BIR","","p","","","1942"
"CI2194209180","KCM","CI2","LOU05","19420918","0","","night","","","","","","","","","","","","","","","","","","","","","","","","exhibition","2","1","KCM","CI2","","","","","1942"
"BIR194307020","CI2","BIR","LOU05","19430702","0","","night","","","","","","","","","","","","","","","","","","","","","","","","regular","4","5","BIR","CI2","","","","","1943"
"BIR194307210","NY6","BIR","LOU05","19430721","0","","","","","","","","","","","","","","","","","","","","","","","","","","exhibition","5","2","NY6","BIR","","","","","1943"
"CI2194308011","KCM","CI2","LOU05","19430801","1","","","","","","","","","","","","","","","","","","","","","","","henrp101","matcj101","","exhibition","3","4","CI2","KCM","y","both","","","1943"
"CI2194308012","KCM","CI2","LOU05","19430801","2","","","","","","","","","","","","","","","","","","","","","","","pilll101","smith111","","exhibition","1","9","CI2","KCM","y","both","","","1943"
"CAG194308170","BLG","CAG","LOU05","19430817","0","","night","","","","","","3500","","","","","","","","","","","","","","","","","","exhibition","7","6","BLG","CAG","","","","","1943"
"CIA194405071","CVB","CIA","LOU05","19440507","1","","day","","","","","","4700","","","","","","","","","","","","","","","davir103","","","regular","1","5","CIA","CVB","","","","","1944"
"CIA194405072","CVB","CIA","LOU05","19440507","2","","day","","","","","","4700","","","","","","","","","","","","","","","ruiza101","","","regular","2","5","CIA","CVB","","","","","1944"
"KCM194405170","BIR","KCM","LOU05","19440517","0","","night","","","","","","","","","","","","","","","","","","","","","gipsa101","","","regular","6","2","BIR","KCM","","","","","1944"
"BIR194409080","NY6","BIR","LOU05","19440908","0","","night","","","","","","","","","","","","","","","","","","","","","tianl102","boona101","","exhibition","7","0","NY6","BIR","","p","","","1944"
"CVB194507151","BIR","CVB","LOU05","19450715","1","","","","","","","","4200","","","","","","","","","","","","","","","jeffg102","markj101","","regular","2","3","CVB","BIR","","both","","","1945"
"CVB194507152","BIR","CVB","LOU05","19450715","2","","","7","","","","","4200","","","","","","","","","","","","","","","bumpe101","jeffw101","","regular","9","4","BIR","CVB","","p","","","1945"
"MEM194606270","CVB","MEM","LOU05","19460627","0","","night","","","","","","","","","","","","","","","","","","","","","","","","regular","6","3","CVB","MEM","","","","","1946"
"MEM194707270","IN9","MEM","LOU05","19470727","0","","","","","","","","","","","","","","","","","","","","","","","guilj101","wrigl102","","exhibition","14","0","IN9","MEM","","p","","","1947"
"CVB194707300","HOM","CVB","LOU05","19470730","0","","night","","","","","","","","","","","","","","","","","","","","","breme101","kaisc101","","exhibition","3","5","CVB","HOM","","p","","","1947"
"IN9194806201","CVB","IN9","LOU05","19480620","1","","day","","","","","","5262","","","","","","","","","","","","","","","brewc102","","","regular","9","4","CVB","IN9","","p","","","1948"
"IN9194806202","CVB","IN9","LOU05","19480620","2","","day","","","","","","5262","","","","","","","","","","","","","","","cabrl101","breme101","","regular","3","7","IN9","CVB","","p","","","1948"
"IN9194808151","KCM","IN9","LOU05","19480815","1","","day","","","","","","","","","","","","","","","","","","","","","johnc103","cohej101","","regular","7","1","KCM","IN9","y","both","","","1948"
"IN9194808152","KCM","IN9","LOU05","19480815","2","","","","","","","","","","","","","","","","","","","","","","","","","","regular","3","3","","","y","both","","","1948"
