ID,Player,Year,Team,Type,Pos,Cat,Game,Retro,Official,Cross,Code,,Notes,Accepted
"1951N0009","castp102",1951,"PIT","D","SS","G","PIT195109050",1,0,"1951N0010","SWAP",,
"1951N0010","castp102",1951,"PIT","D","3B","G","PIT195109050",0,1,"1951N0009","SWAP",,
"1951N0011","castp102",1951,"PIT","D","SS","G","PIT195109060",1,0,"1951N0012","SWAP",,
"1951N0012","castp102",1951,"PIT","D","3B","G","PIT195109060",0,1,"1951N0011","SWAP",,
"1951N0013","johnk101",1951,"PHI","P",,"HBP","CIN195107300",0,1,,,,"Film has HB for johnk101 but none for PHI team or individuals"
"1951N0014","law-v101",1951,"PIT","P",,"HR","PIT195109092",0,1,"1951N0015","SWAP",,
"1951N0015","walsj107",1951,"PIT","P",,"HR","PIT195109092",1,0,"1951N0014","SWAP",,
"1951N0032","ramab101",1951,"CHN","O",,"GDP","CHN195108090",1,0,,,,
"1951N0033","musis101",1951,"SLN","O",,"RBI","SLN195106160",0,1,,,,"no homers and only PA with men on was IW"
"1951N0034","kerrb101",1951,"BSN","O",,"GDP","BSN195107020",1,0,"1951N0035","SWAP",,"Impossible - ejected Torgeson has 0 AB and 1 GDP"
"1951N0035","torge101",1951,"BSN","O",,"GDP","BSN195107020",0,1,"1951N0034","SWAP",,"Impossible - ejected Torgeson has 0 AB and 1 GDP"
"1951N0036","gords101",1951,"BSN","O",,"GDP","PIT195109190",0,1,"1951N0037","SWAP",,"no chances for Gordon - clearly Marshall's GDP"
"1951N0037","marsw101",1951,"BSN","O",,"GDP","PIT195109190",1,0,"1951N0036","SWAP",,"no chances for Gordon - clearly Marshall's GDP"
"1951N0038","waite101",1951,"PHI","O",,"GDP","PHI195104210",2,0,,,,
"1951N0039","konsj101",1951,"PHI","P",,"SH","PHI195104210",1,0,,,,"missed SH - needed to balance batters who are in box score and dailies"
"1951N0040","stane101",1951,"NY1","O",,"GDP","NY1195104210",1,0,,,,
"1951N0041","newcd101",1951,"BRO","P",,"WP","CHN195106150",1,0,,,,
"1951N0042","chipb101",1951,"BSN","P",,"SH","CIN195106150",1,0,,,,
"1951N0043","hattg101",1951,"CIN","O",,"SO","CIN195106150",1,0,"1951N0044","SWAP",,"must be as we have it to match BSN pitchers"
"1951N0044","usheb101",1951,"CIN","O",,"SO","CIN195106150",0,1,"1951N0043","SWAP",,"must be as we have it to match BSN pitchers"
"1951N0045","ramsw101",1951,"CIN","P",,"BFP","CIN195106150",40,39,,,,
"1951N0046","bickv101",1951,"BSN","P",,"H","CIN195105202",2,1,,,,
"1951N0047","wilsj104",1951,"BSN","P",,"HBP","CHN195105202",1,0,,,,
"1951N0048","wilsj104",1951,"BSN","P",,"SH","CHN195105202",1,0,,,,
"1951N0053","cusij101",1951,"CHN","O",,"GDP","CHN195105201",0,1,"1951N0054","SWAP",,
"1951N0054","saueh101",1951,"CHN","O",,"GDP","CHN195105201",1,0,"1951N0053","SWAP",,
"1951N0057","jackr102",1951,"CHN","O",,"SO","CHN195105201",0,1,,,,
"1951N0058","wehmh101",1951,"CIN","P",,"SH","CIN195105202",1,0,,,,
"1951N0061","ellib103",1951,"BSN","O",,"GDP","BRO195105260",0,1,"1951N0062","SWAP",,
"1951N0062","stcle101",1951,"BSN","O",,"GDP","BRO195105260",1,0,"1951N0061","SWAP",,
"1951N0063","estog101",1951,"BSN","P",,"BFP","BRO195105260",3,2,"1951N0064","SWAP",,
"1951N0064","sainj101",1951,"BSN","P",,"BFP","BRO195105260",43,44,"1951N0063","SWAP",,
"1951N0065","klust101",1951,"CIN","O",,"GDP","BSN195106040",0,1,,,,"The other runner retired on DP was not forced - no GDP"
"1951N0066","millb103",1951,"PHI","P",,"ER","PHI195106040",5,0,,,,"3 errors while he was pitching - only one prolonged an inning"
"1951N0067","millb103",1951,"PHI","P",,"SH","PHI195106040",1,0,,,,
"1951N0068","strig102",1951,"PIT","O",,"GDP","PHI195106040",1,0,,,,
"1951N0070","branr103",1951,"BRO","P",,"BFP","BRO195107042",36,33,,,,
"1951N0071","magls101",1951,"NY1","P",,"BFP","BRO195107041",32,31,,,,
"1951N0072","hartr101",1951,"BSN","O",,"R","BSN195107041",0,1,"1951N0073","SWAP",,
"1951N0073","nichc102",1951,"BSN","O",,"R","BSN195107041",1,0,"1951N0072","SWAP",,
"1951N0074","addib101",1951,"BSN","O",,"GDP","BSN195107042",1,0,,,,
"1951N0076","hattj101",1951,"CHN","P",,"SH","CHN195107040",1,0,,,,
"1951N0077","westw102",1951,"SLN","O",,"SO","CHN195107040",1,0,,,,
"1951N0078","coled103",1951,"BSN","P",,"BB","BSN195107042",5,6,"1951N0080",,,
"1951N0079","wilbd101",1951,"PHI","O",,"AB","BSN195107042",3,2,"1951N0080",,,
"1951N0080","wilbd101",1951,"PHI","O",,"BB","BSN195107042",1,2,"1951N0078",,,
"1951N0083","ellib103",1951,"BSN","O",,"GDP","BRO195109032",1,0,,,,
