ID,Player,Year,Team,Type,Pos,Cat,Game,Retro,Official,Cross,Code,,Notes,Accepted
"1951A0045","hutcf101",1951,"DET","P",,"HR","DET195105272",1,0,,,,"SLA batters hit 2 HR film has one for DET pitchers - missing one for hutcf101"
"1951A0047","demaj101",1951,"CHA","O",,"SO","BOS195106241",1,0,"1951A0048","SWAP",,"All agree demaj101 struck out for dobsj101 and struck out - AB OK"
"1951A0048","dobsj101",1951,"CHA","O",,"SO","BOS195106241",0,1,"1951A0047","SWAP",,"All agree demaj101 struck out for dobsj101 and struck out - AB OK"
"1951A0049","norei101",1951,"WS1","O",,"BB","CHA195107222",0,2,"1951A0050","SWAP",,"Impossible - would give norei101 7 PA and vernm101 3 instead of 5 each"
"1951A0050","vernm101",1951,"WS1","O",,"BB","CHA195107222",2,0,"1951A0049","SWAP",,"Impossible - would give norei101 7 PA and vernm101 3 instead of 5 each"
"1951A0051","yoste101",1951,"WS1","O",,"GDP","CHA195107222",0,1,,,,"Impossible - DP with only runner on second"
"1951A0052","holck101",1951,"CHA","P",,"R","CHA195107222",4,3,"1951A0053","SWAP",,"mistake on 10.18 with 2-0 sub before walk"
"1951A0053","dorif101",1951,"CHA","P",,"R","CHA195107222",5,6,"1951A0052","SWAP",,"mistake on 10.18 with 2-0 sub before walk"
"1951A0054","boonr101",1951,"CLE","O",,"BB","WS1195106160",2,1,,,,"Apparently missed counting IW - WS1 pitchers do not match CLE batters"
"1951A0055","hutcf101",1951,"DET","O",,"AB","CHA195104210",3,2,"1951A0056",,,
"1951A0056","newhh101",1951,"DET","O",,"AB","CHA195104210",1,2,"1951A0055",,,
"1951A0059","dimad101",1951,"BOS","O",,"SO","CHA195107130",2,1,"1951A0060",,,"All sources including newspaper pbp show Aloma striking out DiMaggio"
"1951A0060","aloml101",1951,"CHA","P",,"SO","CHA195107130",2,1,"1951A0059",,,"All sources including newspaper pbp show Aloma striking out DiMaggio"
"1951A0061","mastw101",1951,"BOS","P",,"H","PHA195109072",1,0,"1951A0063","SWAP",,
"1951A0062","mastw101",1951,"BOS","P",,"SO","PHA195109072",1,0,"1951A0064","SWAP",,
"1951A0063","taylh101",1951,"BOS","P",,"H","PHA195109072",2,3,"1951A0061","SWAP",,
"1951A0064","taylh101",1951,"BOS","P",,"SO","PHA195109072",0,1,"1951A0062","SWAP",,
"1951A0065","astrj101",1951,"PHA","O",,"SO","PHA195109072",1,0,,,,
"1951A0066","mastw101",1951,"BOS","P",,"BFP","DET195105050",7,6,"1951A0068","SWAP",,
"1951A0067","mastw101",1951,"BOS","P",,"HBP","DET195105050",1,0,"1951A0069","SWAP",,
"1951A0068","nixow101",1951,"BOS","P",,"BFP","DET195105050",3,4,"1951A0066","SWAP",,
"1951A0069","nixow101",1951,"BOS","P",,"HBP","DET195105050",0,1,"1951A0067","SWAP",,
"1951A0070","guerm102",1951,"BOS","O",,"SO","DET195105050",1,0,"1951A0071",,,"Guerra and Hutchinson did not face each other"
"1951A0071","hutcf101",1951,"DET","P",,"SO","DET195105050",2,1,"1951A0070",,,"Guerra and Hutchinson did not face each other"
"1951A0072","kinde101",1951,"BOS","P",,"HR","BOS195105301",0,1,"1951A0073","SWAP",,
"1951A0073","stobc101",1951,"BOS","P",,"HR","BOS195105301",1,0,"1951A0072","SWAP",,
"1951A0074","browb105",1951,"NYA","O",,"BB","BOS195105301",0,1,"1951A0075","SWAP",,
"1951A0075","rizzp101",1951,"NYA","O",,"BB","BOS195105301",1,0,"1951A0074","SWAP",,
"1951A0078","zaria101",1951,"CHA","O",,"AB","CHA195105301",2,3,"1951A0079",,,
"1951A0079","zaria101",1951,"CHA","O",,"SH","CHA195105301",1,0,"1951A0078",,,
"1951A0080","gumpr101",1951,"CHA","P",,"SH","CHA195105302",2,1,"1951A0083",,,
"1951A0081","suchj101",1951,"SLA","P",,"SH","CHA195105301",1,0,"1951A0078",,,
"1951A0082","younb101",1951,"SLA","O",,"AB","CHA195105302",3,4,"1951A0083",,,
"1951A0083","younb101",1951,"SLA","O",,"SH","CHA195105302",1,0,"1951A0082",,,
"1951A0084","gumpr101",1951,"CHA","P",,"WP","CHA195105302",1,0,,,,"scoresheet and newspapers clear Gumpert had WP"
"1951A0085","arfth101",1951,"SLA","O",,"CS","CHA195105301",1,0,,,,
"1951A0088","dimad101",1951,"BOS","O",,"CS","CHA195106041",1,0,,,,
"1951A0089","goodb101",1951,"BOS","O",,"CS","CHA195106041",1,0,,,,
"1951A0090","masip101",1951,"CHA","O",,"CS","CHA195106041",1,0,,,,
"1951A0091","minom101",1951,"CHA","O",,"SO","CHA195106042",1,0,"1951A0092","SWAP",,
"1951A0092","robie101",1951,"CHA","O",,"SO","CHA195106042",0,1,"1951A0091","SWAP",,
"1951A0095","chaps101",1951,"CLE","O",,"CS","CLE195106040",1,0,,,,
"1951A0096","garcm101",1951,"CLE","O",,"CS","CLE195106040",1,0,,,,
"1951A0097","lopae101",1951,"NYA","P",,"BFP","CLE195106040",14,13,"1951A0098","SWAP",,
"1951A0098","byrnt101",1951,"NYA","P",,"BFP","CLE195106040",26,27,"1951A0097","SWAP",,
"1951A0099","dimad101",1951,"BOS","O",,"CS","DET195105030",1,0,,,,
"1951A0100","dimad101",1951,"BOS","O",,"GDP","DET195106060",0,1,,,,"2nd runner out on DP was not forced"
"1951A0101","dimad101",1951,"BOS","O",,"GDP","CLE195106090",1,0,,,,
"1951A0102","dimad101",1951,"BOS","O",,"CS","BOS195106172",1,0,,,,
"1951A0103","kinde101",1951,"BOS","P",,"SH","SLA195107160",0,1,"1951A0104","SWAP",,
"1951A0104","taylh101",1951,"BOS","P",,"SH","SLA195107160",1,0,"1951A0103","SWAP",,
"1951A0105","kinde101",1951,"BOS","P",,"BFP","SLA195107160",21,22,"1951A0106","SWAP",,
"1951A0106","taylh101",1951,"BOS","P",,"BFP","SLA195107160",16,15,"1951A0105","SWAP",,
"1951A0107","niarg101",1951,"CHA","O",,"CS","CHA195107160",1,0,,,,
"1951A0110","dimad101",1951,"BOS","O",,"GDP","PHA195108150",0,1,,,,"Impossible 2-2 with BB and out with no one on base"
"1951A0111","valoe101",1951,"PHA","O",,"CS","BOS195104222",1,0,,,,
"1951A0112","colej101",1951,"PHA","P",,"IP","PHA195107041",2.1,3.1,"1951A0113","SWAP",,"IP must be wrong or BFP off by 3"
"1951A0113","martm101",1951,"PHA","P",,"IP","PHA195107041",2.0,1.0,"1951A0112","SWAP",,"IP must be wrong or BFP off by 3"
"1951A0115","kinde101",1951,"BOS","P",,"BFP","PHA195107042",4,5,"1951A0116","SWAP",,
"1951A0116","nixow101",1951,"BOS","P",,"BFP","PHA195107042",33,32,"1951A0115","SWAP",,
"1951A0117","boonr101",1951,"CLE","O",,"GDP","SLA195107041",0,1,"1951A0118","SWAP",,
"1951A0118","hegaj101",1951,"CLE","O",,"GDP","SLA195107041",1,0,"1951A0117","SWAP",,
"1951A0119","mitcd101",1951,"CLE","O",,"CS","SLA195107042",1,0,,,,
"1951A0120","brisl101",1951,"CLE","P",,"IP","SLA195107042",3.0,2.2,"1951A0121",,,"IP mismatch consequence of getting BFP and SH to match"
"1951A0121","groms101",1951,"CLE","P",,"IP","SLA195107042",5.0,5.1,"1951A0120",,,"IP mismatch consequence of getting BFP and SH to match"
"1951A0122","everh101",1951,"DET","O",,"GDP","PHA195109180",0,1,,,,"never batted with men on"
"1951A0123","hogub101",1951,"NYA","P",,"BFP","NYA195109180",1,0,"1951A0124","SWAP",,"can't be the 0 the dailies have"
"1951A0124","overs101",1951,"NYA","P",,"BFP","NYA195109180",3,4,"1951A0123","SWAP",,
"1951A0125","marsf101",1951,"SLA","O",,"CS","WS1195109182",1,0,,,,
"1951A0126","mccom101",1951,"WS1","O",,"GDP","WS1195109181",0,1,,,,"Can't be GDP since runners not forced"
"1951A0127","taylf101",1951,"WS1","O",,"CS","WS1195109182",1,0,,,,
"1951A0128","dimad101",1951,"BOS","O",,"GDP","BOS195109130",1,0,,,,
"1951A0129","peskj101",1951,"BOS","O",,"GDP","BOS195109130",1,0,,,,
"1951A0130","garvn102",1951,"SLA","O",,"CS","BOS195109130",1,0,,,,
"1951A0131","maxwc101",1951,"BOS","O",,"SO","NYA195109291",1,2,"1951A0132","SWAP",,
"1951A0132","richa101",1951,"BOS","O",,"SO","NYA195109291",1,0,"1951A0131","SWAP",,
"1951A0133","courc101",1951,"NYA","O",,"HBP","NYA195109292",1,0,"1951A0134","COLUMN",,
"1951A0134","courc101",1951,"NYA","O",,"BB","NYA195109292",0,1,"1951A0133","COLUMN",,
"1951A0135","kuzab101",1951,"NYA","P",,"SH","NYA195109291",0,1,"1951A0136","SWAP",,
"1951A0136","lopae101",1951,"NYA","P",,"SH","NYA195109291",1,0,"1951A0135","SWAP",,
"1951A0137","lopae101",1951,"NYA","P",,"BFP","NYA195109291",21,20,,,,"Can't be if there is to be match with BOS batters"
"1951A0138","lopae101",1951,"NYA","P",,"BB","NYA195109291",1,0,,,,"Can't be if there is to be match with BOS batters"
"1951A0139","morgt101",1951,"NYA","P",,"BFP","NYA195109292",20,19,,,,"Can't be if there is to be match with BOS batters"
"1951A0142","dipib101",1951,"BOS","O",,"AB","NYA195109292",4,3,,,,
"1951A0143","dipib101",1951,"BOS","O",,"SO","NYA195109292",0,1,,,,
"1951A0144","dipib101",1951,"BOS","O",,"GDP","NYA195109292",1,0,,,,
"1951A0145","dipib101",1951,"BOS","O",,"SO","NYA195109291",1,0,,,,
"1951A0146","dipib101",1951,"BOS","O",,"GDP","NYA195109291",0,1,,,,
